tag,side,K,outcome,lift,ci_lo,ci_hi,n_cond_exc,n_cond_clusters,powered,null_spanning
2026H1,above,15,cont_before_reentry_0.5,0.49921875000000004,0.43004569355222017,0.5805463850386673,80,80,True,False
2026H1,above,15,cont_before_reentry_0.75,0.45234375000000004,0.3718189551358555,0.5288492163066548,80,80,True,False
2026H1,above,15,cont_before_reentry_1.0,0.365625,0.2876824872364954,0.4452380630429828,80,80,True,False
2026H1,above,15,cont_before_reentry_1.5,0.24921875,0.1778129094538145,0.32528091044893465,80,80,True,False
2026H1,above,15,cont_before_reentry_2.0,0.12031249999999999,0.06470189049511225,0.18200440144185162,80,80,True,False
2026H1,above,15,cont_before_stop_10,0.2625,0.19173406562763065,0.34443698042921506,80,80,True,False
2026H1,above,15,cont_before_stop_20,0.3140625,0.23748883163887632,0.39411936257616265,80,80,True,False
2026H1,above,15,cont_before_stop_30,0.34453124999999996,0.26690331569117937,0.4278234622855285,80,80,True,False
2026H1,above,15,cont_before_stop_40,0.34062499999999996,0.2600109479037944,0.4249263558863385,80,80,True,False
2026H1,above,15,cont_before_stop_60,0.3421875,0.26600536891632875,0.42850071886810226,80,80,True,False
2026H1,above,15,cont_before_stop_80,0.33906250000000004,0.26102762283074143,0.42320933720779097,80,80,True,False
2026H1,above,15,returned_to_poc,-0.18046875,-0.27236481376441674,-0.0894242555007262,80,80,True,False
2026H1,above,20,cont_before_reentry_0.25,0.4991319444444444,0.42771733686367824,0.5632788334590719,72,72,True,False
2026H1,above,20,cont_before_reentry_0.5,0.5325520833333334,0.4553256328697515,0.6138692214011183,72,72,True,False
2026H1,above,20,cont_before_reentry_0.75,0.4717881944444444,0.38888371044155406,0.5578668633069123,72,72,True,False
2026H1,above,20,cont_before_reentry_1.0,0.3836805555555556,0.29553474833486515,0.47526453702190247,72,72,True,False
2026H1,above,20,cont_before_reentry_1.5,0.2894965277777778,0.20637491162955107,0.37255848654164125,72,72,True,False
2026H1,above,20,cont_before_reentry_2.0,0.13975694444444445,0.08009700679740388,0.215764994725046,72,72,True,False
2026H1,above,20,cont_before_stop_10,0.2777777777777778,0.20035912611643783,0.36869592023871145,72,72,True,False
2026H1,above,20,cont_before_stop_20,0.3376736111111111,0.25172960763584284,0.4242072366136537,72,72,True,False
2026H1,above,20,cont_before_stop_30,0.3598090277777778,0.2728268285187354,0.44764293746197026,72,72,True,False
2026H1,above,20,cont_before_stop_40,0.3559027777777778,0.26919278352175835,0.4424742859218665,72,72,True,False
2026H1,above,20,cont_before_stop_60,0.3602430555555556,0.27363935363935366,0.4478416888040469,72,72,True,False
2026H1,above,20,cont_before_stop_80,0.3446180555555556,0.255678021575199,0.43357831644282857,72,72,True,False
2026H1,above,20,returned_to_poc,-0.23741319444444442,-0.3353118980200024,-0.1435278737573811,72,72,True,False
2026H1,above,30,cont_before_reentry_0.25,0.5390625,0.47430830039525695,0.6002277621928056,64,64,True,False
2026H1,above,30,cont_before_reentry_0.5,0.55859375,0.47804702511391267,0.6416587629701687,64,64,True,False
2026H1,above,30,cont_before_reentry_0.75,0.49609375,0.40333090937050253,0.5895650183150183,64,64,True,False
2026H1,above,30,cont_before_reentry_1.0,0.4375,0.3447913134102398,0.5383305358108823,64,64,True,False
2026H1,above,30,cont_before_reentry_1.5,0.33984375,0.2525795982317721,0.43909239700108366,64,64,True,False
2026H1,above,30,cont_before_reentry_2.0,0.1640625,0.0936243631310792,0.24536419419212094,64,64,True,False
2026H1,above,30,cont_before_stop_10,0.328125,0.23730794786269532,0.4214578957857325,64,64,True,False
2026H1,above,30,cont_before_stop_20,0.3984375,0.30308661843138746,0.49442694303640694,64,64,True,False
2026H1,above,30,cont_before_stop_30,0.41015625,0.3169598867414371,0.5086240623362208,64,64,True,False
2026H1,above,30,cont_before_stop_40,0.40625,0.3092813014250544,0.5024565520207166,64,64,True,False
2026H1,above,30,cont_before_stop_60,0.4140625,0.3175106817677664,0.5083777899067439,64,64,True,False
2026H1,above,30,cont_before_stop_80,0.3984375,0.30480043566156834,0.49489457831325284,64,64,True,False
2026H1,above,30,returned_to_poc,-0.24609375,-0.35434177765870895,-0.14622664728428764,64,64,True,False
2026H1,above,45,cont_before_reentry_0.25,0.5368303571428571,0.4690259991778916,0.6,56,56,True,False
2026H1,above,45,cont_before_reentry_0.5,0.57421875,0.4891815142641201,0.6619898676203024,56,56,True,False
2026H1,above,45,cont_before_reentry_0.75,0.5452008928571429,0.45134605995508253,0.6418960823543034,56,56,True,False
2026H1,above,45,cont_before_reentry_1.0,0.5066964285714286,0.4054158389967327,0.605899375177488,56,56,True,False
2026H1,above,45,cont_before_reentry_1.5,0.4045758928571429,0.2983296905468178,0.5081814189908451,56,56,True,False
2026H1,above,45,cont_before_reentry_2.0,0.1953125,0.10603931322369949,0.29171416478024237,56,56,True,False
2026H1,above,45,cont_before_stop_10,0.375,0.270369551266625,0.4830264625380052,56,56,True,False
2026H1,above,45,cont_before_stop_20,0.4587053571428571,0.35948078902439573,0.5666868651569255,56,56,True,False
2026H1,above,45,cont_before_stop_30,0.4748883928571429,0.36765374940226825,0.5765546173249662,56,56,True,False
2026H1,above,45,cont_before_stop_40,0.4709821428571429,0.3648639819621003,0.5777170628607485,56,56,True,False
2026H1,above,45,cont_before_stop_60,0.4832589285714286,0.38626756840651777,0.5818116428727623,56,56,True,False
2026H1,above,45,cont_before_stop_80,0.4676339285714286,0.3642332544470853,0.5792413559235521,56,56,True,False
2026H1,above,45,returned_to_poc,-0.3465401785714286,-0.4451603440419229,-0.2439431726907632,56,56,True,False
2026H1,above,60,cont_before_reentry_0.25,0.5350796568627451,0.4671180010465725,0.5977150739463956,51,51,True,False
2026H1,above,60,cont_before_reentry_0.5,0.5815716911764706,0.48481397721734887,0.6692065533016623,51,51,True,False
