day,t,dir,net,R,risk,train,ctrR,ctr_net
2025-11-26,05:45:00,1,-895.0,-1.0112994350282485,44.25,False,-1.0350877192982457,-295.0
2025-12-01,06:00:00,-1,1310.0,2.977272727272727,22.0,False,-1.0128205128205128,-790.0
2025-12-01,06:30:00,-1,425.0,0.6746031746031746,31.5,False,-1.0338983050847457,-305.0
2025-12-03,05:30:00,1,-620.0,-1.0163934426229508,30.5,False,2.9310344827586206,425.0
2025-12-04,06:30:00,1,-425.0,-1.0240963855421688,20.75,False,-1.0142857142857142,-710.0
2025-12-04,07:00:00,1,-710.0,-1.0142857142857142,35.0,False,,
2025-12-08,07:30:00,1,765.0,1.8433734939759037,20.75,False,-1.048780487804878,-215.0
2025-12-16,04:45:00,-1,-550.0,-1.0185185185185186,27.0,False,-1.0133333333333334,-760.0
2025-12-16,05:00:00,-1,-1090.0,-1.0092592592592593,54.0,False,2.96,740.0
2026-01-13,05:00:00,1,-350.0,-1.0294117647058822,17.0,False,-1.0185185185185186,-550.0
2026-01-29,05:30:00,1,-580.0,-1.0175438596491229,28.5,False,1.8846153846153846,1715.0
2026-01-29,05:45:00,1,-435.0,-1.0235294117647058,21.25,False,1.643979057591623,1570.0
2026-01-29,07:00:00,1,-810.0,-1.0125,40.0,False,2.948717948717949,575.0
2026-01-29,07:15:00,1,-735.0,-1.013793103448276,36.25,False,2.9545454545454546,650.0
2026-02-05,05:00:00,-1,3815.0,2.992156862745098,63.75,False,-1.009090909090909,-1110.0
2026-02-13,04:00:00,-1,-285.0,-1.0363636363636364,13.75,False,,
2026-02-13,04:15:00,-1,-475.0,-1.021505376344086,23.25,False,,
2026-02-13,05:45:00,-1,-1070.0,-1.009433962264151,53.0,False,,
2026-02-17,04:45:00,-1,-275.0,-1.0377358490566038,13.25,False,-1.008695652173913,-1160.0
2026-02-17,05:15:00,-1,2615.0,2.9885714285714284,43.75,False,-1.028169014084507,-365.0
2026-02-24,06:15:00,-1,-750.0,-1.0135135135135136,37.0,False,-1.0588235294117647,-180.0
2026-03-04,03:45:00,-1,-585.0,-1.017391304347826,28.75,False,2.9919354838709675,3710.0
2026-03-04,04:00:00,-1,-1175.0,-1.0085836909871244,58.25,False,2.9740259740259742,1145.0
2026-03-09,03:45:00,-1,-815.0,-1.0124223602484472,40.25,False,2.9923954372623576,3935.0
2026-03-16,06:00:00,1,920.0,2.967741935483871,15.5,False,-1.0105263157894737,-960.0
2026-03-16,06:15:00,1,3020.0,2.99009900990099,50.5,False,-1.0606060606060606,-175.0
2026-03-19,06:15:00,-1,3275.0,2.990867579908676,54.75,False,,
2026-03-19,06:45:00,-1,4165.0,3.051282051282051,68.25,False,,
2026-03-24,05:30:00,1,-1195.0,-1.0084388185654007,59.25,False,,
2026-04-01,05:30:00,1,2075.0,2.985611510791367,34.75,False,-1.0072463768115942,-1390.0
2026-04-16,06:00:00,1,-630.0,-1.0161290322580645,31.0,False,,
2026-04-21,04:30:00,1,1550.0,2.980769230769231,26.0,False,-1.0289855072463767,-355.0
2026-04-21,05:30:00,1,1325.0,2.9775280898876404,22.25,False,-1.0175438596491229,-580.0
2026-04-22,07:15:00,1,785.0,2.9622641509433962,13.25,False,-1.016,-635.0
2026-04-22,07:30:00,1,-180.0,-1.0588235294117647,8.5,False,-1.0161290322580645,-630.0
2026-04-29,07:30:00,-1,2120.0,3.719298245614035,28.5,False,-1.0333333333333334,-310.0
2026-05-04,03:00:00,1,800.0,2.962962962962963,13.5,False,-1.0077519379844961,-1300.0
2026-05-04,04:30:00,1,-805.0,-1.0125786163522013,39.75,False,2.9895833333333335,2870.0
2026-05-04,05:15:00,1,-935.0,-1.0108108108108107,46.25,False,-1.0909090909090908,-120.0
2026-05-07,06:30:00,1,155.0,0.2198581560283688,35.25,False,-0.23178807947019867,-175.0
2026-05-28,04:30:00,-1,-605.0,-1.0168067226890756,29.75,False,-1.0116959064327486,-865.0
2026-05-28,04:45:00,-1,-570.0,-1.0178571428571428,28.0,False,-1.0112359550561798,-900.0
2026-05-28,05:30:00,-1,1850.0,2.9838709677419355,31.0,False,-1.028169014084507,-365.0
2026-05-28,05:45:00,-1,-1020.0,-1.00990099009901,50.5,False,2.923076923076923,380.0
2026-05-28,06:15:00,-1,-940.0,-1.010752688172043,46.5,False,-1.0476190476190477,-220.0
2026-05-29,04:00:00,1,1505.0,1.72,43.75,False,-1.0119760479041917,-845.0
2026-05-29,04:30:00,1,1430.0,1.5052631578947369,47.5,False,-1.0434782608695652,-240.0
2026-05-29,05:00:00,1,1325.0,1.6257668711656441,40.75,False,-1.0606060606060606,-175.0
2026-06-01,04:00:00,1,-420.0,-1.024390243902439,20.5,False,,
2026-06-03,03:00:00,1,1700.0,2.982456140350877,28.5,False,-1.025,-410.0
2026-06-03,04:00:00,1,1370.0,2.9782608695652173,23.0,False,-1.015267175572519,-665.0
2026-06-04,04:00:00,-1,3635.0,2.9917695473251027,60.75,False,,
2026-06-05,06:00:00,-1,3630.0,3.1703056768558953,57.25,False,-1.0091743119266054,-1100.0
2026-06-05,06:15:00,-1,3395.0,2.9911894273127753,56.75,False,-1.0098522167487685,-1025.0
2026-06-05,07:00:00,-1,3035.0,2.9901477832512313,50.75,False,,
2026-06-05,07:15:00,-1,3200.0,2.8699551569506725,55.75,False,-1.0555555555555556,-190.0
2026-06-16,04:00:00,1,1520.0,2.980392156862745,25.5,False,-1.0317460317460319,-325.0
2026-06-26,03:45:00,-1,3755.0,2.99203187250996,62.75,False,,
2026-06-26,04:00:00,-1,2090.0,2.9857142857142858,35.0,False,,
2026-06-30,05:00:00,1,-1270.0,-1.007936507936508,63.0,False,-1.0092592592592593,-1090.0
2026-06-30,05:15:00,1,-1380.0,-1.0072992700729928,68.5,False,-1.0103092783505154,-980.0
2026-06-30,05:45:00,1,-1155.0,-1.0087336244541485,57.25,False,-1.011049723756906,-915.0
2026-07-08,04:00:00,-1,-810.0,-1.0125,40.0,False,,
2026-07-13,06:30:00,-1,-745.0,-1.0136054421768708,36.75,False,2.95,590.0
2026-07-13,06:45:00,-1,-760.0,-1.0133333333333334,37.5,False,2.909090909090909,320.0
2026-07-15,04:45:00,1,-1315.0,-1.0076628352490422,65.25,False,-0.2509090909090909,-345.0
2026-07-15,05:45:00,1,-1005.0,-1.0100502512562815,49.75,False,2.970149253731343,995.0
2026-07-15,06:15:00,1,-665.0,-1.015267175572519,32.75,False,2.971014492753623,1025.0
2026-07-15,07:00:00,1,-1290.0,-1.0078125,64.0,False,,
