stream,stack,n,sess,base_exp,subset_exp,improvement,null_pct
zxck-cisd,cvd_price_divergence_pre<=p75 AND direction_long<=p75,30,30,0.04405408016302246,0.21342576744853065,0.1693716872855082,0.055
sw-open-drive-pcr,volume_pace_at_entry>p50 AND dist_to_level_R<=p75,41,41,-0.03096644308945471,0.3831997369975119,0.41416618008696665,0.055
sw-open-drive-pcr,cvd_price_divergence_pre>p50 AND value_area_location<=p75,29,29,-0.03096644308945471,0.3842171037894596,0.41518354687891434,0.055
sw-precash-price-migration-CTL,volume_pace_at_entry>p75 AND news_day<=p25,28,28,-0.07357276749371046,0.3836299142604393,0.45720268175414974,0.0525
sw-0930-cashopen-carry,entry_min_into_window<=p50 AND risk_pts>p25,25,25,-0.11757208680363969,0.23046154744083114,0.3480336342444708,0.0525
sw-precash-price-migration-CTL,cvd_slope_pre_15>p75 AND dist_to_level_R>p25,25,25,-0.07357276749371046,0.39165780617269186,0.4652305736664023,0.0525
sw-precash-price-migration-CTL,volume_pace_at_entry>p75 AND news_day<=p50,28,28,-0.07357276749371046,0.3836299142604393,0.45720268175414974,0.0525
sw-0830-secondleg-CANON,htf_aligned<=p75 AND news_day<=p50,28,28,-0.06680413237374909,-0.06680413237374912,-2.7755575615628914e-17,0.0525
sw-0830-secondleg-CANON,htf_aligned<=p75 AND news_day<=p25,28,28,-0.06680413237374909,-0.06680413237374912,-2.7755575615628914e-17,0.0525
sw-open-drive-pcr,cvd_price_divergence_pre>p50 AND risk_pts<=p75,31,31,-0.03096644308945471,0.38153038077595025,0.412496823865405,0.0525
sw-0930-cashopen-carry,cvd_slope_pre_15>p25 AND entry_min_into_window<=p50,29,29,-0.11757208680363969,0.2251474144892323,0.342719501292872,0.05
sw-precash-price-migration-CTL,cvd_price_divergence_pre<=p75 AND volume_pace_at_entry>p50,39,39,-0.07357276749371046,0.3806895445976893,0.4542623120913997,0.05
sw-precash-value-migration,cvd_slope_pre_15>p75 AND htf_aligned<=p75,35,35,0.03717435793368325,0.4828980618167279,0.44572370388304466,0.05
sw-precash-value-migration,cvd_slope_pre_15>p75,35,35,0.03717435793368325,0.4828980618167279,0.44572370388304466,0.05
sw-cvd-div-reclaim,value_area_location>p50 AND atr_pct<=p25,36,34,-0.08693564639590223,0.349117887054375,0.43605353345027725,0.05
sw-precash-value-migration,cvd_slope_pre_15>p75 AND news_day<=p75,35,35,0.03717435793368325,0.4828980618167279,0.44572370388304466,0.05
sw-onx-reclaim,entry_min_into_window<=p25 AND htf_aligned<=p50,33,33,0.06042834943870797,0.5040628446282641,0.44363449518955617,0.0475
sw-open-drive-pcr,cvd_slope_pre_15>p50 AND cvd_price_divergence_pre>p25,32,32,-0.03096644308945471,0.3721791283498872,0.40314557143934193,0.0475
sw-onx-reclaim,entry_min_into_window<=p25 AND htf_aligned<=p25,33,33,0.06042834943870797,0.5040628446282641,0.44363449518955617,0.0475
zxck-10am-keyopen,absorption_pre_5>p75 AND dist_to_level_R<=p50,25,25,-0.09703196347031955,0.3166666666666667,0.41369863013698627,0.0475
zxck-10am-keyopen,volume_pace_at_entry>p50 AND vpoc_distance_at_entry<=p50,33,33,-0.09703196347031955,0.31060606060606066,0.4076380240763802,0.045
sw-0930-cashopen-carry,cvd_slope_pre_15>p50 AND vpoc_distance_at_entry>p25,27,27,-0.11757208680363969,0.22317434085618515,0.3407464276598248,0.045
sw-gap-nopart,cvd_price_divergence_pre>p50 AND news_day<=p75,26,26,-0.18226643368491655,0.1423017743346884,0.32456820801960495,0.045
sw-gap-nopart,cvd_price_divergence_pre>p50 AND news_day<=p50,26,26,-0.18226643368491655,0.1423017743346884,0.32456820801960495,0.045
sw-gap-nopart,cvd_price_divergence_pre>p50 AND news_day<=p25,26,26,-0.18226643368491655,0.1423017743346884,0.32456820801960495,0.045
zxck-10am-keyopen,entry_min_into_window>p25 AND dist_to_level_R<=p25,28,28,-0.09703196347031955,0.3095238095238096,0.40655577299412915,0.045
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND news_day>p50,26,26,-0.09703196347031955,0.30128205128205143,0.398314014752371,0.045
zxck-cisd,absorption_pre_5<=p75 AND htf_aligned<=p50,29,29,0.04405408016302246,0.20727704818944273,0.16322296802642028,0.045
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND news_day>p25,26,26,-0.09703196347031955,0.30128205128205143,0.398314014752371,0.045
zxck-cisd,absorption_pre_5<=p75 AND htf_aligned<=p75,29,29,0.04405408016302246,0.20727704818944273,0.16322296802642028,0.045
zxck-ifvg-50,cvd_price_divergence_pre>p75 AND volume_pace_at_entry<=p75,29,29,-0.6155913978494624,-0.18103448275862066,0.4345569150908417,0.0425
sw-cvd-div-reclaim,entry_min_into_window>p50 AND news_day>p50,40,35,-0.08693564639590223,0.3446651232236652,0.43160076961956745,0.0425
sw-cvd-div-reclaim,entry_min_into_window>p50 AND news_day>p25,40,35,-0.08693564639590223,0.3446651232236652,0.43160076961956745,0.0425
sw-open-drive-pcr,cvd_slope_pre_15<=p75 AND cvd_price_divergence_pre>p50,30,30,-0.03096644308945471,0.3706371986647258,0.4016036417541805,0.0425
sw-gap-nopart,volume_pace_at_entry<=p75 AND dist_to_level_R>p25,34,34,-0.18226643368491655,0.13647554430805228,0.31874197799296883,0.04
sw-open-drive-pcr,cvd_price_divergence_pre>p25 AND value_area_location<=p50,30,30,-0.03096644308945471,0.36990222845441667,0.4008686715438714,0.04
sw-precash-value-migration,cvd_slope_pre_15>p75 AND dist_to_level_R>p25,25,25,0.03717435793368325,0.4680916195092672,0.43091726157558397,0.04
sw-thinbook-surprise,absorption_pre_5<=p75 AND dist_to_level_R<=p25,34,34,-0.1653239978926368,0.27608973615298027,0.44141373404561707,0.0375
sw-precash-price-migration-CTL,cvd_price_divergence_pre<=p50 AND atr_pct<=p50,28,28,-0.07357276749371046,0.373893323266459,0.44746609076016947,0.0375
zxck-ifvg-50,cvd_price_divergence_pre>p75 AND vpoc_distance_at_entry>p25,35,35,-0.6155913978494624,-0.19285714285714284,0.42273425499231954,0.035
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND dist_to_level_R<=p75,43,43,-0.03096644308945471,0.3684711679622428,0.3994376110516975,0.035
orb-fvg-nyopen,entry_min_into_window>p75 AND atr_pct<=p25,107,59,-0.014681369498767156,0.2576425526077438,0.27232392210651096,0.035
sw-precash-value-migration,cvd_price_divergence_pre>p50 AND entry_min_into_window<=p75,36,36,0.03717435793368325,0.4613270734701278,0.42415271553644457,0.035
zxck-ifvg-50,vpoc_distance_at_entry<=p50 AND direction_long>p25,49,49,-0.6155913978494624,-0.20918367346938777,0.4064077243800746,0.0325
zxck-10am-keyopen,cvd_price_divergence_pre<=p75 AND news_day>p25,30,30,-0.09703196347031955,0.2833333333333334,0.38036529680365294,0.0325
zxck-10am-keyopen,cvd_price_divergence_pre<=p75 AND news_day>p50,30,30,-0.09703196347031955,0.2833333333333334,0.38036529680365294,0.0325
zxck-10am-keyopen,vpoc_distance_at_entry<=p50 AND dist_to_level_R<=p75,43,43,-0.09703196347031955,0.2887596899224807,0.38579165339280025,0.0325
zxck-10am-keyopen,dist_to_level_R>p25 AND news_day>p50,38,38,-0.09703196347031955,0.2850877192982457,0.3821196827685653,0.0325
zxck-10am-keyopen,dist_to_level_R>p25 AND news_day>p25,38,38,-0.09703196347031955,0.2850877192982457,0.3821196827685653,0.0325
zxck-cisd,value_area_location<=p75 AND htf_aligned<=p75,29,29,0.04405408016302246,0.20011464131973422,0.15606056115671177,0.03
zxck-cisd,value_area_location<=p75 AND htf_aligned<=p50,29,29,0.04405408016302246,0.20011464131973422,0.15606056115671177,0.03
sw-open-drive-pcr,absorption_pre_5>p25 AND volume_pace_at_entry>p50,40,40,-0.03096644308945471,0.36360551629865306,0.3945719593881078,0.03
sw-open-drive-pcr,cvd_price_divergence_pre>p25 AND dist_to_level_R<=p50,31,31,-0.03096644308945471,0.3639377182480427,0.39490416133749745,0.03
sw-0930-cashopen-carry,dist_to_level_R>p25 AND news_day<=p25,27,27,-0.11757208680363969,0.21597322701996358,0.33354531382360325,0.0275
zxck-10am-keyopen,atr_pct>p50 AND dist_to_level_R<=p50,25,25,-0.09703196347031955,0.2766666666666667,0.3736986301369863,0.0275
sw-cvd-div-reclaim,entry_min_into_window<=p25 AND dist_to_level_R>p75,26,25,-0.08693564639590223,0.3348596094482505,0.42179525584415273,0.0275
sw-0930-cashopen-carry,dist_to_level_R>p25 AND news_day<=p50,27,27,-0.11757208680363969,0.21597322701996358,0.33354531382360325,0.0275
sw-open-drive-pcr,cvd_price_divergence_pre>p25 AND value_area_location>p25,44,44,-0.03096644308945471,0.35472143907330234,0.38568788216275707,0.025
sw-thinbook-surprise,entry_min_into_window>p50 AND dist_to_level_R<=p25,28,28,-0.1653239978926368,0.25816389673415213,0.42348789462678893,0.025
sw-precash-value-migration,cvd_slope_pre_15>p75 AND risk_pts>p25,28,28,0.03717435793368325,0.45504003496965667,0.41786567703597344,0.025
sw-open-drive-pcr,cvd_price_divergence_pre>p25 AND dist_to_level_R>p25,46,46,-0.03096644308945471,0.3565267627022756,0.38749320579173036,0.025
zxck-10am-keyopen,cvd_slope_pre_15>p50 AND atr_pct>p50,28,28,-0.09703196347031955,0.2738095238095239,0.37084148727984345,0.025
sw-open-drive-pcr,cvd_price_divergence_pre>p50 AND vpoc_distance_at_entry<=p75,32,32,-0.03096644308945471,0.34458068094848315,0.3755471240379379,0.0225
sw-open-drive-pcr,cvd_price_divergence_pre>p50 AND entry_min_into_window<=p25,40,40,-0.03096644308945471,0.34172154879716715,0.3726879918866219,0.0225
sw-open-drive-pcr,cvd_price_divergence_pre>p50 AND entry_min_into_window<=p50,40,40,-0.03096644308945471,0.34172154879716715,0.3726879918866219,0.0225
zxck-10am-keyopen,volume_pace_at_entry>p25 AND news_day>p25,26,26,-0.09703196347031955,0.26282051282051294,0.3598524762908325,0.0225
sw-open-drive-pcr,cvd_price_divergence_pre>p50 AND entry_min_into_window<=p75,40,40,-0.03096644308945471,0.34172154879716715,0.3726879918866219,0.0225
sw-open-drive-pcr,cvd_price_divergence_pre>p50 AND htf_aligned<=p75,40,40,-0.03096644308945471,0.34172154879716715,0.3726879918866219,0.0225
zxck-10am-keyopen,volume_pace_at_entry>p25 AND news_day>p50,26,26,-0.09703196347031955,0.26282051282051294,0.3598524762908325,0.0225
sw-thinbook-surprise,cvd_slope_pre_15<=p75 AND vpoc_distance_at_entry<=p25,39,39,-0.1653239978926368,0.25710031780183595,0.42242431569447275,0.0225
sw-open-drive-pcr,cvd_price_divergence_pre>p50 AND news_day<=p75,40,40,-0.03096644308945471,0.34172154879716715,0.3726879918866219,0.0225
zxck-10am-keyopen,entry_min_into_window<=p50 AND dist_to_level_R<=p50,40,40,-0.09703196347031955,0.2666666666666667,0.3636986301369863,0.0225
sw-open-drive-pcr,cvd_price_divergence_pre>p50,40,40,-0.03096644308945471,0.34172154879716715,0.3726879918866219,0.0225
zxck-10am-keyopen,vpoc_distance_at_entry<=p75 AND news_day>p25,29,29,-0.09703196347031955,0.2614942528735633,0.3585262163438829,0.0225
zxck-10am-keyopen,vpoc_distance_at_entry<=p75 AND news_day>p50,29,29,-0.09703196347031955,0.2614942528735633,0.3585262163438829,0.0225
sw-open-drive-pcr,cvd_price_divergence_pre<=p75 AND volume_pace_at_entry>p50,34,34,-0.03096644308945471,0.3479891805866025,0.37895562367605723,0.0225
sw-precash-value-migration,cvd_slope_pre_15>p75 AND value_area_location>p25,31,31,0.03717435793368325,0.4511349178628208,0.41396055992913755,0.02
sw-cvd-div-reclaim,cvd_slope_pre_15<=p75 AND absorption_pre_5>p75,51,49,-0.08693564639590223,0.32569958492986667,0.4126352313257689,0.02
sw-open-drive-pcr,cvd_price_divergence_pre>p25 AND volume_pace_at_entry>p25,46,46,-0.03096644308945471,0.3372849328402424,0.36825137592969714,0.02
sw-0830-secondleg,volume_pace_at_entry<=p75 AND entry_min_into_window<=p75,33,33,-0.22614411696606102,0.074096515309654,0.300240632275715,0.02
sw-open-drive-pcr,cvd_price_divergence_pre>p50 AND dist_to_level_R>p25,32,32,-0.03096644308945471,0.33885989300984887,0.3698263360993036,0.02
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND atr_pct>p50,25,25,-0.03096644308945471,0.33891189284335477,0.3698783359328095,0.02
orb-fvg-nyopen,entry_min_into_window>p75 AND htf_aligned>p50,192,117,-0.014681369498767156,0.2469371372622601,0.26161850676102727,0.02
orb-fvg-nyopen,entry_min_into_window>p75 AND htf_aligned>p25,192,117,-0.014681369498767156,0.2469371372622601,0.26161850676102727,0.02
zxck-wick-ce,risk_pts>p25 AND direction_long<=p75,27,27,-0.7449419518697888,-0.6581772123750012,0.08676473949478769,0.0175
sw-gap-nopart-INV,cvd_slope_pre_15>p50 AND dist_to_level_R<=p75,34,34,0.174641534010655,0.552571154094081,0.377929620083426,0.0175
zxck-wick-ce,risk_pts>p25 AND direction_long<=p50,27,27,-0.7449419518697888,-0.6581772123750012,0.08676473949478769,0.0175
zxck-wick-ce,risk_pts>p25,27,27,-0.7449419518697888,-0.6581772123750012,0.08676473949478769,0.0175
zxck-wick-ce,news_day<=p75 AND risk_pts>p25,27,27,-0.7449419518697888,-0.6581772123750012,0.08676473949478769,0.0175
orb-fvg-nyopen,cvd_slope_pre_15<=p25 AND volume_pace_at_entry>p75,178,88,-0.014681369498767156,0.24187155688309483,0.256552926381862,0.0175
zxck-wick-ce,htf_aligned<=p75 AND risk_pts>p25,27,27,-0.7449419518697888,-0.6581772123750012,0.08676473949478769,0.0175
zxck-wick-ce,htf_aligned<=p50 AND risk_pts>p25,27,27,-0.7449419518697888,-0.6581772123750012,0.08676473949478769,0.0175
sw-onx-reclaim,cvd_slope_pre_15>p25 AND cvd_price_divergence_pre<=p25,25,25,0.06042834943870797,0.47312551417944365,0.4126971647407357,0.0175
zxck-10am-keyopen,cvd_price_divergence_pre<=p75 AND dist_to_level_R<=p50,41,41,-0.09703196347031955,0.25813008130081305,0.3551620447711326,0.0175
sw-0830-secondleg,entry_min_into_window<=p75 AND risk_pts<=p50,25,25,-0.22614411696606102,0.06677226958849075,0.29291638655455177,0.015
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND news_day<=p25,39,39,-0.03096644308945471,0.33097311833403503,0.36193956142348976,0.015
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND news_day<=p50,39,39,-0.03096644308945471,0.33097311833403503,0.36193956142348976,0.015
sw-thinbook-surprise,htf_aligned>p25 AND dist_to_level_R<=p25,30,30,-0.1653239978926368,0.2510263457476121,0.4163503436402489,0.015
sw-gap-nopart,cvd_price_divergence_pre>p25 AND value_area_location>p25,33,33,-0.18226643368491655,0.1252469979981882,0.30751343168310474,0.015
zxck-10am-keyopen,cvd_price_divergence_pre>p50 AND vpoc_distance_at_entry<=p50,27,27,-0.09703196347031955,0.25000000000000006,0.3470319634703196,0.015
sw-open-drive-pcr,volume_pace_at_entry>p50 AND atr_pct<=p75,38,38,-0.03096644308945471,0.3334200856581379,0.36438652874759264,0.015
sw-thinbook-surprise,htf_aligned>p50 AND dist_to_level_R<=p25,30,30,-0.1653239978926368,0.2510263457476121,0.4163503436402489,0.015
sw-0930-cashopen-carry,absorption_pre_5<=p75 AND entry_min_into_window<=p25,25,25,-0.11757208680363969,0.18680053329313095,0.30437262009677063,0.0125
sw-gap-nopart-INV,absorption_pre_5>p25 AND volume_pace_at_entry<=p50,29,29,0.174641534010655,0.5409006838659309,0.36625914985527597,0.0125
orb-fvg-nyopen,volume_pace_at_entry>p75 AND value_area_location<=p25,148,80,-0.014681369498767156,0.2376641260259171,0.25234549552468427,0.0125
sw-0930-cashopen-carry,volume_pace_at_entry<=p75 AND dist_to_level_R>p50,27,27,-0.11757208680363969,0.18678360468599753,0.3043556914896372,0.0125
sw-gap-nopart,volume_pace_at_entry<=p75 AND dist_to_level_R>p50,26,26,-0.18226643368491655,0.1170852186572823,0.29935165234219885,0.0125
sw-0930-cashopen-carry,cvd_slope_pre_15>p25 AND news_day<=p50,26,26,-0.11757208680363969,0.18687206305220633,0.304444149855846,0.0125
zxck-cisd,value_area_location<=p75 AND risk_pts<=p75,25,25,0.04405408016302246,0.1944423307954637,0.15038825063244124,0.0125
sw-0930-cashopen-carry,cvd_slope_pre_15>p25 AND news_day<=p25,26,26,-0.11757208680363969,0.18687206305220633,0.304444149855846,0.0125
zxck-cisd,cvd_slope_pre_15<=p75 AND value_area_location<=p75,25,25,0.04405408016302246,0.1747264733270314,0.13067239316400894,0.01
orb-fvg-nyopen,volume_pace_at_entry<=p25 AND dist_to_level_R<=p25,60,46,-0.014681369498767156,0.2356724791788317,0.25035384867759886,0.01
sw-onx-reclaim,entry_min_into_window<=p25 AND atr_pct<=p75,34,34,0.06042834943870797,0.4543765028050581,0.39394815336635014,0.01
orb-fvg-nyopen,absorption_pre_5>p50 AND entry_min_into_window>p75,187,118,-0.014681369498767156,0.23394035304369848,0.24862172254246565,0.01
orb-fvg-nyopen,volume_pace_at_entry>p75 AND news_day>p50,144,61,-0.014681369498767156,0.23577426108967267,0.25045563058843984,0.01
orb-fvg-nyopen,volume_pace_at_entry>p75 AND news_day>p25,144,61,-0.014681369498767156,0.23577426108967267,0.25045563058843984,0.01
sw-precash-value-migration,atr_pct<=p50 AND news_day<=p25,47,47,0.03717435793368325,0.4399265152024107,0.4027521572687275,0.01
sw-precash-value-migration,atr_pct<=p50 AND news_day<=p50,47,47,0.03717435793368325,0.4399265152024107,0.4027521572687275,0.01
sw-precash-price-migration-CTL,volume_pace_at_entry>p25 AND vpoc_distance_at_entry>p75,26,26,-0.07357276749371046,0.35074586038252775,0.4243186278762382,0.0075
sw-0830-secondleg,volume_pace_at_entry<=p75 AND vpoc_distance_at_entry>p25,35,35,-0.22614411696606102,0.03940384998573099,0.265547966951792,0.0075
sw-onx-reclaim,absorption_pre_5>p25 AND entry_min_into_window<=p25,41,41,0.06042834943870797,0.44623630128358754,0.3858079518448796,0.0075
zxck-wick-ce,htf_aligned<=p50 AND dist_to_level_R<=p75,28,28,-0.7449419518697888,-0.6901898132801777,0.05475213858961114,0.0075
zxck-wick-ce,htf_aligned<=p75 AND dist_to_level_R<=p75,28,28,-0.7449419518697888,-0.6901898132801777,0.05475213858961114,0.0075
sw-thinbook-surprise,cvd_slope_pre_15<=p75 AND dist_to_level_R<=p25,34,34,-0.1653239978926368,0.24347164620583744,0.40879564409847424,0.0075
sw-thinbook-surprise,vpoc_distance_at_entry<=p25 AND news_day<=p25,35,35,-0.1653239978926368,0.24350424453724212,0.4088282424298789,0.0075
sw-precash-price-migration-CTL,volume_pace_at_entry>p75 AND entry_min_into_window<=p75,28,28,-0.07357276749371046,0.34701535871327066,0.4205881262069811,0.0075
sw-thinbook-surprise,absorption_pre_5<=p50 AND entry_min_into_window>p50,34,34,-0.1653239978926368,0.23721049222945012,0.4025344901220869,0.0075
zxck-wick-ce,dist_to_level_R<=p75 AND direction_long<=p50,28,28,-0.7449419518697888,-0.6901898132801777,0.05475213858961114,0.0075
sw-open-drive-pcr,cvd_slope_pre_15>p25 AND volume_pace_at_entry>p25,50,50,-0.03096644308945471,0.3267442627108082,0.35771070580026293,0.0075
zxck-wick-ce,dist_to_level_R<=p75,28,28,-0.7449419518697888,-0.6901898132801777,0.05475213858961114,0.0075
sw-gap-nopart-INV,volume_pace_at_entry<=p50 AND atr_pct<=p75,31,31,0.174641534010655,0.5296012988964923,0.35495976488583736,0.0075
sw-onx-reclaim,vpoc_distance_at_entry>p50 AND entry_min_into_window<=p25,37,37,0.06042834943870797,0.44572088361026835,0.3852925341715604,0.0075
zxck-wick-ce,dist_to_level_R<=p75 AND direction_long<=p75,28,28,-0.7449419518697888,-0.6901898132801777,0.05475213858961114,0.0075
sw-thinbook-surprise,vpoc_distance_at_entry<=p25 AND atr_pct<=p75,34,34,-0.1653239978926368,0.24089799914412363,0.40622199703676043,0.0075
sw-0830-secondleg,cvd_slope_pre_15>p50 AND volume_pace_at_entry>p25,25,25,-0.22614411696606102,0.04253761573127013,0.26868173269733114,0.0075
zxck-wick-ce,dist_to_level_R<=p75 AND news_day<=p75,28,28,-0.7449419518697888,-0.6901898132801777,0.05475213858961114,0.0075
sw-thinbook-surprise,vpoc_distance_at_entry<=p25 AND news_day<=p50,35,35,-0.1653239978926368,0.24350424453724212,0.4088282424298789,0.0075
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND htf_aligned>p25,27,27,-0.03096644308945471,0.3082824732843544,0.3392489163738091,0.005
zxck-10am-keyopen,value_area_location<=p75 AND news_day>p50,30,30,-0.09703196347031955,0.21666666666666673,0.3136986301369863,0.005
sw-open-drive-pcr,vpoc_distance_at_entry<=p50 AND htf_aligned>p50,27,27,-0.03096644308945471,0.3082824732843544,0.3392489163738091,0.005
zxck-10am-keyopen,value_area_location<=p75 AND news_day>p25,30,30,-0.09703196347031955,0.21666666666666673,0.3136986301369863,0.005
orb-fvg-nyopen,cvd_slope_pre_15>p75 AND vpoc_distance_at_entry>p75,110,60,-0.014681369498767156,0.22720775117414826,0.24188912067291543,0.005
sw-cvd-div-reclaim,atr_pct<=p25 AND dist_to_level_R>p50,31,27,-0.08693564639590223,0.3066195185581374,0.39355516495403964,0.005
sw-onx-reclaim,absorption_pre_5<=p50 AND value_area_location<=p25,28,28,0.06042834943870797,0.4352024494647479,0.37477410002603995,0.005
