stream,stack,n,sess,base_exp,subset_exp,improvement,null_pct
zxck-10am-keyopen,volume_pace_at_entry>p50 AND risk_pts<=p25,57,57,-0.09703196347031955,-0.04824561403508765,0.0487863494352319,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND value_area_location>p25,42,42,-0.09703196347031955,-0.1785714285714285,-0.08153946510110895,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND news_day<=p50,44,44,-0.09703196347031955,-0.17424242424242414,-0.0772104607721046,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND news_day<=p25,44,44,-0.09703196347031955,-0.17424242424242414,-0.0772104607721046,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND dist_to_level_R<=p75,48,48,-0.09703196347031955,0.08333333333333338,0.18036529680365293,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND dist_to_level_R<=p50,38,38,-0.09703196347031955,0.07456140350877201,0.17159336697909156,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND dist_to_level_R>p25,34,34,-0.09703196347031955,-0.17156862745098028,-0.07453666398066074,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND htf_aligned<=p75,57,57,-0.09703196347031955,-0.04824561403508765,0.0487863494352319,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND htf_aligned<=p50,42,42,-0.09703196347031955,0.1785714285714286,0.27560339204174816,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND htf_aligned<=p25,42,42,-0.09703196347031955,0.1785714285714286,0.27560339204174816,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND news_day<=p75,57,57,-0.09703196347031955,-0.04824561403508765,0.0487863494352319,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND htf_aligned<=p25,27,27,-0.09703196347031955,-0.4166666666666666,-0.319634703196347,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND htf_aligned>p25,30,30,-0.09703196347031955,-0.11666666666666657,-0.019634703196347025,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND atr_pct<=p75,39,39,-0.09703196347031955,-0.4166666666666666,-0.319634703196347,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND atr_pct<=p50,26,26,-0.09703196347031955,-0.46794871794871784,-0.3709167544783983,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND atr_pct>p50,32,32,-0.09703196347031955,-0.1145833333333333,-0.017551369863013755,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND atr_pct>p25,49,49,-0.09703196347031955,-0.28741496598639443,-0.19038300251607487,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND entry_min_into_window<=p75,41,41,-0.09703196347031955,-0.30284552845528445,-0.2058135649849649,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND vpoc_distance_at_entry>p50,33,33,-0.09703196347031955,-0.23484848484848475,-0.1378165213781652,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND entry_min_into_window>p50,33,33,-0.09703196347031955,-0.4166666666666666,-0.319634703196347,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND entry_min_into_window>p25,43,43,-0.09703196347031955,-0.5019379844961239,-0.40490602102580436,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND value_area_location<=p75,46,46,-0.09703196347031955,-0.3224637681159419,-0.22543180464562235,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND value_area_location<=p50,27,27,-0.09703196347031955,-0.45370370370370366,-0.3566717402333841,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND value_area_location>p50,31,31,-0.09703196347031955,-0.1155913978494623,-0.01855943437914276,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND value_area_location>p25,46,46,-0.09703196347031955,-0.2789855072463768,-0.1819535437760572,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND vpoc_distance_at_entry<=p75,39,39,-0.09703196347031955,-0.3653846153846153,-0.26835265191429575,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND vpoc_distance_at_entry<=p50,25,25,-0.09703196347031955,-0.3233333333333332,-0.22630136986301363,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND entry_min_into_window<=p50,25,25,-0.09703196347031955,-0.08333333333333322,0.013698630136986328,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p25 AND htf_aligned<=p75,28,28,-0.09703196347031955,-0.04761904761904756,0.049412915851271985,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND direction_long<=p75,86,86,-0.09703196347031955,-0.1879844961240309,-0.09095253265371135,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND direction_long<=p50,86,86,-0.09703196347031955,-0.1879844961240309,-0.09095253265371135,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND direction_long<=p25,39,39,-0.09703196347031955,-0.23717948717948711,-0.14014752370916755,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND direction_long>p25,47,47,-0.09703196347031955,-0.14716312056737577,-0.05013115709705622,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND risk_pts<=p75,86,86,-0.09703196347031955,-0.1879844961240309,-0.09095253265371135,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND risk_pts<=p50,86,86,-0.09703196347031955,-0.1879844961240309,-0.09095253265371135,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND atr_pct<=p75,48,48,-0.09703196347031955,-0.20833333333333326,-0.11130136986301371,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND news_day<=p75,86,86,-0.09703196347031955,-0.1879844961240309,-0.09095253265371135,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND news_day<=p50,60,60,-0.09703196347031955,-0.3833333333333332,-0.28630136986301363,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND news_day<=p25,60,60,-0.09703196347031955,-0.3833333333333332,-0.28630136986301363,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND dist_to_level_R<=p75,68,68,-0.09703196347031955,-0.03921568627450969,0.057816277195809854,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND dist_to_level_R<=p50,46,46,-0.09703196347031955,0.0471014492753624,0.14413341274568195,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND dist_to_level_R>p50,40,40,-0.09703196347031955,-0.4583333333333332,-0.36130136986301364,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND dist_to_level_R<=p25,25,25,-0.09703196347031955,0.15666666666666668,0.25369863013698624,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND dist_to_level_R>p25,61,61,-0.09703196347031955,-0.32923497267759555,-0.232203009207276,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND risk_pts<=p25,86,86,-0.09703196347031955,-0.1879844961240309,-0.09095253265371135,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND atr_pct<=p50,35,35,-0.09703196347031955,-0.05476190476190469,0.042270058708414854,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND atr_pct<=p25,25,25,-0.09703196347031955,-0.0033333333333332438,0.0936986301369863,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND atr_pct>p25,32,32,-0.09703196347031955,-0.08333333333333329,0.013698630136986259,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND entry_min_into_window<=p75,51,51,-0.09703196347031955,-0.0049019607843136526,0.0921300026860059,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND entry_min_into_window<=p50,39,39,-0.09703196347031955,-0.03205128205128201,0.06498068141903754,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND entry_min_into_window>p25,39,39,-0.09703196347031955,0.14743589743589747,0.24446786090621703,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND value_area_location<=p75,40,40,-0.09703196347031955,-0.10833333333333328,-0.011301369863013735,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND value_area_location<=p50,31,31,-0.09703196347031955,-0.018817204301075183,0.07821475916924436,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p25 AND news_day<=p75,29,29,-0.09703196347031955,-0.08333333333333327,0.013698630136986273,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND value_area_location>p25,40,40,-0.09703196347031955,0.041666666666666755,0.1386986301369863,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND vpoc_distance_at_entry<=p75,47,47,-0.09703196347031955,0.044326241134751795,0.14135820460507134,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND vpoc_distance_at_entry>p25,40,40,-0.09703196347031955,-0.30833333333333324,-0.21130136986301368,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p25 AND direction_long<=p75,29,29,-0.09703196347031955,-0.08333333333333327,0.013698630136986273,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p25 AND direction_long<=p50,29,29,-0.09703196347031955,-0.08333333333333327,0.013698630136986273,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p25 AND risk_pts<=p75,29,29,-0.09703196347031955,-0.08333333333333327,0.013698630136986273,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p25 AND risk_pts<=p50,29,29,-0.09703196347031955,-0.08333333333333327,0.013698630136986273,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p25 AND risk_pts<=p25,29,29,-0.09703196347031955,-0.08333333333333327,0.013698630136986273,0.0
zxck-10am-keyopen,volume_pace_at_entry>p50 AND value_area_location>p50,26,26,-0.09703196347031955,-0.08333333333333329,0.013698630136986259,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND news_day<=p50,52,52,-0.09703196347031955,-0.5256410256410255,-0.428609062170706,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND news_day<=p25,52,52,-0.09703196347031955,-0.5256410256410255,-0.428609062170706,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND dist_to_level_R<=p75,60,60,-0.09703196347031955,-0.049999999999999926,0.04703196347031962,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND dist_to_level_R>p75,26,26,-0.09703196347031955,-0.5064102564102563,-0.4093782929399367,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND dist_to_level_R<=p50,36,36,-0.09703196347031955,-0.05555555555555548,0.04147640791476406,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND dist_to_level_R>p50,50,50,-0.09703196347031955,-0.28333333333333327,-0.1863013698630137,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND dist_to_level_R>p25,71,71,-0.09703196347031955,-0.28051643192488257,-0.183484468454563,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND htf_aligned>p50,30,30,-0.09703196347031955,-0.11666666666666657,-0.019634703196347025,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND htf_aligned<=p50,47,47,-0.09703196347031955,-0.12588652482269497,-0.02885456135237542,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND htf_aligned>p50,38,38,-0.09703196347031955,-0.24122807017543857,-0.144196106705119,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND htf_aligned<=p25,47,47,-0.09703196347031955,-0.12588652482269497,-0.02885456135237542,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND htf_aligned>p25,38,38,-0.09703196347031955,-0.24122807017543857,-0.144196106705119,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND atr_pct<=p75,64,64,-0.09703196347031955,-0.34895833333333326,-0.2519263698630137,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND atr_pct<=p50,44,44,-0.09703196347031955,-0.33333333333333326,-0.2363013698630137,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND atr_pct>p50,42,42,-0.09703196347031955,-0.03571428571428562,0.061317677756033924,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND atr_pct>p25,65,65,-0.09703196347031955,-0.19102564102564093,-0.09399367755532138,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND htf_aligned<=p75,85,85,-0.09703196347031955,-0.17745098039215673,-0.08041901692183719,0.0
zxck-10am-keyopen,vpoc_distance_at_entry>p25 AND atr_pct>p25,60,60,-0.09703196347031955,-0.19999999999999993,-0.10296803652968038,0.0
zxck-10am-keyopen,vpoc_distance_at_entry>p25 AND entry_min_into_window<=p75,70,70,-0.09703196347031955,-0.25476190476190474,-0.15772994129158519,0.0
zxck-10am-keyopen,vpoc_distance_at_entry>p25 AND entry_min_into_window<=p50,48,48,-0.09703196347031955,-0.2499999999999999,-0.15296803652968033,0.0
zxck-10am-keyopen,vpoc_distance_at_entry>p25 AND entry_min_into_window>p50,38,38,-0.09703196347031955,-0.21491228070175428,-0.11788031723143473,0.0
zxck-10am-keyopen,vpoc_distance_at_entry>p25 AND entry_min_into_window<=p25,27,27,-0.09703196347031955,-0.08333333333333327,0.013698630136986273,0.0
zxck-10am-keyopen,vpoc_distance_at_entry>p25 AND entry_min_into_window>p25,59,59,-0.09703196347031955,-0.30367231638418074,-0.20664035291386118,0.0
zxck-10am-keyopen,vpoc_distance_at_entry>p25 AND value_area_location<=p75,64,64,-0.09703196347031955,-0.2552083333333332,-0.15817636986301364,0.0
zxck-10am-keyopen,vpoc_distance_at_entry>p25 AND value_area_location<=p50,45,45,-0.09703196347031955,-0.32777777777777767,-0.2307458143074581,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND news_day<=p75,86,86,-0.09703196347031955,-0.18798449612403093,-0.09095253265371138,0.0
zxck-10am-keyopen,vpoc_distance_at_entry>p25 AND value_area_location>p25,62,62,-0.09703196347031955,-0.18010752688172033,-0.08307556341140078,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND direction_long<=p75,86,86,-0.09703196347031955,-0.18798449612403093,-0.09095253265371138,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND direction_long<=p50,86,86,-0.09703196347031955,-0.18798449612403093,-0.09095253265371138,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND direction_long<=p25,50,50,-0.09703196347031955,-0.16333333333333322,-0.06630136986301367,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND direction_long>p25,36,36,-0.09703196347031955,-0.2222222222222221,-0.12519025875190254,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND risk_pts<=p75,86,86,-0.09703196347031955,-0.18798449612403093,-0.09095253265371138,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND risk_pts<=p50,86,86,-0.09703196347031955,-0.18798449612403093,-0.09095253265371138,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND risk_pts<=p25,86,86,-0.09703196347031955,-0.18798449612403093,-0.09095253265371138,0.0
zxck-10am-keyopen,vpoc_distance_at_entry>p25 AND value_area_location>p50,41,41,-0.09703196347031955,-0.13211382113821127,-0.03508185766789172,0.0
zxck-10am-keyopen,volume_pace_at_entry>p75 AND htf_aligned<=p75,29,29,-0.09703196347031955,-0.08333333333333329,0.013698630136986259,0.0
zxck-10am-keyopen,volume_pace_at_entry>p75 AND entry_min_into_window<=p75,27,27,-0.09703196347031955,-0.12037037037037031,-0.023338406900050762,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND direction_long<=p75,58,58,-0.09703196347031955,-0.27298850574712624,-0.17595654227680668,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND direction_long<=p50,58,58,-0.09703196347031955,-0.27298850574712624,-0.17595654227680668,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND direction_long<=p25,36,36,-0.09703196347031955,-0.33333333333333326,-0.2363013698630137,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND risk_pts<=p75,58,58,-0.09703196347031955,-0.27298850574712624,-0.17595654227680668,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND risk_pts<=p50,58,58,-0.09703196347031955,-0.27298850574712624,-0.17595654227680668,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND entry_min_into_window<=p75,65,65,-0.09703196347031955,-0.1448717948717948,-0.047839831401475255,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND news_day<=p75,58,58,-0.09703196347031955,-0.27298850574712624,-0.17595654227680668,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND news_day<=p50,32,32,-0.09703196347031955,-0.7395833333333331,-0.6425513698630136,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND news_day<=p25,32,32,-0.09703196347031955,-0.7395833333333331,-0.6425513698630136,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND dist_to_level_R<=p75,37,37,-0.09703196347031955,-0.13738738738738732,-0.04035542391706777,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND dist_to_level_R>p50,40,40,-0.09703196347031955,-0.4083333333333333,-0.31130136986301377,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND dist_to_level_R>p25,51,51,-0.09703196347031955,-0.39705882352941163,-0.30002686005909207,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND htf_aligned<=p75,57,57,-0.09703196347031955,-0.25877192982456126,-0.1617399663542417,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND htf_aligned<=p50,27,27,-0.09703196347031955,-0.4166666666666666,-0.319634703196347,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p50 AND risk_pts<=p25,58,58,-0.09703196347031955,-0.27298850574712624,-0.17595654227680668,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND entry_min_into_window<=p50,41,41,-0.09703196347031955,-0.01016260162601619,0.08686936184430336,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND entry_min_into_window>p50,45,45,-0.09703196347031955,-0.34999999999999987,-0.2529680365296803,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND entry_min_into_window>p25,63,63,-0.09703196347031955,-0.28968253968253965,-0.1926505762122201,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND value_area_location<=p75,63,63,-0.09703196347031955,-0.2579365079365078,-0.16090454446618824,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND value_area_location<=p50,40,40,-0.09703196347031955,-0.30833333333333324,-0.21130136986301368,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND value_area_location>p50,46,46,-0.09703196347031955,-0.08333333333333325,0.0136986301369863,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND value_area_location>p25,68,68,-0.09703196347031955,-0.12745098039215672,-0.03041901692183717,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND vpoc_distance_at_entry<=p75,62,62,-0.09703196347031955,-0.21236559139784936,-0.11533362792752981,0.0
zxck-10am-keyopen,volume_pace_at_entry>p75 AND dist_to_level_R<=p75,25,25,-0.09703196347031955,0.07666666666666673,0.17369863013698628,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND vpoc_distance_at_entry>p50,48,48,-0.09703196347031955,-0.3333333333333332,-0.23630136986301364,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND vpoc_distance_at_entry>p25,69,69,-0.09703196347031955,-0.21376811594202896,-0.11673615247170942,0.0
zxck-10am-keyopen,volume_pace_at_entry>p75 AND direction_long<=p75,29,29,-0.09703196347031955,-0.08333333333333329,0.013698630136986259,0.0
zxck-10am-keyopen,volume_pace_at_entry>p75 AND direction_long<=p50,29,29,-0.09703196347031955,-0.08333333333333329,0.013698630136986259,0.0
zxck-10am-keyopen,volume_pace_at_entry>p75 AND risk_pts<=p75,29,29,-0.09703196347031955,-0.08333333333333329,0.013698630136986259,0.0
zxck-10am-keyopen,volume_pace_at_entry>p75 AND risk_pts<=p50,29,29,-0.09703196347031955,-0.08333333333333329,0.013698630136986259,0.0
zxck-10am-keyopen,volume_pace_at_entry>p75 AND risk_pts<=p25,29,29,-0.09703196347031955,-0.08333333333333329,0.013698630136986259,0.0
zxck-10am-keyopen,volume_pace_at_entry>p75 AND news_day<=p75,29,29,-0.09703196347031955,-0.08333333333333329,0.013698630136986259,0.0
zxck-10am-keyopen,volume_pace_at_entry<=p75 AND vpoc_distance_at_entry<=p50,38,38,-0.09703196347031955,-0.004385964912280632,0.09264599855803891,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND dist_to_level_R>p75,26,26,-0.09703196347031955,-0.5064102564102563,-0.4093782929399367,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND dist_to_level_R>p50,42,42,-0.09703196347031955,-0.22619047619047605,-0.1291585127201565,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND dist_to_level_R>p25,49,49,-0.09703196347031955,-0.18537414965986385,-0.0883421861895443,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND htf_aligned<=p75,57,57,-0.09703196347031955,-0.13596491228070165,-0.038932948810382104,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND htf_aligned<=p50,29,29,-0.09703196347031955,-0.08333333333333325,0.0136986301369863,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND htf_aligned>p50,28,28,-0.09703196347031955,-0.19047619047619044,-0.09344422700587089,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND htf_aligned<=p25,29,29,-0.09703196347031955,-0.08333333333333325,0.0136986301369863,0.0
zxck-10am-keyopen,volume_pace_at_entry>p25 AND htf_aligned<=p75,86,86,-0.09703196347031955,-0.1879844961240309,-0.09095253265371135,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND atr_pct<=p75,37,37,-0.09703196347031955,-0.3806306306306305,-0.28359866716031096,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND atr_pct>p50,37,37,-0.09703196347031955,-0.13738738738738732,-0.04035542391706777,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND atr_pct>p25,53,53,-0.09703196347031955,-0.30974842767295585,-0.2127164642026363,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND entry_min_into_window<=p75,41,41,-0.09703196347031955,-0.1077235772357723,-0.01069161376545276,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND entry_min_into_window>p50,32,32,-0.09703196347031955,-0.4270833333333332,-0.33005136986301364,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND entry_min_into_window>p25,44,44,-0.09703196347031955,-0.28787878787878773,-0.19084682440846817,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND value_area_location<=p75,49,49,-0.09703196347031955,-0.22619047619047605,-0.1291585127201565,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND value_area_location<=p50,32,32,-0.09703196347031955,-0.2083333333333333,-0.11130136986301374,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND htf_aligned>p25,28,28,-0.09703196347031955,-0.19047619047619044,-0.09344422700587089,0.0
zxck-10am-keyopen,absorption_pre_5>p75 AND news_day<=p50,25,25,-0.09703196347031955,0.11666666666666674,0.21369863013698628,0.0
zxck-10am-keyopen,absorption_pre_5>p75 AND news_day<=p25,25,25,-0.09703196347031955,0.11666666666666674,0.21369863013698628,0.0
zxck-10am-keyopen,absorption_pre_5>p75 AND dist_to_level_R<=p75,28,28,-0.09703196347031955,0.16666666666666674,0.2636986301369863,0.0
zxck-10am-keyopen,absorption_pre_5>p75 AND htf_aligned<=p75,29,29,-0.09703196347031955,0.12356321839080465,0.2205951818611242,0.0
zxck-10am-keyopen,absorption_pre_5>p75 AND atr_pct<=p75,28,28,-0.09703196347031955,0.059523809523809604,0.15655577299412915,0.0
zxck-10am-keyopen,absorption_pre_5>p75 AND atr_pct<=p50,25,25,-0.09703196347031955,0.03666666666666672,0.13369863013698627,0.0
zxck-10am-keyopen,absorption_pre_5>p75 AND entry_min_into_window<=p75,28,28,-0.09703196347031955,0.16666666666666674,0.2636986301369863,0.0
zxck-10am-keyopen,absorption_pre_5>p75 AND vpoc_distance_at_entry<=p75,25,25,-0.09703196347031955,0.15666666666666668,0.25369863013698624,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND dist_to_level_R<=p75,32,32,-0.09703196347031955,0.13541666666666669,0.23244863013698625,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND direction_long<=p50,58,58,-0.09703196347031955,-0.15229885057471254,-0.055266887104392995,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND direction_long<=p25,35,35,-0.09703196347031955,-0.2261904761904761,-0.12915851272015655,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND risk_pts<=p75,58,58,-0.09703196347031955,-0.15229885057471254,-0.055266887104392995,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND risk_pts<=p50,58,58,-0.09703196347031955,-0.15229885057471254,-0.055266887104392995,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND risk_pts<=p25,58,58,-0.09703196347031955,-0.15229885057471254,-0.055266887104392995,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND news_day<=p75,58,58,-0.09703196347031955,-0.15229885057471254,-0.055266887104392995,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND news_day<=p50,33,33,-0.09703196347031955,-0.6287878787878787,-0.5317559153175592,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND news_day<=p25,33,33,-0.09703196347031955,-0.6287878787878787,-0.5317559153175592,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND direction_long<=p75,58,58,-0.09703196347031955,-0.15229885057471254,-0.055266887104392995,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND dist_to_level_R<=p75,53,53,-0.09703196347031955,-0.10220125786163514,-0.005169294391315596,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND dist_to_level_R<=p50,40,40,-0.09703196347031955,0.0666666666666667,0.16369863013698624,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND dist_to_level_R>p25,36,36,-0.09703196347031955,-0.4722222222222221,-0.37519025875190254,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND htf_aligned<=p75,57,57,-0.09703196347031955,-0.17105263157894723,-0.07402066810862769,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND htf_aligned<=p50,40,40,-0.09703196347031955,-0.033333333333333284,0.06369863013698626,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND htf_aligned<=p25,40,40,-0.09703196347031955,-0.033333333333333284,0.06369863013698626,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND atr_pct<=p75,50,50,-0.09703196347031955,-0.24333333333333323,-0.14630136986301367,0.0
zxck-10am-keyopen,absorption_pre_5<=p50 AND value_area_location>p50,26,26,-0.09703196347031955,-0.08333333333333327,0.013698630136986273,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND atr_pct<=p25,29,29,-0.09703196347031955,-0.32471264367816083,-0.22768068020784127,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND atr_pct>p25,28,28,-0.09703196347031955,-0.011904761904761849,0.0851272015655577,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND entry_min_into_window<=p75,51,51,-0.09703196347031955,-0.16176470588235284,-0.06473274241203329,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND entry_min_into_window<=p50,38,38,-0.09703196347031955,-0.21491228070175433,-0.11788031723143479,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND entry_min_into_window>p25,38,38,-0.09703196347031955,-0.08333333333333327,0.013698630136986273,0.0
zxck-10am-keyopen,absorption_pre_5>p50 AND value_area_location<=p75,37,37,-0.09703196347031955,-0.21846846846846843,-0.12143650499814888,0.0
