day,ft,direction,entry,stop,risk_pts,exit_price,k0,life_min,life_end_ts,stopped,micros,pl_mech,pl,R,mfe_R,mae_R,fillhm,rk,oos,px_0800,prev_close,gap_pts,gap_abs,expiry_week,big_R2,reach4,et,buck,seg,has_depth,wall_ahead_d,wall_ahead_sz,wall_behind_d,thick,imb,leak_wall_ahead_d,t_mfe,t_mae,eff30,crosses,mfe30,adverse_first,stalled_1_2R,gave_back,sl_no_1R,mfe15,mfeU15,_shift_mfe15,mfeU30,_shift_mfe30,mfe45,mfeU45,_shift_mfe45,mfe60,mfeU60,_shift_mfe60,mfe_life,gap15,gap30,gap45,gap60,gap_life,won
2025-08-18,2025-08-18 12:03:00+00:00,short,23756.5,23770.75,14.25,23771.0,929547,26,2025-08-18 12:29:00+00:00,True,7,-295.0,-206.5,-1.0350877192982455,0.7192982456140351,-1.0701754385964912,483,14.25,False,23766.75,23806.0,-39.25,39.25,False,False,False,2025-08-18 08:03:00-04:00,0,early 08:00-08:29,True,1.5,8.0,2.25,97.0,0.0721649484536082,6.5,4,26,0.1185185185185185,1.0,0.7192982456140351,False,False,False,True,0.7192982456140351,0.7192982456140351,0.7192982456140351,0.7192982456140351,0.7192982456140351,0.7192982456140351,0.7192982456140351,0.7192982456140351,0.7192982456140351,0.7192982456140351,0.7192982456140351,0.7192982456140351,1.7543859649122806,1.7543859649122806,1.7543859649122806,1.7543859649122806,1.7543859649122806,False
2025-08-20,2025-08-20 12:01:00+00:00,long,23420.0,23405.75,14.25,23405.5,932305,31,2025-08-20 12:32:00+00:00,True,7,-295.0,-206.5,-1.0350877192982455,0.6140350877192983,-1.5614035087719298,481,14.25,False,23420.25,23470.25,-50.0,50.0,False,False,False,2025-08-20 08:01:00-04:00,0,early 08:00-08:29,True,2.5,11.0,1.75,100.0,-0.18,3.5,24,31,0.1835443037974683,3.0,0.6140350877192983,False,False,False,True,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.6140350877192983,0.6140350877192983,0.6140350877192983,0.6140350877192983,0.6140350877192983,0.6140350877192983,1.1403508771929824,0.6140350877192983,0.6140350877192983,1.6140350877192982,1.6491228070175437,1.6491228070175437,1.6491228070175437,1.6491228070175437,False
2025-08-21,2025-08-21 12:03:00+00:00,short,23270.25,23281.5,11.25,23245.25,933687,94,2025-08-21 13:37:00+00:00,True,4,137.5,110.0,1.2222222222222223,6.311111111111111,-1.6222222222222222,483,11.25,False,23271.5,23324.75,-53.25,53.25,False,False,True,2025-08-21 08:03:00-04:00,0,early 08:00-08:29,True,5.75,11.0,,83.0,0.180722891566265,3.5,87,94,0.0476190476190476,16.0,4.311111111111111,False,False,False,False,4.311111111111111,4.311111111111111,4.311111111111111,4.311111111111111,4.311111111111111,4.666666666666667,4.666666666666667,4.666666666666667,5.511111111111111,5.511111111111111,5.511111111111111,6.311111111111111,3.0888888888888886,3.0888888888888886,3.4444444444444446,4.288888888888889,5.088888888888889,True
2025-08-22,2025-08-22 12:04:00+00:00,long,23257.75,23247.5,10.25,23247.25,935067,9,2025-08-22 12:13:00+00:00,True,5,-107.5,-107.5,-1.048780487804878,0.3658536585365853,-1.195121951219512,484,10.25,False,23254.0,23217.5,36.5,36.5,False,False,False,2025-08-22 08:04:00-04:00,0,early 08:00-08:29,True,2.75,5.0,1.75,54.0,-0.1111111111111111,0.25,2,9,0.0211640211640211,3.0,0.36585365853658536,False,False,False,True,0.36585365853658536,1.0975609756097562,0.36585365853658536,1.6829268292682926,0.36585365853658536,0.36585365853658536,1.6829268292682926,0.36585365853658536,0.36585365853658536,1.6829268292682926,0.36585365853658536,0.3658536585365853,1.4146341463414633,1.4146341463414633,1.4146341463414633,1.4146341463414633,1.4146341463414633,False
2025-08-25,2025-08-25 13:11:00+00:00,short,23477.5,23491.0,13.5,23491.25,936514,14,2025-08-25 13:25:00+00:00,True,7,-150.0,-196.0,-1.037037037037037,0.0555555555555555,-1.2592592592592593,551,13.5,False,23490.0,23565.0,-75.0,75.0,False,False,False,2025-08-25 09:11:00-04:00,14,late 09:00-09:29,True,1.25,10.0,2.75,108.0,0.1296296296296296,,2,14,0.0112676056338028,3.0,0.05555555555555555,False,False,False,True,0.05555555555555555,0.05555555555555555,0.05555555555555555,2.537037037037037,0.05555555555555555,0.05555555555555555,2.537037037037037,0.05555555555555555,0.05555555555555555,2.537037037037037,0.05555555555555555,0.0555555555555555,1.0925925925925926,1.0925925925925926,1.0925925925925926,1.0925925925925926,1.0925925925925926,False
2025-08-26,2025-08-26 12:01:00+00:00,long,23467.0,23456.75,10.25,23456.5,937824,5,2025-08-26 12:06:00+00:00,True,5,-80.0,-107.5,-1.048780487804878,-0.024390243902439,-1.4634146341463414,481,10.25,False,23467.25,23495.5,-28.25,28.25,False,False,False,2025-08-26 08:01:00-04:00,0,early 08:00-08:29,True,2.0,6.0,2.25,94.0,0.0212765957446808,,0,5,0.1411042944785276,1.0,-0.024390243902439025,False,False,False,True,-0.024390243902439025,-0.024390243902439025,-0.17073170731707318,0.7804878048780488,-0.17073170731707318,-0.024390243902439025,1.2439024390243902,-0.17073170731707318,-0.024390243902439025,1.3170731707317074,-0.17073170731707318,-0.024390243902439,1.024390243902439,1.024390243902439,1.024390243902439,1.024390243902439,1.024390243902439,False
2025-08-27,2025-08-27 12:10:00+00:00,long,23613.5,23606.0,7.5,23605.75,939213,16,2025-08-27 12:26:00+00:00,True,7,-80.0,-112.0,-1.0666666666666669,1.0,-1.5666666666666669,490,7.5,False,23606.25,23587.0,19.25,19.25,False,False,False,2025-08-27 08:10:00-04:00,2,early 08:00-08:29,True,1.25,10.0,1.5,113.0,0.0442477876106194,1.25,7,16,0.5503875968992247,4.0,1.0,False,True,True,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.066666666666667,2.066666666666667,2.066666666666667,2.066666666666667,2.066666666666667,False
2025-08-29,2025-08-29 12:32:00+00:00,long,23654.5,23626.0,28.5,23625.75,941995,65,2025-08-29 13:37:00+00:00,True,4,-580.0,-232.0,-1.0175438596491229,0.5526315789473685,-1.631578947368421,512,28.5,False,23642.5,23766.75,-124.25,124.25,False,False,False,2025-08-29 08:32:00-04:00,6,mid 08:30-08:59,True,1.25,4.0,2.75,45.0,0.0666666666666666,10.5,54,65,0.0881458966565349,13.0,0.5263157894736842,False,False,False,True,0.5263157894736842,0.5263157894736842,0.5,0.5263157894736842,0.5,0.5263157894736842,0.5263157894736842,0.5,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,1.543859649122807,1.543859649122807,1.543859649122807,1.5701754385964914,1.5701754385964914,False
2025-09-01,2025-09-01 12:16:00+00:00,long,23470.0,23463.0,7.0,23462.75,943359,74,2025-09-01 13:30:00+00:00,True,4,-37.5,-60.0,-1.0714285714285714,2.25,-1.4285714285714286,496,7.0,False,23466.5,23473.5,-7.0,7.0,False,False,False,2025-09-01 08:16:00-04:00,3,early 08:00-08:29,True,0.25,7.0,3.0,73.0,-0.2602739726027397,0.75,66,74,0.0,4.0,1.7857142857142858,False,False,True,False,0.75,0.75,0.7857142857142857,1.7857142857142858,1.7857142857142858,1.7857142857142858,1.7857142857142858,1.7857142857142858,2.0,2.0,2.0,2.25,1.8214285714285714,2.857142857142857,2.857142857142857,3.071428571428571,3.321428571428571,False
2025-09-04,2025-09-04 12:32:00+00:00,short,23492.5,23507.0,14.5,23476.0,947275,60,2025-09-04 13:32:00+00:00,True,10,243.75,325.0,1.1206896551724137,2.431034482758621,-1.0344827586206895,512,14.5,False,23500.25,23452.25,48.0,48.0,False,False,False,2025-09-04 08:32:00-04:00,6,mid 08:30-08:59,True,2.5,86.0,2.5,160.0,0.55,10.5,58,60,0.0745341614906832,10.0,1.5862068965517242,False,False,False,False,1.5862068965517242,1.5862068965517242,1.5862068965517242,1.5862068965517242,1.5862068965517242,2.0689655172413794,2.0689655172413794,2.0689655172413794,2.4310344827586206,2.4310344827586206,2.4310344827586206,2.431034482758621,0.4655172413793105,0.4655172413793105,0.9482758620689657,1.3103448275862069,1.3103448275862073,True
2025-09-09,2025-09-09 12:02:00+00:00,short,23840.25,23849.75,9.5,23850.0,951385,8,2025-09-09 12:10:00+00:00,True,3,-20.625,-60.0,-1.0526315789473684,-0.0,-1.236842105263158,482,9.5,False,23843.75,23803.75,40.0,40.0,False,False,False,2025-09-09 08:02:00-04:00,0,early 08:00-08:29,True,2.25,17.0,1.25,109.0,0.1926605504587156,0.5,0,8,0.0786516853932584,5.0,0.0,False,False,False,True,0.0,0.0,-0.15789473684210525,0.5789473684210527,-0.15789473684210525,0.0,0.5789473684210527,-0.15789473684210525,0.0,1.0526315789473684,-0.15789473684210525,-0.0,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.0526315789473684,False
2025-09-15,2025-09-15 12:35:00+00:00,long,24152.75,24145.5,7.25,24145.25,956935,2,2025-09-15 12:37:00+00:00,True,7,-38.75,-108.5,-1.0689655172413792,-0.0344827586206896,-1.5517241379310345,515,7.25,False,24144.5,24110.25,34.25,34.25,True,False,False,2025-09-15 08:35:00-04:00,7,mid 08:30-08:59,True,0.25,3.0,3.25,44.0,0.1818181818181818,0.5,0,2,0.3663366336633664,2.0,-0.034482758620689655,False,False,False,True,-0.034482758620689655,1.0689655172413792,-0.06896551724137931,3.7241379310344827,-0.06896551724137931,-0.034482758620689655,3.7241379310344827,-0.06896551724137931,-0.034482758620689655,8.172413793103448,-0.06896551724137931,-0.0344827586206896,1.0344827586206895,1.0344827586206895,1.0344827586206895,1.0344827586206895,1.0344827586206897,False
2025-09-16,2025-09-16 12:38:00+00:00,long,24605.0,24595.5,9.5,24594.5,958318,2,2025-09-16 12:40:00+00:00,True,11,-107.5,-236.5,-1.131578947368421,0.3684210526315789,-1.0526315789473684,518,9.5,False,24603.25,24311.75,291.5,291.5,True,False,False,2025-09-16 08:38:00-04:00,7,mid 08:30-08:59,True,,,248.0,63.0,0.1746031746031746,,0,2,0.0849673202614379,1.0,0.3684210526315789,False,False,False,True,0.3684210526315789,0.3684210526315789,0.02631578947368421,0.5,0.02631578947368421,0.3684210526315789,0.5,0.02631578947368421,0.3684210526315789,0.5,0.02631578947368421,0.3684210526315789,1.5,1.5,1.5,1.5,1.5,False
2025-09-17,2025-09-17 12:02:00+00:00,long,24508.0,24499.25,8.75,24499.0,959662,8,2025-09-17 12:10:00+00:00,True,3,-23.125,-55.5,-1.0571428571428572,0.1428571428571428,-1.0857142857142856,482,8.75,False,24506.0,24524.25,-18.25,18.25,True,False,False,2025-09-17 08:02:00-04:00,0,early 08:00-08:29,True,,,238.0,49.0,-0.1020408163265306,,0,8,0.2178217821782178,4.0,0.14285714285714285,False,False,False,True,0.14285714285714285,0.2,-0.02857142857142857,1.9428571428571428,-0.02857142857142857,0.14285714285714285,1.9428571428571428,-0.02857142857142857,0.14285714285714285,2.057142857142857,-0.02857142857142857,0.1428571428571428,1.2,1.2,1.2,1.2,1.2,False
2025-09-18,2025-09-18 12:52:00+00:00,short,24719.75,24736.25,16.5,24656.0,961092,74,2025-09-18 14:06:00+00:00,True,3,317.5,381.0,3.8484848484848486,7.333333333333333,-1.2121212121212122,532,16.5,False,24742.5,24475.25,267.25,267.25,True,True,True,2025-09-18 08:52:00-04:00,10,mid 08:30-08:59,True,242.0,7.0,,69.0,-0.1884057971014492,242.0,54,74,0.207492795389049,16.0,4.196969696969697,False,False,False,False,4.196969696969697,4.196969696969697,4.196969696969697,4.196969696969697,4.196969696969697,4.196969696969697,4.196969696969697,4.196969696969697,7.333333333333333,7.333333333333333,7.333333333333333,7.333333333333333,0.3484848484848486,0.3484848484848486,0.3484848484848486,3.4848484848484844,3.4848484848484844,True
