day,ft,direction,entry,stop,risk_pts,exit_price,k0,life_min,life_end_ts,stopped,micros,pl_mech,pl,R,mfe_R,mae_R,fillhm,rk,oos,px_0800,prev_close,gap_pts,gap_abs,expiry_week,big_R2,reach4,et,buck,seg,has_depth,wall_ahead_d,wall_ahead_sz,wall_behind_d,thick,imb,leak_wall_ahead_d,t_mfe,t_mae,eff30,crosses,mfe30,adverse_first,stalled_1_2R,gave_back,sl_no_1R
2025-07-25,2025-07-25 12:47:00+00:00,short,23370.75,23379.25,8.5,23351.25,907513,61,2025-07-25 13:48:00+00:00,True,6,166.875,200.25,1.963235294117647,4.705882352941177,-1.0588235294117647,527,8.5,False,23367.5,23376.75,-9.25,9.25,False,False,True,2025-07-25 08:47:00-04:00,9,mid 08:30-08:59,True,3.5,9.0,0.25,125.0,-0.024,2.25,51,61,0.052631578947368425,8.0,2.823529411764706,False,False,False,False
2025-07-29,2025-07-29 12:01:00+00:00,long,23602.75,23592.75,10.0,23592.5,910227,26,2025-07-29 12:27:00+00:00,True,10,-210.0,-210.0,-1.05,1.075,-1.15,481,10.0,False,23602.5,23491.75,110.75,110.75,False,False,False,2025-07-29 08:01:00-04:00,0,early 08:00-08:29,True,2.25,23.0,1.25,124.0,-0.1935483870967742,2.25,6,26,0.13888888888888887,1.0,1.075,False,True,True,False
2025-07-30,2025-07-30 12:32:00+00:00,long,23482.25,23473.5,8.75,23495.0,911637,33,2025-07-30 13:05:00+00:00,True,11,-45.0,380.875,1.9785714285714289,2.628571428571429,-1.3428571428571427,512,8.75,False,23505.25,23457.0,48.25,48.25,False,False,False,2025-07-30 08:32:00-04:00,6,mid 08:30-08:59,True,3.25,6.0,2.25,75.0,0.17333333333333334,1.75,17,33,0.0027247956403269762,2.0,2.6285714285714286,False,False,False,False
2025-07-31,2025-07-31 12:35:00+00:00,long,23786.0,23772.25,13.75,23772.0,913020,50,2025-07-31 13:25:00+00:00,True,4,-142.5,-114.0,-1.0363636363636364,1.6727272727272726,-1.509090909090909,515,13.75,False,23761.5,23484.0,277.5,277.5,False,False,False,2025-07-31 08:35:00-04:00,7,mid 08:30-08:59,True,1.25,8.0,2.5,88.0,0.0,8.25,5,50,0.06629834254143646,8.0,1.6727272727272726,False,True,True,False
2025-08-04,2025-08-04 12:18:00+00:00,long,23053.75,23044.0,9.75,23075.5,915763,458,2025-08-04 19:56:00+00:00,False,10,433.75,433.75,2.2243589743589745,25.56410256410257,-0.1282051282051282,498,9.75,False,23050.25,22880.5,169.75,169.75,False,True,True,2025-08-04 08:18:00-04:00,3,early 08:00-08:29,True,0.75,8.0,,91.0,-0.054945054945054944,3.5,418,0,0.13291139240506336,9.0,2.871794871794872,True,False,False,False
2025-08-07,2025-08-07 12:08:00+00:00,long,23592.0,23578.0,14.0,23636.5,919893,97,2025-08-07 13:45:00+00:00,True,7,885.0,619.5,3.1607142857142856,4.0,-1.0535714285714286,488,14.0,False,23585.5,23424.75,160.75,160.75,False,True,True,2025-08-07 08:08:00-04:00,1,early 08:00-08:29,True,3.0,9.0,2.0,81.0,-0.13580246913580246,3.5,93,97,0.05084745762711865,18.0,1.5714285714285714,False,False,False,False
2025-08-07,2025-08-07 12:11:00+00:00,long,23586.75,23578.0,8.75,23591.5,919896,94,2025-08-07 13:45:00+00:00,True,17,121.875,138.125,0.4642857142857143,7.0,-1.0857142857142856,491,8.75,False,23585.5,23424.75,160.75,160.75,False,False,True,2025-08-07 08:11:00-04:00,2,early 08:00-08:29,True,0.5,8.0,,60.0,0.06666666666666667,5.0,90,94,0.09663865546218488,18.0,3.1142857142857143,False,False,False,False
2025-08-08,2025-08-08 12:06:00+00:00,short,23565.75,23576.25,10.5,23527.5,921271,91,2025-08-08 13:37:00+00:00,True,14,1140.0,1064.0,3.619047619047619,4.523809523809524,-1.1428571428571428,486,10.5,False,23575.5,23501.0,74.5,74.5,False,True,True,2025-08-08 08:06:00-04:00,1,early 08:00-08:29,True,2.25,10.0,2.25,104.0,0.1346153846153846,5.75,34,91,0.3140096618357487,10.0,4.4523809523809526,False,False,False,False
2025-08-11,2025-08-11 12:28:00+00:00,short,23730.75,23742.5,11.75,23725.0,922673,89,2025-08-11 13:57:00+00:00,True,4,93.125,74.5,0.7925531914893617,4.25531914893617,-1.0,508,11.75,False,23746.0,23714.5,31.5,31.5,False,False,True,2025-08-11 08:28:00-04:00,5,early 08:00-08:29,True,3.5,9.0,1.25,110.0,0.03636363636363636,,66,89,0.16712328767123286,20.0,1.9574468085106382,False,False,False,False
2025-08-14,2025-08-14 12:01:00+00:00,long,23958.25,23947.25,11.0,23947.0,926785,6,2025-08-14 12:07:00+00:00,True,14,-345.0,-322.0,-1.0454545454545454,0.4090909090909091,-1.1590909090909092,481,11.0,False,23958.0,23943.0,15.0,15.0,False,False,False,2025-08-14 08:01:00-04:00,0,early 08:00-08:29,True,1.75,21.0,2.25,121.0,-0.2727272727272727,4.25,1,6,0.5572289156626506,1.0,0.7727272727272727,False,False,False,True
2025-08-18,2025-08-18 12:03:00+00:00,short,23756.5,23770.75,14.25,23771.0,929547,26,2025-08-18 12:29:00+00:00,True,7,-295.0,-206.5,-1.0350877192982455,0.7192982456140351,-1.0701754385964912,483,14.25,False,23766.75,23806.0,-39.25,39.25,False,False,False,2025-08-18 08:03:00-04:00,0,early 08:00-08:29,True,1.5,8.0,2.25,97.0,0.07216494845360824,6.5,4,26,0.11851851851851852,1.0,0.7192982456140351,False,False,False,True
2025-08-20,2025-08-20 12:01:00+00:00,long,23420.0,23405.75,14.25,23405.5,932305,31,2025-08-20 12:32:00+00:00,True,7,-295.0,-206.5,-1.0350877192982455,0.6140350877192983,-1.5614035087719298,481,14.25,False,23420.25,23470.25,-50.0,50.0,False,False,False,2025-08-20 08:01:00-04:00,0,early 08:00-08:29,True,2.5,11.0,1.75,100.0,-0.18,3.5,24,31,0.18354430379746836,3.0,0.6140350877192983,False,False,False,True
2025-08-21,2025-08-21 12:03:00+00:00,short,23270.25,23281.5,11.25,23245.25,933687,94,2025-08-21 13:37:00+00:00,True,4,137.5,110.0,1.2222222222222223,6.311111111111111,-1.6222222222222222,483,11.25,False,23271.5,23324.75,-53.25,53.25,False,False,True,2025-08-21 08:03:00-04:00,0,early 08:00-08:29,True,5.75,11.0,,83.0,0.18072289156626506,3.5,87,94,0.047619047619047616,16.0,4.311111111111111,False,False,False,False
2025-08-22,2025-08-22 12:04:00+00:00,long,23257.75,23247.5,10.25,23247.25,935067,9,2025-08-22 12:13:00+00:00,True,5,-107.5,-107.5,-1.048780487804878,0.3658536585365853,-1.195121951219512,484,10.25,False,23254.0,23217.5,36.5,36.5,False,False,False,2025-08-22 08:04:00-04:00,0,early 08:00-08:29,True,2.75,5.0,1.75,54.0,-0.1111111111111111,0.25,2,9,0.021164021164021166,3.0,1.6829268292682926,False,False,False,True
2025-08-25,2025-08-25 13:11:00+00:00,short,23477.5,23491.0,13.5,23491.25,936514,14,2025-08-25 13:25:00+00:00,True,7,-150.0,-196.0,-1.037037037037037,0.0555555555555555,-1.2592592592592593,551,13.5,False,23490.0,23565.0,-75.0,75.0,False,False,False,2025-08-25 09:11:00-04:00,14,late 09:00-09:29,True,1.25,10.0,2.75,108.0,0.12962962962962962,,2,14,0.01126760563380282,3.0,2.537037037037037,False,False,False,True
2025-08-26,2025-08-26 12:01:00+00:00,long,23467.0,23456.75,10.25,23456.5,937824,5,2025-08-26 12:06:00+00:00,True,5,-80.0,-107.5,-1.048780487804878,-0.024390243902439,-1.4634146341463414,481,10.25,False,23467.25,23495.5,-28.25,28.25,False,False,False,2025-08-26 08:01:00-04:00,0,early 08:00-08:29,True,2.0,6.0,2.25,94.0,0.02127659574468085,,0,5,0.1411042944785276,1.0,0.7804878048780488,False,False,False,True
2025-08-27,2025-08-27 12:10:00+00:00,long,23613.5,23606.0,7.5,23605.75,939213,16,2025-08-27 12:26:00+00:00,True,7,-80.0,-112.0,-1.0666666666666669,1.0,-1.5666666666666669,490,7.5,False,23606.25,23587.0,19.25,19.25,False,False,False,2025-08-27 08:10:00-04:00,2,early 08:00-08:29,True,1.25,10.0,1.5,113.0,0.04424778761061947,1.25,7,16,0.5503875968992247,4.0,1.0,False,True,True,False
2025-08-29,2025-08-29 12:32:00+00:00,long,23654.5,23626.0,28.5,23625.75,941995,65,2025-08-29 13:37:00+00:00,True,4,-580.0,-232.0,-1.0175438596491229,0.5526315789473685,-1.631578947368421,512,28.5,False,23642.5,23766.75,-124.25,124.25,False,False,False,2025-08-29 08:32:00-04:00,6,mid 08:30-08:59,True,1.25,4.0,2.75,45.0,0.06666666666666667,10.5,54,65,0.08814589665653497,13.0,0.5263157894736842,False,False,False,True
2025-09-01,2025-09-01 12:16:00+00:00,long,23470.0,23463.0,7.0,23462.75,943359,74,2025-09-01 13:30:00+00:00,True,4,-37.5,-60.0,-1.0714285714285714,2.25,-1.4285714285714286,496,7.0,False,23466.5,23473.5,-7.0,7.0,False,False,False,2025-09-01 08:16:00-04:00,3,early 08:00-08:29,True,0.25,7.0,3.0,73.0,-0.2602739726027397,0.75,66,74,0.0,4.0,1.7857142857142858,False,False,True,False
2025-09-04,2025-09-04 12:32:00+00:00,short,23492.5,23507.0,14.5,23476.0,947275,60,2025-09-04 13:32:00+00:00,True,10,243.75,325.0,1.1206896551724137,2.431034482758621,-1.0344827586206895,512,14.5,False,23500.25,23452.25,48.0,48.0,False,False,False,2025-09-04 08:32:00-04:00,6,mid 08:30-08:59,True,2.5,86.0,2.5,160.0,0.55,10.5,58,60,0.07453416149068325,10.0,1.5862068965517242,False,False,False,False
2025-09-09,2025-09-09 12:02:00+00:00,short,23840.25,23849.75,9.5,23850.0,951385,8,2025-09-09 12:10:00+00:00,True,3,-20.625,-60.0,-1.0526315789473684,-0.0,-1.236842105263158,482,9.5,False,23843.75,23803.75,40.0,40.0,False,False,False,2025-09-09 08:02:00-04:00,0,early 08:00-08:29,True,2.25,17.0,1.25,109.0,0.1926605504587156,0.5,0,8,0.07865168539325842,5.0,0.5789473684210527,False,False,False,True
2025-09-15,2025-09-15 12:35:00+00:00,long,24152.75,24145.5,7.25,24145.25,956935,2,2025-09-15 12:37:00+00:00,True,7,-38.75,-108.5,-1.0689655172413792,-0.0344827586206896,-1.5517241379310345,515,7.25,False,24144.5,24110.25,34.25,34.25,True,False,False,2025-09-15 08:35:00-04:00,7,mid 08:30-08:59,True,0.25,3.0,3.25,44.0,0.18181818181818182,0.5,0,2,0.3663366336633664,2.0,3.7241379310344827,False,False,False,True
2025-09-16,2025-09-16 12:38:00+00:00,long,24605.0,24595.5,9.5,24594.5,958318,2,2025-09-16 12:40:00+00:00,True,11,-107.5,-236.5,-1.131578947368421,0.3684210526315789,-1.0526315789473684,518,9.5,False,24603.25,24311.75,291.5,291.5,True,False,False,2025-09-16 08:38:00-04:00,7,mid 08:30-08:59,True,,,248.0,63.0,0.1746031746031746,,0,2,0.08496732026143791,1.0,0.5,False,False,False,True
2025-09-17,2025-09-17 12:02:00+00:00,long,24508.0,24499.25,8.75,24499.0,959662,8,2025-09-17 12:10:00+00:00,True,3,-23.125,-55.5,-1.0571428571428572,0.1428571428571428,-1.0857142857142856,482,8.75,False,24506.0,24524.25,-18.25,18.25,True,False,False,2025-09-17 08:02:00-04:00,0,early 08:00-08:29,True,,,238.0,49.0,-0.10204081632653061,,0,8,0.21782178217821785,4.0,1.9428571428571428,False,False,False,True
2025-09-18,2025-09-18 12:52:00+00:00,short,24719.75,24736.25,16.5,24656.0,961092,74,2025-09-18 14:06:00+00:00,True,3,317.5,381.0,3.8484848484848486,7.333333333333333,-1.2121212121212122,532,16.5,False,24742.5,24475.25,267.25,267.25,True,True,True,2025-09-18 08:52:00-04:00,10,mid 08:30-08:59,True,242.0,7.0,,69.0,-0.18840579710144928,242.0,54,74,0.207492795389049,16.0,4.196969696969697,False,False,False,False
2025-09-19,2025-09-19 12:06:00+00:00,long,24743.25,24731.5,11.75,24813.5,962426,184,2025-09-19 15:10:00+00:00,True,9,700.0,1260.0,5.957446808510638,6.319148936170213,-1.0212765957446808,486,11.75,False,24734.75,24698.25,36.5,36.5,True,True,True,2025-09-19 08:06:00-04:00,1,early 08:00-08:29,True,,,246.0,48.0,0.08333333333333333,,107,184,0.020408163265306124,16.0,0.9787234042553191,False,False,False,False
2025-09-19,2025-09-19 12:32:00+00:00,long,24751.25,24741.75,9.5,24741.5,962452,3,2025-09-19 12:35:00+00:00,True,5,-42.5,-100.0,-1.0526315789473684,0.2105263157894736,-1.4473684210526316,512,9.5,False,24734.75,24698.25,36.5,36.5,True,False,False,2025-09-19 08:32:00-04:00,6,mid 08:30-08:59,True,,,246.0,44.0,0.0,,1,3,0.13183279742765278,1.0,0.21052631578947367,False,False,False,True
2025-09-23,2025-09-23 12:12:00+00:00,long,25004.25,24994.25,10.0,24994.0,965191,17,2025-09-23 12:29:00+00:00,True,8,-78.75,-168.0,-1.05,0.675,-1.125,492,10.0,False,24998.5,24998.75,-0.25,0.25,False,False,False,2025-09-23 08:12:00-04:00,2,early 08:00-08:29,True,1.75,9.0,1.75,111.0,-0.08108108108108109,5.75,4,17,0.06329113924050633,1.0,0.675,False,False,False,True
2025-09-24,2025-09-24 12:19:00+00:00,short,24881.5,24892.75,11.25,24893.0,966578,71,2025-09-24 13:30:00+00:00,True,4,-58.75,-94.0,-1.0444444444444445,1.6444444444444444,-1.5777777777777775,499,11.25,False,24889.5,24831.5,58.0,58.0,False,False,False,2025-09-24 08:19:00-04:00,3,early 08:00-08:29,True,1.5,10.0,2.0,99.0,0.1717171717171717,0.75,71,71,0.1336405529953917,21.0,0.9777777777777777,False,True,True,False
2025-09-29,2025-09-29 12:11:00+00:00,long,24881.5,24864.25,17.25,24864.0,970710,77,2025-09-29 13:28:00+00:00,True,3,-88.75,-106.5,-1.0289855072463767,1.6231884057971016,-1.4492753623188406,491,17.25,False,24876.75,24725.5,151.25,151.25,False,False,False,2025-09-29 08:11:00-04:00,2,early 08:00-08:29,True,2.0,10.0,3.0,110.0,-0.07272727272727272,4.0,45,77,0.06719367588932805,16.0,0.8405797101449275,False,True,True,False
2025-09-30,2025-09-30 12:19:00+00:00,short,24801.0,24808.75,7.75,24809.0,972098,2,2025-09-30 12:21:00+00:00,True,6,-41.25,-99.0,-1.064516129032258,0.4516129032258064,-1.0,499,7.75,False,24804.0,24837.25,-33.25,33.25,False,False,False,2025-09-30 08:19:00-04:00,3,early 08:00-08:29,True,1.0,16.0,,93.0,-0.1827956989247312,3.25,0,2,0.5673758865248226,1.0,0.45161290322580644,False,False,False,True
2025-10-03,2025-10-03 12:42:00+00:00,short,25119.5,25133.75,14.25,25134.0,976261,43,2025-10-03 13:25:00+00:00,True,2,-36.875,-59.0,-1.0350877192982455,1.1578947368421053,-1.1929824561403508,522,14.25,False,25139.75,25109.5,30.25,30.25,False,False,False,2025-10-03 08:42:00-04:00,8,mid 08:30-08:59,True,1.5,14.0,3.25,103.0,0.06796116504854369,,4,43,0.0,6.0,1.1578947368421053,False,True,True,False
2025-10-06,2025-10-06 13:07:00+00:00,long,25190.75,25179.25,11.5,25189.25,977666,25,2025-10-06 13:32:00+00:00,True,13,28.125,48.75,0.1630434782608695,2.6956521739130435,-2.065217391304348,547,11.5,False,25181.0,24996.75,184.25,184.25,False,False,False,2025-10-06 09:07:00-04:00,13,late 09:00-09:29,True,4.25,8.0,0.5,92.0,0.06521739130434782,7.0,23,25,0.07868852459016391,7.0,2.6956521739130435,False,False,False,False
2025-10-06,2025-10-06 13:07:00+00:00,long,25193.5,25179.25,14.25,25179.0,977666,25,2025-10-06 13:32:00+00:00,True,7,-147.5,-206.5,-1.0350877192982455,1.9824561403508767,-1.8596491228070176,547,14.25,False,25181.0,24996.75,184.25,184.25,False,False,False,2025-10-06 09:07:00-04:00,13,late 09:00-09:29,True,1.5,8.0,2.25,92.0,0.06521739130434782,4.25,23,25,0.07868852459016393,7.0,1.9824561403508771,False,True,True,False
2025-10-07,2025-10-07 12:23:00+00:00,long,25212.25,25204.75,7.5,25250.25,979002,132,2025-10-07 14:35:00+00:00,True,7,188.75,528.5,5.033333333333333,8.366666666666667,-1.7333333333333334,503,7.5,False,25212.25,25184.25,28.0,28.0,False,True,True,2025-10-07 08:23:00-04:00,4,early 08:00-08:29,True,2.75,13.0,0.75,114.0,-0.017543859649122806,,44,132,0.5478927203065136,20.0,4.866666666666666,False,False,False,False
2025-10-08,2025-10-08 12:04:00+00:00,short,25081.25,25089.25,8.0,25060.5,980363,76,2025-10-08 13:20:00+00:00,True,6,102.5,246.0,2.5625,4.84375,-1.28125,484,8.0,False,25086.75,25045.25,41.5,41.5,False,True,True,2025-10-08 08:04:00-04:00,0,early 08:00-08:29,True,1.0,8.0,2.0,93.0,-0.16129032258064516,3.25,11,76,0.28313253012048195,14.0,4.84375,False,False,False,False
2025-10-08,2025-10-08 12:30:00+00:00,long,25060.0,25053.0,7.0,25052.75,980389,2,2025-10-08 12:32:00+00:00,True,7,-37.5,-105.0,-1.0714285714285714,0.9285714285714286,-1.6071428571428572,510,7.0,False,25086.75,25045.25,41.5,41.5,False,False,False,2025-10-08 08:30:00-04:00,6,mid 08:30-08:59,True,5.0,9.0,,96.0,-0.08333333333333333,1.5,0,2,0.01818181818181818,1.0,2.0,False,False,False,True
2025-10-09,2025-10-09 12:11:00+00:00,short,25316.25,25324.5,8.25,25324.75,981750,16,2025-10-09 12:27:00+00:00,True,3,-21.875,-52.5,-1.0606060606060606,0.696969696969697,-1.0303030303030305,491,8.25,False,25325.25,25330.0,-4.75,4.75,False,False,False,2025-10-09 08:11:00-04:00,2,early 08:00-08:29,True,1.75,14.0,2.75,99.0,0.13131313131313133,4.0,3,16,0.12554112554112554,3.0,0.696969696969697,False,False,False,True
2025-10-10,2025-10-10 12:39:00+00:00,short,25315.25,25327.5,12.25,25289.0,983158,52,2025-10-10 13:31:00+00:00,True,2,65.0,104.0,2.122448979591837,2.163265306122449,-2.4693877551020407,519,12.25,False,25318.75,25294.5,24.25,24.25,False,True,False,2025-10-10 08:39:00-04:00,7,mid 08:30-08:59,True,2.5,9.0,1.75,90.0,0.06666666666666667,2.25,18,52,0.06397306397306399,4.0,2.163265306122449,False,False,False,False
2025-10-13,2025-10-13 12:06:00+00:00,short,24782.75,24795.0,12.25,24795.25,984505,4,2025-10-13 12:10:00+00:00,True,12,-108.75,-306.0,-1.0408163265306123,1.183673469387755,-1.6938775510204085,486,12.25,False,24783.5,24402.25,381.25,381.25,False,False,False,2025-10-13 08:06:00-04:00,1,early 08:00-08:29,True,0.75,6.0,3.0,57.0,0.2631578947368421,6.0,0,4,0.3140243902439024,1.0,1.183673469387755,False,True,True,False
2025-10-16,2025-10-16 12:27:00+00:00,short,25031.75,25045.5,13.75,25045.75,988666,2,2025-10-16 12:29:00+00:00,True,2,-35.625,-57.0,-1.0363636363636364,0.1272727272727272,-1.2727272727272727,507,13.75,False,25061.75,24924.5,137.25,137.25,False,False,False,2025-10-16 08:27:00-04:00,5,early 08:00-08:29,True,1.75,14.0,2.25,89.0,0.011235955056179775,,0,2,0.3649635036496351,1.0,0.8545454545454545,False,False,False,True
2025-10-16,2025-10-16 12:31:00+00:00,long,25044.25,25030.0,14.25,25082.75,988670,79,2025-10-16 13:50:00+00:00,True,7,341.875,478.625,2.399122807017544,5.701754385964913,-1.2280701754385963,511,14.25,False,25061.75,24924.5,137.25,137.25,False,True,True,2025-10-16 08:31:00-04:00,6,mid 08:30-08:59,True,6.0,7.0,,65.0,-0.046153846153846156,10.75,75,79,0.18279569892473113,10.0,3.8771929824561404,False,False,False,False
2025-10-17,2025-10-17 12:34:00+00:00,long,24753.0,24745.25,7.75,24745.0,990053,18,2025-10-17 12:52:00+00:00,True,13,-165.0,-214.5,-1.064516129032258,5.612903225806452,-1.5161290322580645,514,7.75,False,24724.5,24830.75,-106.25,106.25,False,False,True,2025-10-17 08:34:00-04:00,6,mid 08:30-08:59,True,6.0,4.0,,43.0,-0.16279069767441862,6.75,4,18,0.058685446009389686,4.0,5.612903225806452,False,False,True,False
2025-10-20,2025-10-20 12:11:00+00:00,long,25089.5,25076.0,13.5,25115.5,991410,465,2025-10-20 19:56:00+00:00,False,7,257.5,360.5,1.9074074074074077,19.62962962962963,-0.925925925925926,491,13.5,False,25085.75,24989.0,96.75,96.75,False,False,True,2025-10-20 08:11:00-04:00,2,early 08:00-08:29,True,0.5,8.0,2.0,83.0,-0.1566265060240964,2.75,331,8,0.1287128712871287,3.0,1.2407407407407407,True,False,False,False
2025-10-21,2025-10-21 12:01:00+00:00,long,25311.75,25297.75,14.0,25297.5,992780,31,2025-10-21 12:32:00+00:00,True,7,-180.0,-203.0,-1.0357142857142858,0.25,-1.25,481,14.0,False,25311.25,25300.25,11.0,11.0,False,False,False,2025-10-21 08:01:00-04:00,0,early 08:00-08:29,True,1.25,8.0,2.5,83.0,-0.18072289156626506,2.25,22,31,0.16955017301038067,5.0,0.25,False,False,False,True
2025-10-22,2025-10-22 12:04:00+00:00,long,25235.0,25228.0,7.0,25227.75,994163,86,2025-10-22 13:30:00+00:00,True,7,-75.0,-105.0,-1.0714285714285714,6.214285714285714,-3.071428571428572,484,7.0,False,25225.25,25291.25,-66.0,66.0,False,False,True,2025-10-22 08:04:00-04:00,0,early 08:00-08:29,True,1.75,5.0,2.0,55.0,-0.16363636363636364,4.0,74,86,0.17560975609756097,10.0,4.25,False,False,True,False
2025-10-23,2025-10-23 12:01:00+00:00,short,24966.5,24983.0,16.5,24953.75,995540,50,2025-10-23 12:51:00+00:00,True,2,62.5,50.0,0.7575757575757576,1.7878787878787878,-1.0454545454545454,481,16.5,False,24966.0,25040.5,-74.5,74.5,False,False,False,2025-10-23 08:01:00-04:00,0,early 08:00-08:29,True,2.75,3.0,0.5,49.0,-0.061224489795918366,2.0,31,50,0.1364365971107544,12.0,1.606060606060606,False,True,False,False
2025-10-23,2025-10-23 12:20:00+00:00,short,24945.5,24968.0,22.5,24968.25,995559,3,2025-10-23 12:23:00+00:00,True,7,-465.0,-322.0,-1.022222222222222,0.2444444444444444,-1.0,500,22.5,False,24966.0,25040.5,-74.5,74.5,False,False,False,2025-10-23 08:20:00-04:00,4,early 08:00-08:29,True,1.5,7.0,0.5,81.0,0.08641975308641975,5.5,0,3,0.23274478330658108,1.0,0.37777777777777777,False,False,False,True
