fib,side,score,R,fill,day,hm,hold_min,htf,has_sweep,span
0.75,long,3,-1.0,2024-09-20 04:29:00-04:00,2024-09-20,269,382,premium,True,209.5
0.71,long,3,-1.0,2024-09-19 20:12:00-04:00,2024-09-19,1212,879,premium,True,209.5
0.75,long,3,-1.0,2024-09-20 04:29:00-04:00,2024-09-20,269,382,premium,True,209.5
0.71,long,3,-1.0,2024-09-19 20:12:00-04:00,2024-09-19,1212,879,premium,True,209.5
0.75,long,3,-1.0,2024-09-19 20:12:00-04:00,2024-09-19,1212,879,premium,True,239.0
0.71,long,3,-1.0,2024-09-19 18:47:00-04:00,2024-09-19,1127,964,premium,True,239.0
0.75,long,2,-1.0,2024-09-19 22:45:00-04:00,2024-09-19,1365,4,premium,True,40.25
0.71,long,3,-1.0,2024-09-19 22:45:00-04:00,2024-09-19,1365,4,premium,True,40.25
0.75,short,4,3.0,2024-09-20 02:30:00-04:00,2024-09-20,150,28,premium,True,20.75
0.71,short,4,2.4482758620689653,2024-09-20 02:30:00-04:00,2024-09-20,150,28,premium,True,20.75
0.75,short,4,-1.0,2024-09-20 08:15:00-04:00,2024-09-20,495,18,premium,True,56.5
0.71,short,4,-1.0,2024-09-20 08:15:00-04:00,2024-09-20,495,18,premium,True,56.5
0.75,short,4,-1.0,2024-09-20 08:15:00-04:00,2024-09-20,495,18,premium,True,61.75
0.71,short,4,-1.0,2024-09-20 08:15:00-04:00,2024-09-20,495,18,premium,True,61.75
0.75,short,4,-1.0,2024-09-20 08:10:00-04:00,2024-09-20,490,23,premium,True,82.75
0.71,short,4,-1.0,2024-09-20 08:08:00-04:00,2024-09-20,488,25,premium,True,82.75
0.75,long,3,-1.0,2024-09-20 09:57:00-04:00,2024-09-20,597,1,premium,True,73.0
0.71,long,3,-1.0,2024-09-20 09:56:00-04:00,2024-09-20,596,2,premium,True,73.0
0.75,short,4,-1.0,2024-09-20 12:49:00-04:00,2024-09-20,769,170,premium,True,222.5
0.71,short,4,-1.0,2024-09-20 12:26:00-04:00,2024-09-20,746,193,premium,True,222.5
0.75,long,2,3.0,2024-09-23 03:15:00-04:00,2024-09-23,195,1423,premium,False,214.75
0.71,long,2,2.4482758620689653,2024-09-23 03:15:00-04:00,2024-09-23,195,1423,premium,False,214.75
0.75,short,4,-1.0,2024-09-23 10:23:00-04:00,2024-09-23,623,1011,premium,True,206.75
0.71,short,4,-1.0,2024-09-23 09:50:00-04:00,2024-09-23,590,1044,premium,True,206.75
0.75,short,4,-1.0,2024-09-23 10:23:00-04:00,2024-09-23,623,1011,premium,True,206.75
0.71,short,4,-1.0,2024-09-23 09:50:00-04:00,2024-09-23,590,1044,premium,True,206.75
0.75,long,3,-1.0,2024-09-23 12:12:00-04:00,2024-09-23,732,3,premium,True,82.75
0.71,long,3,-1.0,2024-09-23 12:12:00-04:00,2024-09-23,732,3,premium,True,82.75
0.75,short,4,-1.0,2024-09-24 01:10:00-04:00,2024-09-24,70,102,premium,True,108.0
0.71,short,4,-1.0,2024-09-23 21:19:00-04:00,2024-09-23,1279,333,premium,True,108.0
0.75,short,4,3.0,2024-09-23 20:16:00-04:00,2024-09-23,1216,21,premium,True,46.25
0.71,short,3,2.4482758620689653,2024-09-23 20:16:00-04:00,2024-09-23,1216,21,premium,True,46.25
0.75,long,3,-1.0,2024-09-23 21:50:00-04:00,2024-09-23,1310,10,premium,True,35.5
0.71,long,3,-1.0,2024-09-23 21:50:00-04:00,2024-09-23,1310,10,premium,True,35.5
0.75,long,3,-1.0,2024-09-23 22:00:00-04:00,2024-09-23,1320,7,premium,True,56.25
0.71,long,3,-1.0,2024-09-23 22:00:00-04:00,2024-09-23,1320,7,premium,True,56.25
0.75,short,4,-1.0,2024-09-24 00:29:00-04:00,2024-09-24,29,31,premium,True,58.25
0.71,short,4,-1.0,2024-09-24 00:29:00-04:00,2024-09-24,29,31,premium,True,58.25
0.75,long,2,3.0,2024-09-24 07:10:00-04:00,2024-09-24,430,130,premium,False,117.5
0.71,long,2,2.4482758620689653,2024-09-24 07:08:00-04:00,2024-09-24,428,132,premium,False,117.5
0.75,long,2,-1.0,2024-09-24 07:05:00-04:00,2024-09-24,425,177,premium,False,149.25
0.71,long,2,-1.0,2024-09-24 07:03:00-04:00,2024-09-24,423,179,premium,False,149.25
0.75,short,3,3.0,2024-09-24 09:30:00-04:00,2024-09-24,570,30,premium,False,128.5
0.71,short,3,2.4482758620689653,2024-09-24 09:21:00-04:00,2024-09-24,561,39,premium,False,128.5
0.75,short,4,-1.0,2024-09-24 11:15:00-04:00,2024-09-24,675,30,premium,True,201.0
0.71,short,4,-1.0,2024-09-24 11:15:00-04:00,2024-09-24,675,30,premium,True,201.0
0.75,long,3,-1.0,2024-09-25 01:44:00-04:00,2024-09-25,104,87,premium,True,146.0
0.71,long,3,-1.0,2024-09-24 14:30:00-04:00,2024-09-24,870,701,premium,True,146.0
0.75,short,4,-1.0,2024-09-25 09:33:00-04:00,2024-09-25,573,1,premium,True,54.75
0.71,short,4,-1.0,2024-09-25 09:31:00-04:00,2024-09-25,571,3,premium,True,54.75
0.75,short,3,-1.0,2024-09-25 06:14:00-04:00,2024-09-25,374,149,premium,False,91.5
0.71,short,3,-1.0,2024-09-25 06:03:00-04:00,2024-09-25,363,160,premium,False,91.5
0.75,short,2,-1.0,2024-09-25 16:14:00-04:00,2024-09-25,974,152,premium,False,131.25
0.71,short,2,-1.0,2024-09-25 16:12:00-04:00,2024-09-25,972,154,premium,False,131.25
0.75,long,3,3.0,2024-09-26 11:00:00-04:00,2024-09-26,660,56,premium,True,157.75
0.71,long,3,2.4482758620689653,2024-09-26 11:00:00-04:00,2024-09-26,660,56,premium,True,157.75
0.75,long,3,3.0,2024-09-26 11:00:00-04:00,2024-09-26,660,56,premium,True,157.75
0.71,long,3,2.4482758620689653,2024-09-26 11:00:00-04:00,2024-09-26,660,56,premium,True,157.75
0.75,long,2,3.0,2024-09-26 10:55:00-04:00,2024-09-26,655,378,premium,False,193.75
0.71,long,2,2.4482758620689653,2024-09-26 10:55:00-04:00,2024-09-26,655,378,premium,False,193.75
0.75,long,2,-1.0,2024-09-26 10:28:00-04:00,2024-09-26,628,5,premium,False,190.0
0.71,long,2,-1.0,2024-09-26 10:26:00-04:00,2024-09-26,626,7,premium,False,190.0
0.75,long,2,-1.0,2024-09-26 09:48:00-04:00,2024-09-26,588,17,premium,False,116.0
0.71,long,2,-1.0,2024-09-26 09:40:00-04:00,2024-09-26,580,25,premium,False,116.0
0.75,long,2,-1.0,2024-09-27 11:53:00-04:00,2024-09-27,713,158,premium,True,173.5
0.71,long,3,2.4482758620689653,2024-09-27 03:45:00-04:00,2024-09-27,225,273,premium,True,173.5
0.75,long,2,-1.0,2024-09-27 11:53:00-04:00,2024-09-27,713,158,premium,True,173.5
0.71,long,3,2.4482758620689653,2024-09-27 03:45:00-04:00,2024-09-27,225,273,premium,True,173.5
0.75,long,3,3.0,2024-09-27 03:45:00-04:00,2024-09-27,225,285,premium,True,192.75
0.71,long,3,2.4482758620689653,2024-09-27 03:39:00-04:00,2024-09-27,219,291,premium,True,192.75
0.75,short,3,-1.0,2024-09-27 00:07:00-04:00,2024-09-27,7,39,premium,True,63.25
0.71,short,3,-1.0,2024-09-27 00:06:00-04:00,2024-09-27,6,40,premium,True,63.25
0.75,short,3,-1.0,2024-09-27 00:07:00-04:00,2024-09-27,7,39,premium,True,63.25
0.71,short,3,-1.0,2024-09-27 00:06:00-04:00,2024-09-27,6,40,premium,True,63.25
0.75,short,3,3.0,2024-09-27 01:06:00-04:00,2024-09-27,66,77,premium,False,97.0
0.71,short,3,2.4482758620689653,2024-09-27 01:06:00-04:00,2024-09-27,66,77,premium,False,97.0
0.75,short,3,-1.0,2024-09-27 07:46:00-04:00,2024-09-27,466,22,premium,False,106.25
0.71,short,3,-1.0,2024-09-27 07:45:00-04:00,2024-09-27,465,23,premium,False,106.25
0.75,short,3,-1.0,2024-09-27 07:45:00-04:00,2024-09-27,465,23,premium,False,123.5
0.71,short,3,-1.0,2024-09-27 04:34:00-04:00,2024-09-27,274,214,premium,False,123.5
0.75,long,3,-1.0,2024-09-27 10:34:00-04:00,2024-09-27,634,57,premium,True,150.5
0.71,long,3,-1.0,2024-09-27 10:19:00-04:00,2024-09-27,619,72,premium,True,150.5
0.75,long,2,-1.0,2024-09-29 21:46:00-04:00,2024-09-29,1306,48,premium,True,129.0
0.71,long,3,-1.0,2024-09-29 21:44:00-04:00,2024-09-29,1304,50,premium,True,129.0
0.75,short,3,3.0,2024-09-30 03:15:00-04:00,2024-09-30,195,263,premium,False,116.0
0.71,short,3,2.4482758620689653,2024-09-30 03:10:00-04:00,2024-09-30,190,268,premium,False,116.0
0.75,long,3,-1.0,2024-09-30 04:31:00-04:00,2024-09-30,271,155,premium,True,77.5
0.71,long,3,-1.0,2024-09-30 04:31:00-04:00,2024-09-30,271,155,premium,True,77.5
0.75,long,3,-1.0,2024-09-30 07:05:00-04:00,2024-09-30,425,1,premium,True,49.25
0.71,long,3,-1.0,2024-09-30 07:05:00-04:00,2024-09-30,425,1,premium,True,49.25
0.75,short,4,-1.0,2024-09-30 09:31:00-04:00,2024-09-30,571,1,premium,True,105.0
0.71,short,4,-1.0,2024-09-30 09:31:00-04:00,2024-09-30,571,1,premium,True,105.0
0.75,long,3,-1.0,2024-09-30 10:30:00-04:00,2024-09-30,630,8,premium,True,92.0
0.71,long,3,-1.0,2024-09-30 10:30:00-04:00,2024-09-30,630,8,premium,True,92.0
0.75,short,4,-1.0,2024-09-30 15:42:00-04:00,2024-09-30,942,8,premium,True,165.5
0.71,short,4,-1.0,2024-09-30 15:39:00-04:00,2024-09-30,939,11,premium,True,165.5
0.75,long,1,-1.0,2024-10-01 09:37:00-04:00,2024-10-01,577,10,premium,False,230.75
0.71,long,1,-1.0,2024-10-01 09:37:00-04:00,2024-10-01,577,10,premium,False,230.75
0.75,long,1,-1.0,2024-10-01 09:37:00-04:00,2024-10-01,577,10,premium,False,275.75
0.71,long,2,-1.0,2024-10-01 09:37:00-04:00,2024-10-01,577,10,premium,False,275.75
0.75,long,1,3.0,2024-10-01 03:32:00-04:00,2024-10-01,212,19,premium,False,49.75
0.71,long,1,2.4482758620689653,2024-10-01 03:32:00-04:00,2024-10-01,212,19,premium,False,49.75
0.75,long,2,-1.0,2024-10-01 09:20:00-04:00,2024-10-01,560,12,premium,True,109.75
0.71,long,3,-1.0,2024-10-01 09:20:00-04:00,2024-10-01,560,12,premium,True,109.75
0.75,long,3,3.0,2024-10-02 01:52:00-04:00,2024-10-02,112,567,discount,False,263.25
0.71,long,3,2.4482758620689653,2024-10-01 19:27:00-04:00,2024-10-01,1167,952,discount,False,263.25
0.75,short,1,-1.0,2024-10-02 10:49:00-04:00,2024-10-02,649,30,discount,False,175.5
0.71,short,2,-1.0,2024-10-02 10:49:00-04:00,2024-10-02,649,30,discount,False,175.5
0.75,long,4,-1.0,2024-10-02 00:36:00-04:00,2024-10-02,36,50,discount,True,96.0
0.71,long,4,-1.0,2024-10-02 00:36:00-04:00,2024-10-02,36,50,discount,True,96.0
0.75,short,3,3.0,2024-10-02 03:31:00-04:00,2024-10-02,211,161,discount,True,101.0
0.71,short,3,2.4482758620689653,2024-10-02 03:01:00-04:00,2024-10-02,181,191,discount,True,101.0
0.75,short,2,-1.0,2024-10-02 06:51:00-04:00,2024-10-02,411,108,discount,False,111.0
0.71,short,2,-1.0,2024-10-02 06:50:00-04:00,2024-10-02,410,109,discount,False,111.0
0.75,long,4,-1.0,2024-10-02 21:27:00-04:00,2024-10-02,1287,311,discount,True,165.75
0.71,long,4,-1.0,2024-10-02 13:35:00-04:00,2024-10-02,815,723,discount,True,165.75
0.75,long,4,-1.0,2024-10-02 21:45:00-04:00,2024-10-02,1305,332,discount,True,184.75
0.71,long,4,-1.0,2024-10-02 21:31:00-04:00,2024-10-02,1291,346,discount,True,184.75
0.75,short,3,-1.0,2024-10-02 14:15:00-04:00,2024-10-02,855,91,discount,True,88.25
0.71,short,3,-1.0,2024-10-02 14:15:00-04:00,2024-10-02,855,91,discount,True,88.25
0.75,short,3,-1.0,2024-10-03 09:56:00-04:00,2024-10-03,596,6,discount,True,86.0
0.71,short,3,-1.0,2024-10-03 09:56:00-04:00,2024-10-03,596,6,discount,True,86.0
0.75,short,3,-1.0,2024-10-03 09:56:00-04:00,2024-10-03,596,6,discount,True,86.0
0.71,short,3,-1.0,2024-10-03 09:56:00-04:00,2024-10-03,596,6,discount,True,86.0
0.75,short,3,-1.0,2024-10-03 09:56:00-04:00,2024-10-03,596,6,discount,True,119.5
0.71,short,3,-1.0,2024-10-03 09:56:00-04:00,2024-10-03,596,6,discount,True,119.5
0.75,short,2,-1.0,2024-10-03 09:55:00-04:00,2024-10-03,595,5,discount,False,121.75
0.71,short,2,-1.0,2024-10-03 09:55:00-04:00,2024-10-03,595,5,discount,False,121.75
0.75,short,2,-1.0,2024-10-03 07:58:00-04:00,2024-10-03,478,116,discount,False,163.0
0.71,short,2,-1.0,2024-10-03 07:45:00-04:00,2024-10-03,465,129,discount,False,163.0
0.75,short,2,-1.0,2024-10-03 07:00:00-04:00,2024-10-03,420,162,discount,False,143.75
0.71,short,2,-1.0,2024-10-03 07:00:00-04:00,2024-10-03,420,162,discount,False,143.75
0.75,short,3,-1.0,2024-10-03 06:56:00-04:00,2024-10-03,416,61,discount,True,120.5
0.71,short,3,-1.0,2024-10-03 06:54:00-04:00,2024-10-03,414,63,discount,True,120.5
0.75,long,4,3.0,2024-10-03 08:40:00-04:00,2024-10-03,520,6,discount,True,39.75
0.71,long,4,2.4482758620689653,2024-10-03 08:40:00-04:00,2024-10-03,520,6,discount,True,39.75
0.75,long,4,-1.0,2024-10-03 10:45:00-04:00,2024-10-03,645,135,discount,True,219.0
0.71,long,4,-1.0,2024-10-03 10:45:00-04:00,2024-10-03,645,135,discount,True,219.0
0.75,short,3,-1.0,2024-10-03 15:58:00-04:00,2024-10-03,958,289,discount,True,149.25
0.71,short,3,-1.0,2024-10-03 15:58:00-04:00,2024-10-03,958,289,discount,True,149.25
0.75,short,3,-1.0,2024-10-03 21:23:00-04:00,2024-10-03,1283,24,discount,True,112.25
0.71,short,3,-1.0,2024-10-03 21:23:00-04:00,2024-10-03,1283,24,discount,True,112.25
0.75,short,3,-1.0,2024-10-03 21:18:00-04:00,2024-10-03,1278,5,discount,True,52.5
0.71,short,3,-1.0,2024-10-03 21:17:00-04:00,2024-10-03,1277,6,discount,True,52.5
0.75,long,4,3.0,2024-10-04 03:00:00-04:00,2024-10-04,180,197,discount,True,114.25
0.71,long,4,2.4482758620689653,2024-10-04 03:00:00-04:00,2024-10-04,180,197,discount,True,114.25
0.75,short,2,-1.0,2024-10-04 06:00:00-04:00,2024-10-04,360,17,discount,False,97.75
0.71,short,2,-1.0,2024-10-04 04:00:00-04:00,2024-10-04,240,137,discount,False,97.75
0.75,long,4,3.0,2024-10-04 10:10:00-04:00,2024-10-04,610,5,discount,True,82.5
0.71,long,4,2.4482758620689653,2024-10-04 10:10:00-04:00,2024-10-04,610,5,discount,True,82.5
0.75,long,4,3.0,2024-10-04 10:08:00-04:00,2024-10-04,608,442,discount,True,268.75
0.71,long,4,2.4482758620689653,2024-10-04 10:00:00-04:00,2024-10-04,600,450,discount,True,268.75
0.75,long,2,-1.0,2024-10-07 04:47:00-04:00,2024-10-07,287,19,premium,False,185.75
0.71,long,2,-1.0,2024-10-07 03:40:00-04:00,2024-10-07,220,86,premium,False,185.75
0.75,short,3,-1.0,2024-10-08 10:35:00-04:00,2024-10-08,635,7,discount,True,63.0
0.71,short,3,-1.0,2024-10-08 10:35:00-04:00,2024-10-08,635,7,discount,True,63.0
0.75,short,3,-1.0,2024-10-08 10:34:00-04:00,2024-10-08,634,8,discount,True,99.5
0.71,short,3,-1.0,2024-10-08 10:34:00-04:00,2024-10-08,634,8,discount,True,99.5
0.75,short,3,-1.0,2024-10-08 10:00:00-04:00,2024-10-08,600,42,discount,True,174.0
0.71,short,3,2.4482758620689653,2024-10-07 10:29:00-04:00,2024-10-07,629,241,discount,True,174.0
0.75,long,2,-1.0,2024-10-07 14:07:00-04:00,2024-10-07,847,23,discount,False,108.25
0.71,long,2,-1.0,2024-10-07 14:04:00-04:00,2024-10-07,844,26,discount,False,108.25
0.75,short,3,-1.0,2024-10-08 09:36:00-04:00,2024-10-08,576,24,discount,True,218.5
0.71,short,3,-1.0,2024-10-08 08:01:00-04:00,2024-10-08,481,119,discount,True,218.5
0.75,long,3,3.0,2024-10-09 00:50:00-04:00,2024-10-09,50,570,premium,True,140.0
0.71,long,3,2.4482758620689653,2024-10-09 00:50:00-04:00,2024-10-09,50,570,premium,True,140.0
0.75,short,3,-1.0,2024-10-09 06:16:00-04:00,2024-10-09,376,181,premium,True,63.5
0.71,short,3,-1.0,2024-10-09 06:14:00-04:00,2024-10-09,374,183,premium,True,63.5
0.75,short,2,-1.0,2024-10-09 05:48:00-04:00,2024-10-09,348,62,premium,False,93.25
0.71,short,2,-1.0,2024-10-09 05:19:00-04:00,2024-10-09,319,91,premium,False,93.25
0.75,short,2,-1.0,2024-10-09 05:48:00-04:00,2024-10-09,348,62,premium,False,93.25
0.71,short,2,-1.0,2024-10-09 05:19:00-04:00,2024-10-09,319,91,premium,False,93.25
0.75,short,2,-1.0,2024-10-09 05:17:00-04:00,2024-10-09,317,54,premium,False,78.0
0.71,short,2,-1.0,2024-10-09 05:01:00-04:00,2024-10-09,301,70,premium,False,78.0
0.75,long,2,-1.0,2024-10-10 08:30:00-04:00,2024-10-10,510,10,premium,True,127.75
0.71,long,3,-1.0,2024-10-10 08:30:00-04:00,2024-10-10,510,10,premium,True,127.75
0.75,long,2,3.0,2024-10-10 08:30:00-04:00,2024-10-10,510,0,premium,True,106.5
0.71,long,2,2.4482758620689653,2024-10-10 08:30:00-04:00,2024-10-10,510,0,premium,True,106.5
0.75,long,2,3.0,2024-10-10 08:30:00-04:00,2024-10-10,510,0,premium,True,108.75
0.71,long,2,2.4482758620689653,2024-10-10 08:30:00-04:00,2024-10-10,510,0,premium,True,108.75
0.75,long,1,-1.0,2024-10-10 02:03:00-04:00,2024-10-10,123,15,premium,False,49.75
0.71,long,1,-1.0,2024-10-10 02:03:00-04:00,2024-10-10,123,15,premium,False,49.75
0.75,short,4,-1.0,2024-10-10 08:08:00-04:00,2024-10-10,488,22,premium,True,59.5
0.71,short,4,-1.0,2024-10-10 08:07:00-04:00,2024-10-10,487,23,premium,True,59.5
0.75,short,4,-1.0,2024-10-10 08:08:00-04:00,2024-10-10,488,22,premium,True,56.75
0.71,short,4,-1.0,2024-10-10 08:08:00-04:00,2024-10-10,488,22,premium,True,56.75
0.75,short,4,-1.0,2024-10-10 10:10:00-04:00,2024-10-10,610,77,premium,True,111.75
0.71,short,4,-1.0,2024-10-10 10:10:00-04:00,2024-10-10,610,77,premium,True,111.75
0.75,short,4,-1.0,2024-10-10 10:30:00-04:00,2024-10-10,630,57,premium,True,132.5
0.71,short,4,-1.0,2024-10-10 10:30:00-04:00,2024-10-10,630,57,premium,True,132.5
0.75,long,2,3.0,2024-10-11 09:26:00-04:00,2024-10-11,566,1190,premium,True,206.75
0.71,long,2,2.4482758620689653,2024-10-11 04:49:00-04:00,2024-10-11,289,1467,premium,True,206.75
0.75,long,2,-1.0,2024-10-11 03:17:00-04:00,2024-10-11,197,7,premium,True,71.0
0.71,long,2,-1.0,2024-10-11 03:17:00-04:00,2024-10-11,197,7,premium,True,71.0
0.75,long,2,-1.0,2024-10-11 03:17:00-04:00,2024-10-11,197,7,premium,True,68.75
0.71,long,2,-1.0,2024-10-11 03:17:00-04:00,2024-10-11,197,7,premium,True,68.75
0.75,long,2,-1.0,2024-10-11 03:15:00-04:00,2024-10-11,195,9,premium,True,92.25
0.71,long,2,-1.0,2024-10-11 03:15:00-04:00,2024-10-11,195,9,premium,True,92.25
0.75,short,3,-1.0,2024-10-11 10:23:00-04:00,2024-10-11,623,3,premium,False,53.75
0.71,short,3,-1.0,2024-10-11 10:20:00-04:00,2024-10-11,620,6,premium,False,53.75
0.75,short,4,-1.0,2024-10-11 10:20:00-04:00,2024-10-11,620,6,premium,True,52.75
0.71,short,4,-1.0,2024-10-11 10:20:00-04:00,2024-10-11,620,6,premium,True,52.75
0.75,short,4,-1.0,2024-10-11 10:15:00-04:00,2024-10-11,615,11,premium,True,95.5
0.71,short,4,-1.0,2024-10-11 10:14:00-04:00,2024-10-11,614,12,premium,True,95.5
0.75,short,3,-1.0,2024-10-11 10:11:00-04:00,2024-10-11,611,14,premium,False,106.0
0.71,short,3,-1.0,2024-10-11 10:11:00-04:00,2024-10-11,611,14,premium,False,106.0
0.75,long,3,-1.0,2024-10-11 09:15:00-04:00,2024-10-11,555,3,premium,True,53.25
0.71,long,3,-1.0,2024-10-11 09:15:00-04:00,2024-10-11,555,3,premium,True,53.25
0.75,short,4,-1.0,2024-10-14 03:49:00-04:00,2024-10-14,229,75,premium,True,78.5
0.71,short,4,-1.0,2024-10-14 03:47:00-04:00,2024-10-14,227,77,premium,True,78.5
0.75,short,4,-1.0,2024-10-14 03:43:00-04:00,2024-10-14,223,81,premium,True,101.75
0.71,short,4,-1.0,2024-10-14 03:39:00-04:00,2024-10-14,219,85,premium,True,101.75
0.75,long,3,-1.0,2024-10-15 10:34:00-04:00,2024-10-15,634,2,premium,True,85.25
0.71,long,3,-1.0,2024-10-15 10:34:00-04:00,2024-10-15,634,2,premium,True,85.25
0.71,long,2,-1.0,2024-10-15 10:34:00-04:00,2024-10-15,634,2,premium,False,93.5
0.75,long,2,-1.0,2024-10-15 10:34:00-04:00,2024-10-15,634,2,premium,False,118.5
0.71,long,2,-1.0,2024-10-15 10:34:00-04:00,2024-10-15,634,2,premium,False,118.5
0.75,long,2,-1.0,2024-10-15 10:29:00-04:00,2024-10-15,629,4,premium,False,224.75
0.71,long,2,-1.0,2024-10-15 10:29:00-04:00,2024-10-15,629,4,premium,False,224.75
0.75,long,2,-1.0,2024-10-15 10:20:00-04:00,2024-10-15,620,9,premium,False,141.75
0.71,long,2,-1.0,2024-10-15 04:31:00-04:00,2024-10-15,271,358,premium,False,141.75
0.75,long,2,-1.0,2024-10-15 10:20:00-04:00,2024-10-15,620,9,premium,False,141.75
0.71,long,2,-1.0,2024-10-15 04:31:00-04:00,2024-10-15,271,358,premium,False,141.75
0.75,short,3,3.0,2024-10-15 09:11:00-04:00,2024-10-15,551,62,premium,True,76.75
0.71,short,3,2.4482758620689653,2024-10-15 09:10:00-04:00,2024-10-15,550,63,premium,True,76.75
0.75,short,4,-1.0,2024-10-15 08:18:00-04:00,2024-10-15,498,48,premium,True,39.0
0.71,short,4,-1.0,2024-10-15 08:18:00-04:00,2024-10-15,498,48,premium,True,39.0
0.75,short,3,-1.0,2024-10-15 06:46:00-04:00,2024-10-15,406,140,premium,False,71.5
0.71,short,3,-1.0,2024-10-15 06:43:00-04:00,2024-10-15,403,143,premium,False,71.5
0.75,short,3,-1.0,2024-10-15 06:46:00-04:00,2024-10-15,406,140,premium,False,71.5
0.71,short,3,-1.0,2024-10-15 06:43:00-04:00,2024-10-15,403,143,premium,False,71.5
0.75,long,3,3.0,2024-10-15 07:38:00-04:00,2024-10-15,458,29,premium,True,32.75
0.71,long,3,2.4482758620689653,2024-10-15 07:38:00-04:00,2024-10-15,458,29,premium,True,32.75
0.75,long,2,-1.0,2024-10-15 10:15:00-04:00,2024-10-15,615,1,premium,False,95.75
0.71,long,2,-1.0,2024-10-15 10:15:00-04:00,2024-10-15,615,1,premium,False,95.75
0.75,short,4,3.0,2024-10-17 09:06:00-04:00,2024-10-17,546,622,premium,True,325.75
0.71,short,4,2.4482758620689653,2024-10-17 09:00:00-04:00,2024-10-17,540,628,premium,True,325.75
0.75,short,4,3.0,2024-10-17 08:56:00-04:00,2024-10-17,536,5733,premium,True,394.25
0.71,short,4,2.4482758620689653,2024-10-17 06:55:00-04:00,2024-10-17,415,5854,premium,True,394.25
0.75,short,2,-1.0,2024-10-17 02:21:00-04:00,2024-10-17,141,17,premium,False,142.0
0.71,short,2,-1.0,2024-10-17 02:20:00-04:00,2024-10-17,140,18,premium,False,142.0
0.75,long,3,-1.0,2024-10-16 09:31:00-04:00,2024-10-16,571,4,premium,True,83.0
0.71,long,3,-1.0,2024-10-16 09:31:00-04:00,2024-10-16,571,4,premium,True,83.0
0.75,long,3,-1.0,2024-10-16 03:14:00-04:00,2024-10-16,194,7,premium,True,43.25
0.71,long,3,-1.0,2024-10-16 03:13:00-04:00,2024-10-16,193,8,premium,True,43.25
0.75,short,3,3.0,2024-10-16 03:50:00-04:00,2024-10-16,230,16,premium,True,33.0
0.71,short,3,2.4482758620689653,2024-10-16 03:49:00-04:00,2024-10-16,229,17,premium,True,33.0
0.75,short,4,3.0,2024-10-16 04:00:00-04:00,2024-10-16,240,331,premium,True,68.5
0.71,short,4,2.4482758620689653,2024-10-16 04:00:00-04:00,2024-10-16,240,331,premium,True,68.5
0.75,long,2,-1.0,2024-10-16 08:17:00-04:00,2024-10-16,497,20,premium,True,37.0
0.71,long,2,-1.0,2024-10-16 08:17:00-04:00,2024-10-16,497,20,premium,True,37.0
0.75,short,4,-1.0,2024-10-16 14:23:00-04:00,2024-10-16,863,1,premium,True,37.25
0.71,short,4,-1.0,2024-10-16 14:23:00-04:00,2024-10-16,863,1,premium,True,37.25
0.75,short,4,-1.0,2024-10-16 12:59:00-04:00,2024-10-16,779,85,premium,True,172.25
0.71,short,4,-1.0,2024-10-16 11:38:00-04:00,2024-10-16,698,166,premium,True,172.25
0.75,short,3,-1.0,2024-10-16 21:06:00-04:00,2024-10-16,1266,268,premium,True,55.25
0.71,short,3,-1.0,2024-10-16 21:06:00-04:00,2024-10-16,1266,268,premium,True,55.25
0.75,short,2,-1.0,2024-10-17 02:07:00-04:00,2024-10-17,127,2,premium,False,76.25
0.71,short,2,-1.0,2024-10-17 02:00:00-04:00,2024-10-17,120,9,premium,False,76.25
0.75,long,3,3.0,2024-10-17 20:28:00-04:00,2024-10-17,1228,660,premium,True,180.25
0.71,long,3,2.4482758620689653,2024-10-17 20:27:00-04:00,2024-10-17,1227,661,premium,True,180.25
0.75,long,2,3.0,2024-10-17 20:28:00-04:00,2024-10-17,1228,770,premium,False,219.0
0.71,long,2,2.4482758620689653,2024-10-17 20:27:00-04:00,2024-10-17,1227,771,premium,False,219.0
0.75,long,2,3.0,2024-10-17 15:39:00-04:00,2024-10-17,939,2429,premium,False,242.75
0.71,long,2,2.4482758620689653,2024-10-17 15:38:00-04:00,2024-10-17,938,2430,premium,False,242.75
0.75,long,2,-1.0,2024-10-17 09:45:00-04:00,2024-10-17,585,12,premium,False,160.0
0.71,long,2,-1.0,2024-10-17 09:45:00-04:00,2024-10-17,585,12,premium,False,160.0
0.75,short,4,3.0,2024-10-17 11:58:00-04:00,2024-10-17,718,158,premium,True,181.5
0.71,short,4,2.4482758620689653,2024-10-17 11:58:00-04:00,2024-10-17,718,158,premium,True,181.5
0.75,short,4,-1.0,2024-10-18 04:18:00-04:00,2024-10-18,258,297,premium,True,135.5
0.71,short,4,-1.0,2024-10-18 04:17:00-04:00,2024-10-18,257,298,premium,True,135.5
0.75,short,4,-1.0,2024-10-18 04:18:00-04:00,2024-10-18,258,297,premium,True,146.0
0.71,short,4,-1.0,2024-10-18 04:04:00-04:00,2024-10-18,244,311,premium,True,146.0
0.75,short,4,-1.0,2024-10-17 22:40:00-04:00,2024-10-17,1360,232,premium,True,93.75
0.71,short,4,-1.0,2024-10-17 22:34:00-04:00,2024-10-17,1354,238,premium,True,93.75
0.75,long,3,3.0,2024-10-18 09:30:00-04:00,2024-10-18,570,11,premium,True,55.25
