fib,side,score,R,fill,day,hm,hold_min,htf,has_sweep,span
0.71,short,3,-1.0,2023-02-03 10:00:00-05:00,2023-02-03,600,16,premium,False,209.75
0.75,long,3,-1.0,2023-02-03 13:45:00-05:00,2023-02-03,825,198,premium,True,299.25
0.71,long,3,-1.0,2023-02-03 13:41:00-05:00,2023-02-03,821,202,premium,True,299.25
0.75,short,3,3.0,2023-02-07 12:57:00-05:00,2023-02-07,777,32,premium,False,293.75
0.71,short,3,2.4482758620689653,2023-02-07 12:57:00-05:00,2023-02-07,777,32,premium,False,293.75
0.75,short,3,3.0,2023-02-06 10:08:00-05:00,2023-02-06,608,7,premium,False,61.5
0.71,short,3,2.4482758620689653,2023-02-06 10:04:00-05:00,2023-02-06,604,11,premium,False,61.5
0.75,short,3,3.0,2023-02-06 10:08:00-05:00,2023-02-06,608,7,premium,False,61.5
0.71,short,3,2.4482758620689653,2023-02-06 10:04:00-05:00,2023-02-06,604,11,premium,False,61.5
0.75,short,4,-1.0,2023-02-06 09:32:00-05:00,2023-02-06,572,29,premium,True,108.5
0.71,short,3,-1.0,2023-02-06 09:32:00-05:00,2023-02-06,572,29,premium,True,108.5
0.75,long,3,-1.0,2023-02-06 10:28:00-05:00,2023-02-06,628,4,premium,True,81.5
0.71,long,3,-1.0,2023-02-06 10:28:00-05:00,2023-02-06,628,4,premium,True,81.5
0.75,long,3,3.0,2023-02-06 10:45:00-05:00,2023-02-06,645,42,premium,True,135.0
0.71,long,3,2.4482758620689653,2023-02-06 10:45:00-05:00,2023-02-06,645,42,premium,True,135.0
0.75,short,3,-1.0,2023-02-07 11:32:00-05:00,2023-02-07,692,69,premium,True,106.25
0.71,short,3,-1.0,2023-02-07 11:32:00-05:00,2023-02-07,692,69,premium,True,106.25
0.75,short,4,-1.0,2023-02-06 19:46:00-05:00,2023-02-06,1186,531,premium,True,105.75
0.71,short,4,-1.0,2023-02-06 19:09:00-05:00,2023-02-06,1149,568,premium,True,105.75
0.75,long,3,-1.0,2023-02-07 03:05:00-05:00,2023-02-07,185,3,premium,True,79.25
0.71,long,3,-1.0,2023-02-07 03:05:00-05:00,2023-02-07,185,3,premium,True,79.25
0.75,short,4,-1.0,2023-02-07 04:07:00-05:00,2023-02-07,247,4,premium,True,75.75
0.71,short,4,-1.0,2023-02-07 04:01:00-05:00,2023-02-07,241,10,premium,True,75.75
0.75,long,3,-1.0,2023-02-07 05:51:00-05:00,2023-02-07,351,8,premium,True,43.0
0.71,long,3,-1.0,2023-02-07 05:51:00-05:00,2023-02-07,351,8,premium,True,43.0
0.75,short,4,-1.0,2023-02-07 07:00:00-05:00,2023-02-07,420,1,premium,True,27.5
0.71,short,4,-1.0,2023-02-07 07:00:00-05:00,2023-02-07,420,1,premium,True,27.5
0.75,short,3,-1.0,2023-02-07 11:08:00-05:00,2023-02-07,668,24,premium,False,96.5
0.71,short,3,-1.0,2023-02-07 11:08:00-05:00,2023-02-07,668,24,premium,False,96.5
0.75,short,3,-1.0,2023-02-07 11:08:00-05:00,2023-02-07,668,24,premium,False,91.75
0.71,short,3,-1.0,2023-02-07 11:08:00-05:00,2023-02-07,668,24,premium,False,91.75
0.75,long,2,-1.0,2023-02-07 13:30:00-05:00,2023-02-07,810,2,premium,True,100.0
0.71,long,2,-1.0,2023-02-07 13:30:00-05:00,2023-02-07,810,2,premium,True,100.0
0.75,long,3,-1.0,2023-02-07 13:30:00-05:00,2023-02-07,810,2,premium,True,283.75
0.71,long,3,-1.0,2023-02-07 13:30:00-05:00,2023-02-07,810,2,premium,True,283.75
0.75,long,2,-1.0,2023-02-08 03:07:00-05:00,2023-02-08,187,23,premium,False,69.25
0.71,long,2,-1.0,2023-02-08 03:07:00-05:00,2023-02-08,187,23,premium,False,69.25
0.75,short,4,3.0,2023-02-08 07:04:00-05:00,2023-02-08,424,100,premium,True,82.75
0.71,short,4,2.4482758620689653,2023-02-08 07:04:00-05:00,2023-02-08,424,100,premium,True,82.75
0.75,short,4,3.0,2023-02-08 07:04:00-05:00,2023-02-08,424,100,premium,True,82.75
0.71,short,4,2.4482758620689653,2023-02-08 07:04:00-05:00,2023-02-08,424,100,premium,True,82.75
0.75,short,3,3.0,2023-02-09 05:00:00-05:00,2023-02-09,300,465,premium,True,250.75
0.71,short,3,2.4482758620689653,2023-02-09 04:58:00-05:00,2023-02-09,298,467,premium,True,250.75
0.75,short,3,3.0,2023-02-09 05:00:00-05:00,2023-02-09,300,465,premium,True,250.75
0.71,short,3,2.4482758620689653,2023-02-09 04:58:00-05:00,2023-02-09,298,467,premium,True,250.75
0.75,short,3,3.0,2023-02-09 05:00:00-05:00,2023-02-09,300,465,premium,True,250.75
0.71,short,3,2.4482758620689653,2023-02-09 04:58:00-05:00,2023-02-09,298,467,premium,True,250.75
0.75,short,3,3.0,2023-02-09 04:37:00-05:00,2023-02-09,277,488,premium,False,221.25
0.71,short,3,2.4482758620689653,2023-02-09 03:23:00-05:00,2023-02-09,203,562,premium,False,221.25
0.75,long,2,-1.0,2023-02-09 12:35:00-05:00,2023-02-09,755,1,premium,True,43.75
0.71,long,3,-1.0,2023-02-09 12:34:00-05:00,2023-02-09,754,2,premium,True,43.75
0.75,long,3,-1.0,2023-02-09 12:34:00-05:00,2023-02-09,754,2,premium,True,60.75
0.71,long,3,-1.0,2023-02-09 12:33:00-05:00,2023-02-09,753,3,premium,True,60.75
0.75,long,2,-1.0,2023-02-09 11:24:00-05:00,2023-02-09,684,69,premium,True,61.0
0.71,long,2,-1.0,2023-02-09 11:24:00-05:00,2023-02-09,684,69,premium,True,61.0
0.75,long,3,-1.0,2023-02-09 11:06:00-05:00,2023-02-09,666,87,premium,True,118.25
0.71,long,3,-1.0,2023-02-09 11:03:00-05:00,2023-02-09,663,90,premium,True,118.25
0.75,long,3,-1.0,2023-02-09 11:03:00-05:00,2023-02-09,663,90,premium,True,151.0
0.71,long,3,-1.0,2023-02-09 11:03:00-05:00,2023-02-09,663,90,premium,True,151.0
0.75,long,2,-1.0,2023-02-09 10:25:00-05:00,2023-02-09,625,2,premium,False,90.5
0.71,long,2,-1.0,2023-02-09 10:24:00-05:00,2023-02-09,624,3,premium,False,90.5
0.75,short,2,3.0,2023-02-10 03:17:00-05:00,2023-02-10,197,91,discount,False,84.25
0.71,short,2,2.4482758620689653,2023-02-10 03:16:00-05:00,2023-02-10,196,92,discount,False,84.25
0.75,long,2,-1.0,2023-02-10 04:17:00-05:00,2023-02-10,257,31,discount,False,40.0
0.71,long,2,-1.0,2023-02-10 04:16:00-05:00,2023-02-10,256,32,discount,False,40.0
0.75,long,3,-1.0,2023-02-10 04:15:00-05:00,2023-02-10,255,33,discount,False,68.0
0.71,long,3,-1.0,2023-02-10 04:15:00-05:00,2023-02-10,255,33,discount,False,68.0
0.75,short,2,3.0,2023-02-10 10:17:00-05:00,2023-02-10,617,91,discount,False,146.25
0.71,short,2,2.4482758620689653,2023-02-10 10:17:00-05:00,2023-02-10,617,91,discount,False,146.25
0.75,short,2,3.0,2023-02-10 10:17:00-05:00,2023-02-10,617,101,discount,False,166.25
0.71,short,2,2.4482758620689653,2023-02-10 10:17:00-05:00,2023-02-10,617,101,discount,False,166.25
0.75,long,4,3.0,2023-02-10 10:03:00-05:00,2023-02-10,603,7,discount,True,69.25
0.71,long,4,2.4482758620689653,2023-02-10 10:03:00-05:00,2023-02-10,603,7,discount,True,69.25
0.75,long,4,-1.0,2023-02-10 11:14:00-05:00,2023-02-10,674,44,discount,True,140.5
0.71,long,4,-1.0,2023-02-10 11:05:00-05:00,2023-02-10,665,53,discount,True,140.5
0.75,short,3,-1.0,2023-02-10 13:15:00-05:00,2023-02-10,795,5,discount,True,111.5
0.71,short,3,-1.0,2023-02-10 13:15:00-05:00,2023-02-10,795,5,discount,True,111.5
0.75,short,3,-1.0,2023-02-12 22:22:00-05:00,2023-02-12,1342,225,discount,True,51.75
0.71,short,3,-1.0,2023-02-12 22:22:00-05:00,2023-02-12,1342,225,discount,True,51.75
0.75,long,3,3.0,2023-02-14 09:31:00-05:00,2023-02-14,571,24,premium,True,215.0
0.71,long,3,2.4482758620689653,2023-02-14 09:31:00-05:00,2023-02-14,571,24,premium,True,215.0
0.75,short,3,-1.0,2023-02-14 02:03:00-05:00,2023-02-14,123,31,premium,False,45.25
0.71,short,3,-1.0,2023-02-14 01:37:00-05:00,2023-02-14,97,57,premium,False,45.25
0.75,short,3,-1.0,2023-02-14 02:03:00-05:00,2023-02-14,123,31,premium,False,44.75
0.71,short,3,-1.0,2023-02-14 02:01:00-05:00,2023-02-14,121,33,premium,False,44.75
0.75,long,3,3.0,2023-02-14 03:46:00-05:00,2023-02-14,226,17,premium,True,43.75
0.71,long,3,2.4482758620689653,2023-02-14 03:45:00-05:00,2023-02-14,225,18,premium,True,43.75
0.75,long,3,3.0,2023-02-14 03:46:00-05:00,2023-02-14,226,17,premium,True,43.75
0.71,long,3,2.4482758620689653,2023-02-14 03:45:00-05:00,2023-02-14,225,18,premium,True,43.75
0.75,long,3,-1.0,2023-02-16 15:41:00-05:00,2023-02-16,941,97,premium,True,243.75
0.71,long,3,-1.0,2023-02-16 15:31:00-05:00,2023-02-16,931,107,premium,True,243.75
0.75,long,3,-1.0,2023-02-16 15:41:00-05:00,2023-02-16,941,97,premium,True,243.75
0.71,long,3,-1.0,2023-02-16 15:31:00-05:00,2023-02-16,931,107,premium,True,243.75
0.75,short,3,3.0,2023-02-15 07:13:00-05:00,2023-02-15,433,37,premium,True,39.0
0.71,short,3,2.4482758620689653,2023-02-15 07:13:00-05:00,2023-02-15,433,37,premium,True,39.0
0.75,short,4,3.0,2023-02-15 07:12:00-05:00,2023-02-15,432,78,premium,True,86.75
0.71,short,4,2.4482758620689653,2023-02-15 07:11:00-05:00,2023-02-15,431,79,premium,True,86.75
0.75,short,2,-1.0,2023-02-15 06:15:00-05:00,2023-02-15,375,1,discount,True,11.5
0.71,short,2,-1.0,2023-02-15 06:15:00-05:00,2023-02-15,375,1,discount,True,11.5
0.75,long,2,-1.0,2023-02-16 08:46:00-05:00,2023-02-16,526,31,premium,True,148.0
0.71,long,3,-1.0,2023-02-16 08:45:00-05:00,2023-02-16,525,32,premium,True,148.0
0.75,long,3,-1.0,2023-02-16 08:45:00-05:00,2023-02-16,525,32,premium,True,197.25
0.71,long,3,-1.0,2023-02-16 08:42:00-05:00,2023-02-16,522,35,premium,True,197.25
0.75,long,2,-1.0,2023-02-16 08:32:00-05:00,2023-02-16,512,14,premium,False,200.25
0.71,long,1,-1.0,2023-02-16 08:30:00-05:00,2023-02-16,510,16,premium,False,200.25
0.75,long,2,-1.0,2023-02-16 08:25:00-05:00,2023-02-16,505,5,premium,False,167.5
0.71,long,2,-1.0,2023-02-16 08:17:00-05:00,2023-02-16,497,13,premium,False,167.5
0.75,long,2,-1.0,2023-02-16 07:17:00-05:00,2023-02-16,437,60,premium,False,126.5
0.71,long,2,-1.0,2023-02-16 07:10:00-05:00,2023-02-16,430,67,premium,False,126.5
0.75,long,2,-1.0,2023-02-16 07:17:00-05:00,2023-02-16,437,60,premium,False,126.5
0.71,long,2,-1.0,2023-02-16 07:10:00-05:00,2023-02-16,430,67,premium,False,126.5
0.75,long,2,-1.0,2023-02-16 07:09:00-05:00,2023-02-16,429,16,premium,False,110.5
0.71,long,2,-1.0,2023-02-16 07:08:00-05:00,2023-02-16,428,17,premium,False,110.5
0.75,short,3,3.0,2023-02-16 00:04:00-05:00,2023-02-16,4,19,premium,True,8.5
0.71,short,3,2.4482758620689653,2023-02-16 00:04:00-05:00,2023-02-16,4,19,premium,True,8.5
0.75,short,4,-1.0,2023-02-16 02:57:00-05:00,2023-02-16,177,5,premium,True,35.75
0.71,short,4,-1.0,2023-02-16 02:39:00-05:00,2023-02-16,159,23,premium,True,35.75
0.75,short,4,-1.0,2023-02-16 02:57:00-05:00,2023-02-16,177,5,premium,True,35.75
0.71,short,4,-1.0,2023-02-16 02:39:00-05:00,2023-02-16,159,23,premium,True,35.75
0.75,long,3,-1.0,2023-02-16 13:30:00-05:00,2023-02-16,810,95,premium,True,89.0
0.71,long,3,-1.0,2023-02-16 13:30:00-05:00,2023-02-16,810,95,premium,True,89.0
0.75,short,3,-1.0,2023-02-17 04:31:00-05:00,2023-02-17,271,295,discount,True,78.5
0.71,short,3,-1.0,2023-02-17 04:30:00-05:00,2023-02-17,270,296,discount,True,78.5
0.75,short,3,3.0,2023-02-17 10:36:00-05:00,2023-02-17,636,45,discount,True,122.75
0.71,short,3,2.4482758620689653,2023-02-17 10:35:00-05:00,2023-02-17,635,46,discount,True,122.75
0.75,short,3,3.0,2023-02-17 14:54:00-05:00,2023-02-17,894,1845,discount,True,148.75
0.71,short,3,2.4482758620689653,2023-02-17 14:52:00-05:00,2023-02-17,892,1847,discount,True,148.75
0.75,long,3,3.0,2023-02-20 04:35:00-05:00,2023-02-20,275,110,discount,False,45.5
0.71,long,3,2.4482758620689653,2023-02-20 04:32:00-05:00,2023-02-20,272,113,discount,False,45.5
0.75,long,3,3.0,2023-02-20 04:32:00-05:00,2023-02-20,272,142,discount,False,60.0
0.71,long,3,2.4482758620689653,2023-02-20 03:41:00-05:00,2023-02-20,221,193,discount,False,60.0
0.75,short,3,-1.0,2023-02-20 06:25:00-05:00,2023-02-20,385,21,discount,True,40.5
0.71,short,3,-1.0,2023-02-20 06:12:00-05:00,2023-02-20,372,34,discount,True,40.5
0.75,long,4,-1.0,2023-02-20 10:11:00-05:00,2023-02-20,611,241,discount,True,56.5
0.71,long,4,-1.0,2023-02-20 10:09:00-05:00,2023-02-20,609,243,discount,True,56.5
0.75,long,4,-1.0,2023-02-20 10:11:00-05:00,2023-02-20,611,241,discount,True,56.5
0.71,long,4,-1.0,2023-02-20 10:09:00-05:00,2023-02-20,609,243,discount,True,56.5
0.71,short,3,2.4482758620689653,2023-02-21 04:54:00-05:00,2023-02-21,294,274,discount,True,125.0
0.75,short,2,3.0,2023-02-23 09:09:00-05:00,2023-02-23,549,107,discount,True,183.5
0.71,short,2,2.4482758620689653,2023-02-23 08:30:00-05:00,2023-02-23,510,146,discount,True,183.5
0.75,short,1,3.0,2023-02-22 14:06:00-05:00,2023-02-22,846,10,discount,False,124.5
0.71,short,1,2.4482758620689653,2023-02-22 14:06:00-05:00,2023-02-22,846,10,discount,False,124.5
0.75,long,3,-1.0,2023-02-22 01:29:00-05:00,2023-02-22,89,40,discount,True,24.5
0.71,long,3,-1.0,2023-02-22 01:29:00-05:00,2023-02-22,89,40,discount,True,24.5
0.75,long,3,-1.0,2023-02-22 01:29:00-05:00,2023-02-22,89,40,discount,True,37.75
0.71,long,3,-1.0,2023-02-22 01:28:00-05:00,2023-02-22,88,41,discount,True,37.75
0.75,short,3,-1.0,2023-02-22 07:22:00-05:00,2023-02-22,442,7,discount,True,80.5
0.71,short,3,-1.0,2023-02-22 07:20:00-05:00,2023-02-22,440,9,discount,True,80.5
0.75,short,3,-1.0,2023-02-22 07:07:00-05:00,2023-02-22,427,16,discount,True,59.0
0.71,short,3,2.4482758620689653,2023-02-22 05:45:00-05:00,2023-02-22,345,52,discount,True,59.0
0.75,short,3,-1.0,2023-02-22 11:20:00-05:00,2023-02-22,680,59,discount,True,87.25
0.71,short,3,-1.0,2023-02-22 11:20:00-05:00,2023-02-22,680,59,discount,True,87.25
0.75,long,4,-1.0,2023-02-22 10:09:00-05:00,2023-02-22,609,1,discount,True,97.5
0.71,long,4,-1.0,2023-02-22 10:04:00-05:00,2023-02-22,604,6,discount,True,97.5
0.75,short,2,-1.0,2023-02-22 12:38:00-05:00,2023-02-22,758,88,discount,True,140.5
0.71,short,3,-1.0,2023-02-22 12:38:00-05:00,2023-02-22,758,88,discount,True,140.5
0.75,long,4,3.0,2023-02-22 14:55:00-05:00,2023-02-22,895,287,discount,True,156.5
0.71,long,4,2.4482758620689653,2023-02-22 14:45:00-05:00,2023-02-22,885,297,discount,True,156.5
0.75,long,4,-1.0,2023-02-23 11:20:00-05:00,2023-02-23,680,23,discount,True,131.0
0.71,long,4,-1.0,2023-02-23 11:09:00-05:00,2023-02-23,669,34,discount,True,131.0
0.75,long,4,-1.0,2023-02-23 11:09:00-05:00,2023-02-23,669,34,discount,True,161.25
0.71,long,4,-1.0,2023-02-23 11:08:00-05:00,2023-02-23,668,35,discount,True,161.25
0.75,long,3,-1.0,2023-02-23 10:49:00-05:00,2023-02-23,649,19,discount,False,117.75
0.71,long,3,-1.0,2023-02-23 10:48:00-05:00,2023-02-23,648,20,discount,False,117.75
0.75,short,3,-1.0,2023-02-23 03:24:00-05:00,2023-02-23,204,8,discount,True,25.75
0.71,short,3,-1.0,2023-02-23 03:21:00-05:00,2023-02-23,201,11,discount,True,25.75
0.75,long,4,-1.0,2023-02-23 10:06:00-05:00,2023-02-23,606,1,discount,True,86.75
0.71,long,4,-1.0,2023-02-23 10:06:00-05:00,2023-02-23,606,1,discount,True,86.75
0.75,short,2,3.0,2023-02-23 14:32:00-05:00,2023-02-23,872,1022,discount,False,232.5
0.71,short,2,2.4482758620689653,2023-02-23 14:31:00-05:00,2023-02-23,871,1023,discount,False,232.5
0.75,long,2,3.0,2023-02-24 15:50:00-05:00,2023-02-24,950,118,discount,False,98.0
0.71,long,2,2.4482758620689653,2023-02-24 15:50:00-05:00,2023-02-24,950,118,discount,False,98.0
0.75,short,2,-1.0,2023-02-26 23:30:00-05:00,2023-02-26,1410,1,discount,True,6.5
0.71,short,2,-1.0,2023-02-26 23:30:00-05:00,2023-02-26,1410,1,discount,True,6.5
0.75,short,3,-1.0,2023-02-27 02:05:00-05:00,2023-02-27,125,3,discount,True,19.75
0.71,short,3,-1.0,2023-02-27 02:03:00-05:00,2023-02-27,123,5,discount,True,19.75
0.75,long,4,-1.0,2023-02-28 18:28:00-05:00,2023-02-28,1108,48,discount,True,66.5
0.71,long,4,-1.0,2023-02-28 16:12:00-05:00,2023-02-28,972,124,discount,True,66.5
0.75,long,4,-1.0,2023-02-28 18:25:00-05:00,2023-02-28,1105,51,discount,True,71.5
0.71,long,4,-1.0,2023-02-28 16:12:00-05:00,2023-02-28,972,124,discount,True,71.5
0.75,long,4,-1.0,2023-02-28 18:25:00-05:00,2023-02-28,1105,51,discount,True,71.5
0.71,long,4,-1.0,2023-02-28 16:12:00-05:00,2023-02-28,972,124,discount,True,71.5
0.75,long,3,-1.0,2023-02-28 18:25:00-05:00,2023-02-28,1105,47,discount,False,68.75
0.71,long,3,-1.0,2023-02-28 16:12:00-05:00,2023-02-28,972,120,discount,False,68.75
0.75,long,4,-1.0,2023-02-27 10:43:00-05:00,2023-02-27,643,905,discount,True,99.25
0.71,long,4,-1.0,2023-02-27 10:43:00-05:00,2023-02-27,643,905,discount,True,99.25
0.75,long,4,-1.0,2023-02-27 14:43:00-05:00,2023-02-27,883,665,discount,True,135.75
0.71,long,4,-1.0,2023-02-27 12:30:00-05:00,2023-02-27,750,798,discount,True,135.75
0.75,long,4,-1.0,2023-02-27 14:43:00-05:00,2023-02-27,883,26,discount,True,58.5
0.71,long,4,-1.0,2023-02-27 14:43:00-05:00,2023-02-27,883,26,discount,True,58.5
0.75,long,3,-1.0,2023-02-27 14:45:00-05:00,2023-02-27,885,24,discount,True,69.5
0.71,long,3,-1.0,2023-02-27 14:45:00-05:00,2023-02-27,885,24,discount,True,69.5
0.75,short,3,3.0,2023-02-27 20:19:00-05:00,2023-02-27,1219,385,discount,True,77.25
0.71,short,3,2.4482758620689653,2023-02-27 20:16:00-05:00,2023-02-27,1216,388,discount,True,77.25
0.75,long,3,-1.0,2023-02-28 00:03:00-05:00,2023-02-28,3,27,discount,True,41.25
0.71,long,3,-1.0,2023-02-28 00:03:00-05:00,2023-02-28,3,27,discount,True,41.25
0.75,short,3,-1.0,2023-02-28 06:04:00-05:00,2023-02-28,364,36,discount,True,29.0
0.71,short,3,-1.0,2023-02-28 06:04:00-05:00,2023-02-28,364,36,discount,True,29.0
0.75,short,2,-1.0,2023-02-28 06:04:00-05:00,2023-02-28,364,46,discount,False,96.5
0.71,short,2,-1.0,2023-02-28 06:04:00-05:00,2023-02-28,364,46,discount,False,96.5
0.75,long,3,3.0,2023-02-28 09:28:00-05:00,2023-02-28,568,205,discount,False,116.75
0.71,long,3,2.4482758620689653,2023-02-28 09:27:00-05:00,2023-02-28,567,206,discount,False,116.75
0.75,long,4,-1.0,2023-02-28 15:35:00-05:00,2023-02-28,935,28,discount,True,131.25
0.71,long,4,-1.0,2023-02-28 15:34:00-05:00,2023-02-28,934,29,discount,True,131.25
0.75,long,4,-1.0,2023-02-28 15:35:00-05:00,2023-02-28,935,28,discount,True,131.25
0.71,long,4,-1.0,2023-02-28 15:34:00-05:00,2023-02-28,934,29,discount,True,131.25
0.75,short,3,-1.0,2023-03-01 01:31:00-05:00,2023-03-01,91,154,discount,True,100.25
0.71,short,3,-1.0,2023-03-01 01:31:00-05:00,2023-03-01,91,154,discount,True,100.25
0.75,short,3,-1.0,2023-03-01 01:27:00-05:00,2023-03-01,87,158,discount,True,136.75
0.71,short,3,-1.0,2023-03-01 01:14:00-05:00,2023-03-01,74,171,discount,True,136.75
0.75,long,3,-1.0,2023-03-01 09:36:00-05:00,2023-03-01,576,30,discount,False,114.75
0.71,long,3,-1.0,2023-03-01 09:34:00-05:00,2023-03-01,574,32,discount,False,114.75
0.75,long,3,-1.0,2023-03-01 08:29:00-05:00,2023-03-01,509,5,discount,False,66.0
0.71,long,3,-1.0,2023-03-01 08:29:00-05:00,2023-03-01,509,5,discount,False,66.0
0.75,long,4,-1.0,2023-03-01 08:07:00-05:00,2023-03-01,487,22,discount,True,61.0
0.71,long,4,-1.0,2023-03-01 08:04:00-05:00,2023-03-01,484,25,discount,True,61.0
0.75,short,3,-1.0,2023-03-02 15:38:00-05:00,2023-03-02,938,977,discount,True,176.5
0.71,short,3,-1.0,2023-03-02 15:37:00-05:00,2023-03-02,937,978,discount,True,176.5
0.75,short,2,-1.0,2023-03-02 13:36:00-05:00,2023-03-02,816,22,discount,False,139.5
0.71,short,2,-1.0,2023-03-02 13:35:00-05:00,2023-03-02,815,23,discount,False,139.5
0.75,short,2,-1.0,2023-03-02 06:04:00-05:00,2023-03-02,364,238,discount,False,86.5
0.71,short,2,-1.0,2023-03-02 06:01:00-05:00,2023-03-02,361,241,discount,False,86.5
0.75,short,3,-1.0,2023-03-03 00:48:00-05:00,2023-03-03,48,135,discount,True,41.0
0.71,short,3,-1.0,2023-03-03 00:16:00-05:00,2023-03-03,16,167,discount,True,41.0
0.75,long,4,3.0,2023-03-03 02:50:00-05:00,2023-03-03,170,13,discount,True,36.5
0.71,long,4,2.4482758620689653,2023-03-03 02:42:00-05:00,2023-03-03,162,21,discount,True,36.5
0.75,long,2,-1.0,2023-03-07 10:07:00-05:00,2023-03-07,607,4,premium,False,146.75
0.71,long,2,-1.0,2023-03-07 10:06:00-05:00,2023-03-07,606,5,premium,False,146.75
0.75,short,4,-1.0,2023-03-05 21:00:00-05:00,2023-03-05,1260,37,premium,True,47.0
0.71,short,4,-1.0,2023-03-05 21:00:00-05:00,2023-03-05,1260,37,premium,True,47.0
0.75,long,3,3.0,2023-03-06 04:52:00-05:00,2023-03-06,292,231,premium,True,96.0
0.71,long,3,2.4482758620689653,2023-03-06 03:19:00-05:00,2023-03-06,199,324,premium,True,96.0
0.75,long,3,3.0,2023-03-06 04:52:00-05:00,2023-03-06,292,231,premium,True,96.0
0.71,long,3,2.4482758620689653,2023-03-06 03:19:00-05:00,2023-03-06,199,324,premium,True,96.0
0.75,short,4,-1.0,2023-03-06 08:13:00-05:00,2023-03-06,493,16,premium,True,55.25
0.71,short,4,-1.0,2023-03-06 08:12:00-05:00,2023-03-06,492,17,premium,True,55.25
0.75,long,3,-1.0,2023-03-06 15:27:00-05:00,2023-03-06,927,1052,premium,True,79.75
0.71,long,3,-1.0,2023-03-06 15:17:00-05:00,2023-03-06,917,1062,premium,True,79.75
0.75,long,3,-1.0,2023-03-06 14:27:00-05:00,2023-03-06,867,1112,premium,True,183.75
0.71,long,3,-1.0,2023-03-06 13:56:00-05:00,2023-03-06,836,1143,premium,True,183.75
0.75,long,3,-1.0,2023-03-07 09:04:00-05:00,2023-03-07,544,56,premium,True,59.0
0.71,long,3,-1.0,2023-03-07 09:02:00-05:00,2023-03-07,542,58,premium,True,59.0
0.75,short,4,-1.0,2023-03-07 03:31:00-05:00,2023-03-07,211,34,premium,True,40.25
0.71,short,3,-1.0,2023-03-07 03:31:00-05:00,2023-03-07,211,34,premium,True,40.25
0.75,long,2,-1.0,2023-03-07 07:23:00-05:00,2023-03-07,443,99,premium,False,50.0
0.71,long,2,-1.0,2023-03-07 07:23:00-05:00,2023-03-07,443,99,premium,False,50.0
0.75,short,3,3.0,2023-03-09 09:51:00-05:00,2023-03-09,591,213,premium,False,201.0
0.71,short,3,2.4482758620689653,2023-03-09 09:47:00-05:00,2023-03-09,587,217,premium,False,201.0
0.75,short,3,3.0,2023-03-09 09:51:00-05:00,2023-03-09,591,213,premium,False,201.0
0.71,short,3,2.4482758620689653,2023-03-09 09:47:00-05:00,2023-03-09,587,217,premium,False,201.0
0.75,short,3,3.0,2023-03-09 09:51:00-05:00,2023-03-09,591,213,premium,False,201.0
0.71,short,3,2.4482758620689653,2023-03-09 09:47:00-05:00,2023-03-09,587,217,premium,False,201.0
0.75,short,3,3.0,2023-03-09 09:47:00-05:00,2023-03-09,587,217,premium,False,191.0
0.71,short,2,2.4482758620689653,2023-03-09 09:47:00-05:00,2023-03-09,587,217,premium,False,191.0
0.75,short,2,3.0,2023-03-09 09:47:00-05:00,2023-03-09,587,218,discount,False,194.75
0.71,short,2,2.4482758620689653,2023-03-09 09:47:00-05:00,2023-03-09,587,218,discount,False,194.75
0.75,short,2,3.0,2023-03-08 11:48:00-05:00,2023-03-08,708,102,discount,False,111.5
0.71,short,2,2.4482758620689653,2023-03-08 11:07:00-05:00,2023-03-08,667,143,discount,False,111.5
0.75,short,2,-1.0,2023-03-08 03:09:00-05:00,2023-03-08,189,23,discount,False,47.5
0.71,short,2,-1.0,2023-03-08 00:16:00-05:00,2023-03-08,16,196,discount,False,47.5
0.75,short,2,-1.0,2023-03-08 03:09:00-05:00,2023-03-08,189,23,discount,False,42.75
0.71,short,2,-1.0,2023-03-08 03:09:00-05:00,2023-03-08,189,23,discount,False,42.75
0.75,long,3,-1.0,2023-03-08 07:37:00-05:00,2023-03-08,457,39,premium,True,49.0
0.71,long,3,-1.0,2023-03-08 07:37:00-05:00,2023-03-08,457,39,premium,True,49.0
0.75,long,2,-1.0,2023-03-08 07:24:00-05:00,2023-03-08,444,52,premium,False,68.5
0.71,long,2,-1.0,2023-03-08 07:24:00-05:00,2023-03-08,444,52,premium,False,68.5
0.75,short,3,3.0,2023-03-08 09:30:00-05:00,2023-03-08,570,30,premium,False,72.0
0.71,short,3,2.4482758620689653,2023-03-08 09:30:00-05:00,2023-03-08,570,30,premium,False,72.0
0.75,long,2,3.0,2023-03-08 12:32:00-05:00,2023-03-08,752,1167,premium,True,120.5
0.71,long,2,2.4482758620689653,2023-03-08 12:32:00-05:00,2023-03-08,752,1167,premium,True,120.5
0.75,long,2,3.0,2023-03-08 12:32:00-05:00,2023-03-08,752,1167,premium,True,120.5
0.71,long,2,2.4482758620689653,2023-03-08 12:32:00-05:00,2023-03-08,752,1167,premium,True,120.5
