day,E3,E4,best,oracle_sd,pick,month,year
2024-06-24,665.0,-465.0,665.0,665.0,E3,2024-06,2024
2024-06-25,-300.0,-485.0,-300.0,0.0,FLAT,2024-06,2024
2024-06-26,90.0,330.0,330.0,330.0,E4,2024-06,2024
2024-06-27,65.0,-360.0,65.0,65.0,E3,2024-06,2024
2024-06-28,142.5,60.0,142.5,142.5,E3,2024-06,2024
2024-07-01,-350.0,-640.0,-350.0,0.0,FLAT,2024-07,2024
2024-07-02,487.5,-460.0,487.5,487.5,E3,2024-07,2024
2024-07-03,-160.0,-470.0,-160.0,0.0,FLAT,2024-07,2024
2024-07-04,80.0,-205.0,80.0,80.0,E3,2024-07,2024
2024-07-05,285.0,-530.0,285.0,285.0,E3,2024-07,2024
2024-07-08,-185.0,-490.0,-185.0,0.0,FLAT,2024-07,2024
2024-07-09,430.0,-220.0,430.0,430.0,E3,2024-07,2024
2024-07-10,258.75,-270.0,258.75,258.75,E3,2024-07,2024
2024-07-11,-205.0,-325.0,-205.0,0.0,FLAT,2024-07,2024
2024-07-12,11.25,560.0,560.0,560.0,E4,2024-07,2024
2024-07-15,-375.0,-600.0,-375.0,0.0,FLAT,2024-07,2024
2024-07-16,370.0,-240.0,370.0,370.0,E3,2024-07,2024
2024-07-17,-520.0,-445.0,-445.0,0.0,FLAT,2024-07,2024
2024-07-18,897.5,620.0,897.5,897.5,E3,2024-07,2024
2024-07-19,-310.0,-65.0,-65.0,0.0,FLAT,2024-07,2024
2024-07-22,-175.0,-650.0,-175.0,0.0,FLAT,2024-07,2024
2024-07-23,-330.0,-280.0,-280.0,0.0,FLAT,2024-07,2024
2024-07-24,-175.0,275.0,275.0,275.0,E4,2024-07,2024
2024-07-25,-420.0,-45.0,-45.0,0.0,FLAT,2024-07,2024
2024-07-26,-620.0,1137.5,1137.5,1137.5,E4,2024-07,2024
2024-07-29,-132.5,750.0,750.0,750.0,E4,2024-07,2024
2024-07-30,-25.0,-15.0,-15.0,0.0,FLAT,2024-07,2024
2024-07-31,-755.0,-515.0,-515.0,0.0,FLAT,2024-07,2024
2024-08-01,-490.0,-25.0,-25.0,0.0,FLAT,2024-08,2024
2024-08-02,-25.0,-405.0,-25.0,0.0,FLAT,2024-08,2024
2024-08-05,-10.0,0.0,0.0,0.0,E4,2024-08,2024
2024-08-06,-397.5,0.0,0.0,0.0,E4,2024-08,2024
2024-08-07,-705.0,-510.0,-510.0,0.0,FLAT,2024-08,2024
2024-08-09,-126.25,0.0,0.0,0.0,E4,2024-08,2024
2024-08-12,-420.0,-295.0,-295.0,0.0,FLAT,2024-08,2024
2024-08-13,-820.0,390.0,390.0,390.0,E4,2024-08,2024
2024-08-14,-225.0,-235.0,-225.0,0.0,FLAT,2024-08,2024
2024-08-15,-165.0,-90.0,-90.0,0.0,FLAT,2024-08,2024
2024-08-16,-250.0,-250.0,-250.0,0.0,FLAT,2024-08,2024
2024-08-19,-180.0,-610.0,-180.0,0.0,FLAT,2024-08,2024
2024-08-20,21.25,50.0,50.0,50.0,E4,2024-08,2024
2024-08-21,-245.0,205.0,205.0,205.0,E4,2024-08,2024
2024-08-22,-183.75,-260.0,-183.75,0.0,FLAT,2024-08,2024
2024-08-23,241.25,55.0,241.25,241.25,E3,2024-08,2024
2024-08-26,-400.0,-605.0,-400.0,0.0,FLAT,2024-08,2024
2024-08-27,-555.0,280.0,280.0,280.0,E4,2024-08,2024
2024-08-28,936.25,60.0,936.25,936.25,E3,2024-08,2024
2024-08-29,-430.0,-355.0,-355.0,0.0,FLAT,2024-08,2024
2024-08-30,-545.0,-795.0,-545.0,0.0,FLAT,2024-08,2024
2024-09-02,-310.0,5.0,5.0,5.0,E4,2024-09,2024
2024-09-03,120.0,90.0,120.0,120.0,E3,2024-09,2024
2024-09-04,-385.0,310.0,310.0,310.0,E4,2024-09,2024
2024-09-05,36.25,2445.0,2445.0,2445.0,E4,2024-09,2024
2024-09-06,-210.0,0.0,0.0,0.0,E4,2024-09,2024
2024-09-09,163.75,405.0,405.0,405.0,E4,2024-09,2024
2024-09-10,-277.5,-190.0,-190.0,0.0,FLAT,2024-09,2024
2024-09-11,115.62,-305.0,115.62,115.62,E3,2024-09,2024
2024-09-12,-370.0,130.0,130.0,130.0,E4,2024-09,2024
2024-09-13,248.75,-375.0,248.75,248.75,E3,2024-09,2024
2024-09-16,-215.0,1700.0,1700.0,1700.0,E4,2024-09,2024
2024-09-17,5.0,250.0,250.0,250.0,E4,2024-09,2024
2024-09-18,218.75,335.0,335.0,335.0,E4,2024-09,2024
2024-09-19,385.0,-1035.0,385.0,385.0,E3,2024-09,2024
2024-09-20,63.75,370.0,370.0,370.0,E4,2024-09,2024
2024-09-23,-290.0,-305.0,-290.0,0.0,FLAT,2024-09,2024
2024-09-24,-315.0,-430.0,-315.0,0.0,FLAT,2024-09,2024
2024-09-25,-585.0,-260.0,-260.0,0.0,FLAT,2024-09,2024
2024-09-26,217.5,-425.0,217.5,217.5,E3,2024-09,2024
2024-09-27,300.0,55.0,300.0,300.0,E3,2024-09,2024
2024-09-30,-168.75,-485.0,-168.75,0.0,FLAT,2024-09,2024
2024-10-01,203.75,-535.0,203.75,203.75,E3,2024-10,2024
2024-10-02,337.5,275.0,337.5,337.5,E3,2024-10,2024
2024-10-03,0.0,595.0,595.0,595.0,E4,2024-10,2024
2024-10-04,-2.5,760.0,760.0,760.0,E4,2024-10,2024
2024-10-07,-22.5,-105.0,-22.5,0.0,FLAT,2024-10,2024
2024-10-08,-245.0,-520.0,-245.0,0.0,FLAT,2024-10,2024
2024-10-09,-310.0,-310.0,-310.0,0.0,FLAT,2024-10,2024
2024-10-10,-395.0,-210.0,-210.0,0.0,FLAT,2024-10,2024
2024-10-11,662.5,415.0,662.5,662.5,E3,2024-10,2024
2024-10-14,0.0,205.0,205.0,205.0,E4,2024-10,2024
2024-10-15,-291.25,170.0,170.0,170.0,E4,2024-10,2024
2024-10-16,83.75,780.0,780.0,780.0,E4,2024-10,2024
2024-10-17,0.0,225.0,225.0,225.0,E4,2024-10,2024
2024-10-18,186.25,-860.0,186.25,186.25,E3,2024-10,2024
2024-10-21,1480.0,880.0,1480.0,1480.0,E3,2024-10,2024
2024-10-22,407.5,-130.0,407.5,407.5,E3,2024-10,2024
2024-10-23,56.25,-215.0,56.25,56.25,E3,2024-10,2024
2024-10-24,-323.75,-290.0,-290.0,0.0,FLAT,2024-10,2024
2024-10-25,140.0,4480.0,4480.0,4480.0,E4,2024-10,2024
2024-10-28,608.75,395.0,608.75,608.75,E3,2024-10,2024
2024-10-29,196.25,-445.0,196.25,196.25,E3,2024-10,2024
2024-10-30,-225.0,-640.0,-225.0,0.0,FLAT,2024-10,2024
2024-10-31,-480.0,-40.0,-40.0,0.0,FLAT,2024-10,2024
2024-11-01,-145.0,-235.0,-145.0,0.0,FLAT,2024-11,2024
2024-11-04,418.75,190.0,418.75,418.75,E3,2024-11,2024
2024-11-05,-390.0,-680.0,-390.0,0.0,FLAT,2024-11,2024
2024-11-06,-140.0,-275.0,-140.0,0.0,FLAT,2024-11,2024
2024-11-07,220.0,-560.0,220.0,220.0,E3,2024-11,2024
2024-11-08,-290.0,-350.0,-290.0,0.0,FLAT,2024-11,2024
2024-11-11,-81.25,790.0,790.0,790.0,E4,2024-11,2024
2024-11-12,318.75,-340.0,318.75,318.75,E3,2024-11,2024
2024-11-13,-415.0,640.0,640.0,640.0,E4,2024-11,2024
2024-11-14,-190.0,-575.0,-190.0,0.0,FLAT,2024-11,2024
2024-11-15,-210.0,465.0,465.0,465.0,E4,2024-11,2024
2024-11-18,-607.5,-920.0,-607.5,0.0,FLAT,2024-11,2024
2024-11-19,40.0,315.0,315.0,315.0,E4,2024-11,2024
2024-11-20,280.0,-235.0,280.0,280.0,E3,2024-11,2024
2024-11-21,257.5,-270.0,257.5,257.5,E3,2024-11,2024
2024-11-22,-355.0,-415.0,-355.0,0.0,FLAT,2024-11,2024
2024-11-25,-320.0,-445.0,-320.0,0.0,FLAT,2024-11,2024
2024-11-26,-30.0,-255.0,-30.0,0.0,FLAT,2024-11,2024
2024-11-27,-267.5,-385.0,-267.5,0.0,FLAT,2024-11,2024
2024-11-28,-40.0,420.0,420.0,420.0,E4,2024-11,2024
2024-11-29,-125.0,150.0,150.0,150.0,E4,2024-11,2024
2024-12-02,440.0,-320.0,440.0,440.0,E3,2024-12,2024
2024-12-03,233.75,-260.0,233.75,233.75,E3,2024-12,2024
2024-12-04,-595.0,135.0,135.0,135.0,E4,2024-12,2024
2024-12-05,-37.5,-370.0,-37.5,0.0,FLAT,2024-12,2024
2024-12-06,-325.0,-380.0,-325.0,0.0,FLAT,2024-12,2024
2024-12-09,-315.0,-305.0,-305.0,0.0,FLAT,2024-12,2024
2024-12-10,147.5,-405.0,147.5,147.5,E3,2024-12,2024
2024-12-11,-280.0,3740.0,3740.0,3740.0,E4,2024-12,2024
2024-12-12,26.25,-530.0,26.25,26.25,E3,2024-12,2024
2024-12-13,656.25,315.0,656.25,656.25,E3,2024-12,2024
2024-12-16,65.0,15.0,65.0,65.0,E3,2024-12,2024
2024-12-17,-325.0,-575.0,-325.0,0.0,FLAT,2024-12,2024
2024-12-18,-250.0,565.0,565.0,565.0,E4,2024-12,2024
2024-12-19,-565.0,0.0,0.0,0.0,E4,2024-12,2024
2024-12-20,-170.0,-360.0,-170.0,0.0,FLAT,2024-12,2024
2024-12-23,2397.5,470.0,2397.5,2397.5,E3,2024-12,2024
2024-12-24,-265.0,-245.0,-245.0,0.0,FLAT,2024-12,2024
2024-12-26,153.12,-440.0,153.12,153.12,E3,2024-12,2024
2024-12-27,-485.0,615.0,615.0,615.0,E4,2024-12,2024
2024-12-30,-107.5,950.0,950.0,950.0,E4,2024-12,2024
2024-12-31,-365.0,-215.0,-215.0,0.0,FLAT,2024-12,2024
2025-01-02,350.0,-390.0,350.0,350.0,E3,2025-01,2025
2025-01-03,-540.0,-385.0,-385.0,0.0,FLAT,2025-01,2025
2025-01-06,-585.0,-140.0,-140.0,0.0,FLAT,2025-01,2025
2025-01-07,-340.0,-415.0,-340.0,0.0,FLAT,2025-01,2025
2025-01-08,-17.5,-355.0,-17.5,0.0,FLAT,2025-01,2025
2025-01-09,-10.0,-240.0,-10.0,0.0,FLAT,2025-01,2025
2025-01-10,227.5,-655.0,227.5,227.5,E3,2025-01,2025
2025-01-13,206.25,410.0,410.0,410.0,E4,2025-01,2025
2025-01-14,622.5,-200.0,622.5,622.5,E3,2025-01,2025
2025-01-15,1631.25,2315.0,2315.0,2315.0,E4,2025-01,2025
2025-01-16,-110.0,-590.0,-110.0,0.0,FLAT,2025-01,2025
2025-01-17,-830.0,0.0,0.0,0.0,E4,2025-01,2025
2025-01-20,-170.0,-555.0,-170.0,0.0,FLAT,2025-01,2025
2025-01-21,-155.0,-485.0,-155.0,0.0,FLAT,2025-01,2025
2025-01-22,0.0,120.0,120.0,120.0,E4,2025-01,2025
2025-01-23,-175.0,-240.0,-175.0,0.0,FLAT,2025-01,2025
2025-01-24,-365.0,60.0,60.0,60.0,E4,2025-01,2025
2025-01-27,175.0,0.0,175.0,175.0,E3,2025-01,2025
2025-01-28,838.75,-695.0,838.75,838.75,E3,2025-01,2025
2025-01-29,-245.0,-200.0,-200.0,0.0,FLAT,2025-01,2025
2025-01-30,-165.0,-365.0,-165.0,0.0,FLAT,2025-01,2025
2025-01-31,-325.0,-570.0,-325.0,0.0,FLAT,2025-01,2025
2025-02-03,-480.0,-300.0,-300.0,0.0,FLAT,2025-02,2025
2025-02-04,-470.0,-360.0,-360.0,0.0,FLAT,2025-02,2025
2025-02-05,-440.0,245.0,245.0,245.0,E4,2025-02,2025
2025-02-06,-257.5,265.0,265.0,265.0,E4,2025-02,2025
2025-02-07,-140.0,-600.0,-140.0,0.0,FLAT,2025-02,2025
2025-02-10,105.0,695.0,695.0,695.0,E4,2025-02,2025
2025-02-11,-425.0,-715.0,-425.0,0.0,FLAT,2025-02,2025
2025-02-12,-61.25,-270.0,-61.25,0.0,FLAT,2025-02,2025
2025-02-13,-845.0,0.0,0.0,0.0,E4,2025-02,2025
2025-02-14,-325.0,-485.0,-325.0,0.0,FLAT,2025-02,2025
2025-02-17,-158.75,125.0,125.0,125.0,E4,2025-02,2025
2025-02-18,-385.0,395.0,395.0,395.0,E4,2025-02,2025
2025-02-19,-47.5,-690.0,-47.5,0.0,FLAT,2025-02,2025
2025-02-20,-230.0,-240.0,-230.0,0.0,FLAT,2025-02,2025
2025-02-21,-505.0,140.0,140.0,140.0,E4,2025-02,2025
2025-02-24,185.0,530.0,530.0,530.0,E4,2025-02,2025
2025-02-25,-380.0,-655.0,-380.0,0.0,FLAT,2025-02,2025
2025-02-26,773.75,880.0,880.0,880.0,E4,2025-02,2025
2025-02-27,-965.0,-485.0,-485.0,0.0,FLAT,2025-02,2025
2025-02-28,-315.0,-640.0,-315.0,0.0,FLAT,2025-02,2025
2025-03-03,-135.0,0.0,0.0,0.0,E4,2025-03,2025
2025-03-04,230.0,225.0,230.0,230.0,E3,2025-03,2025
2025-03-05,-126.25,-585.0,-126.25,0.0,FLAT,2025-03,2025
2025-03-06,511.25,435.0,511.25,511.25,E3,2025-03,2025
2025-03-07,-470.0,270.0,270.0,270.0,E4,2025-03,2025
2025-03-10,486.25,-150.0,486.25,486.25,E3,2025-03,2025
2025-03-11,-610.0,0.0,0.0,0.0,E4,2025-03,2025
2025-03-12,-223.75,-475.0,-223.75,0.0,FLAT,2025-03,2025
2025-03-13,-497.5,-745.0,-497.5,0.0,FLAT,2025-03,2025
2025-03-14,950.0,-250.0,950.0,950.0,E3,2025-03,2025
2025-03-17,37.5,-365.0,37.5,37.5,E3,2025-03,2025
2025-03-18,66.25,-425.0,66.25,66.25,E3,2025-03,2025
2025-03-19,-330.0,-430.0,-330.0,0.0,FLAT,2025-03,2025
2025-03-20,-515.0,-155.0,-155.0,0.0,FLAT,2025-03,2025
2025-03-21,-268.75,0.0,0.0,0.0,E4,2025-03,2025
2025-03-24,-640.0,-270.0,-270.0,0.0,FLAT,2025-03,2025
2025-03-25,45.0,-35.0,45.0,45.0,E3,2025-03,2025
2025-03-26,270.0,-365.0,270.0,270.0,E3,2025-03,2025
2025-03-27,-640.0,-85.0,-85.0,0.0,FLAT,2025-03,2025
2025-03-28,-130.0,-345.0,-130.0,0.0,FLAT,2025-03,2025
2025-03-31,-225.0,-600.0,-225.0,0.0,FLAT,2025-03,2025
2025-04-01,1387.5,-365.0,1387.5,1387.5,E3,2025-04,2025
2025-04-02,-10.0,797.5,797.5,797.5,E4,2025-04,2025
2025-04-03,-220.0,0.0,0.0,0.0,E4,2025-04,2025
2025-04-04,-230.0,0.0,0.0,0.0,E4,2025-04,2025
2025-04-07,0.0,-520.0,0.0,0.0,E3,2025-04,2025
2025-04-08,-267.5,785.0,785.0,785.0,E4,2025-04,2025
2025-04-10,-655.0,-560.0,-560.0,0.0,FLAT,2025-04,2025
2025-04-11,828.75,0.0,828.75,828.75,E3,2025-04,2025
2025-04-14,546.25,-270.0,546.25,546.25,E3,2025-04,2025
2025-04-15,-270.0,-875.0,-270.0,0.0,FLAT,2025-04,2025
2025-04-16,-20.0,0.0,0.0,0.0,E4,2025-04,2025
2025-04-17,-712.5,590.0,590.0,590.0,E4,2025-04,2025
2025-04-21,1058.75,-30.0,1058.75,1058.75,E3,2025-04,2025
2025-04-22,60.0,0.0,60.0,60.0,E3,2025-04,2025
2025-04-23,-35.0,-395.0,-35.0,0.0,FLAT,2025-04,2025
2025-04-24,-700.0,-485.0,-485.0,0.0,FLAT,2025-04,2025
2025-04-25,-315.0,-700.0,-315.0,0.0,FLAT,2025-04,2025
2025-04-28,-590.0,-555.0,-555.0,0.0,FLAT,2025-04,2025
2025-04-29,-185.0,500.0,500.0,500.0,E4,2025-04,2025
2025-04-30,-430.0,615.0,615.0,615.0,E4,2025-04,2025
2025-05-01,92.5,530.0,530.0,530.0,E4,2025-05,2025
2025-05-02,-600.0,0.0,0.0,0.0,E4,2025-05,2025
2025-05-05,-460.0,-690.0,-460.0,0.0,FLAT,2025-05,2025
2025-05-06,92.5,0.0,92.5,92.5,E3,2025-05,2025
2025-05-07,-145.0,-385.0,-145.0,0.0,FLAT,2025-05,2025
2025-05-08,-475.0,930.0,930.0,930.0,E4,2025-05,2025
2025-05-09,-76.25,-315.0,-76.25,0.0,FLAT,2025-05,2025
2025-05-12,-935.0,-640.0,-640.0,0.0,FLAT,2025-05,2025
2025-05-13,-212.5,395.0,395.0,395.0,E4,2025-05,2025
2025-05-14,-655.0,-530.0,-530.0,0.0,FLAT,2025-05,2025
2025-05-15,-55.0,-200.0,-55.0,0.0,FLAT,2025-05,2025
2025-05-16,-330.0,30.0,30.0,30.0,E4,2025-05,2025
2025-05-19,485.0,630.0,630.0,630.0,E4,2025-05,2025
2025-05-20,-210.0,-310.0,-210.0,0.0,FLAT,2025-05,2025
2025-05-21,-335.0,-285.0,-285.0,0.0,FLAT,2025-05,2025
2025-05-22,-20.0,695.0,695.0,695.0,E4,2025-05,2025
2025-05-23,-350.0,205.0,205.0,205.0,E4,2025-05,2025
2025-05-26,12.5,-505.0,12.5,12.5,E3,2025-05,2025
2025-05-27,562.5,1035.0,1035.0,1035.0,E4,2025-05,2025
2025-05-28,-460.0,65.0,65.0,65.0,E4,2025-05,2025
2025-05-29,-310.0,-755.0,-310.0,0.0,FLAT,2025-05,2025
2025-05-30,-192.5,-675.0,-192.5,0.0,FLAT,2025-05,2025
2025-06-02,705.0,945.0,945.0,945.0,E4,2025-06,2025
2025-06-03,357.5,300.0,357.5,357.5,E3,2025-06,2025
2025-06-04,-325.0,455.0,455.0,455.0,E4,2025-06,2025
2025-06-05,787.5,-230.0,787.5,787.5,E3,2025-06,2025
2025-06-06,-330.0,-395.0,-330.0,0.0,FLAT,2025-06,2025
2025-06-09,-400.0,-445.0,-400.0,0.0,FLAT,2025-06,2025
2025-06-10,41.25,-215.0,41.25,41.25,E3,2025-06,2025
2025-06-11,717.5,490.0,717.5,717.5,E3,2025-06,2025
2025-06-12,-355.0,160.0,160.0,160.0,E4,2025-06,2025
2025-06-13,-195.0,0.0,0.0,0.0,E4,2025-06,2025
2025-06-16,-370.0,1005.0,1005.0,1005.0,E4,2025-06,2025
2025-06-17,1195.0,-380.0,1195.0,1195.0,E3,2025-06,2025
2025-06-18,-530.0,-435.0,-435.0,0.0,FLAT,2025-06,2025
2025-06-19,-330.0,-440.0,-330.0,0.0,FLAT,2025-06,2025
2025-06-20,-530.0,-415.0,-415.0,0.0,FLAT,2025-06,2025
2025-06-23,-280.0,-495.0,-280.0,0.0,FLAT,2025-06,2025
2025-06-24,-330.0,175.0,175.0,175.0,E4,2025-06,2025
2025-06-25,-320.0,-305.0,-305.0,0.0,FLAT,2025-06,2025
2025-06-26,-140.0,-210.0,-140.0,0.0,FLAT,2025-06,2025
2025-06-27,-25.0,-600.0,-25.0,0.0,FLAT,2025-06,2025
2025-06-30,121.25,505.0,505.0,505.0,E4,2025-06,2025
2025-07-01,-77.5,-15.0,-15.0,0.0,FLAT,2025-07,2025
2025-07-02,-185.0,-445.0,-185.0,0.0,FLAT,2025-07,2025
2025-07-03,67.5,-480.0,67.5,67.5,E3,2025-07,2025
2025-07-04,-445.0,-265.0,-265.0,0.0,FLAT,2025-07,2025
2025-07-07,-475.0,-420.0,-420.0,0.0,FLAT,2025-07,2025
2025-07-08,73.75,480.0,480.0,480.0,E4,2025-07,2025
2025-07-09,-450.0,50.0,50.0,50.0,E4,2025-07,2025
2025-07-10,223.75,660.0,660.0,660.0,E4,2025-07,2025
2025-07-11,-395.0,230.0,230.0,230.0,E4,2025-07,2025
2025-07-14,23.75,-205.0,23.75,23.75,E3,2025-07,2025
2025-07-15,-360.0,-475.0,-360.0,0.0,FLAT,2025-07,2025
2025-07-16,-175.0,115.0,115.0,115.0,E4,2025-07,2025
2025-07-17,-205.0,195.0,195.0,195.0,E4,2025-07,2025
2025-07-18,256.25,-380.0,256.25,256.25,E3,2025-07,2025
2025-07-21,-270.0,-340.0,-270.0,0.0,FLAT,2025-07,2025
2025-07-22,-10.0,-160.0,-10.0,0.0,FLAT,2025-07,2025
2025-07-23,708.75,-525.0,708.75,708.75,E3,2025-07,2025
2025-07-24,-245.0,-315.0,-245.0,0.0,FLAT,2025-07,2025
2025-07-25,548.75,-260.0,548.75,548.75,E3,2025-07,2025
2025-07-28,-190.0,-285.0,-190.0,0.0,FLAT,2025-07,2025
2025-07-29,242.5,-425.0,242.5,242.5,E3,2025-07,2025
2025-07-30,206.25,455.0,455.0,455.0,E4,2025-07,2025
2025-07-31,-140.0,-415.0,-140.0,0.0,FLAT,2025-07,2025
2025-08-01,-110.0,-300.0,-110.0,0.0,FLAT,2025-08,2025
2025-08-04,13.75,-225.0,13.75,13.75,E3,2025-08,2025
2025-08-05,-205.0,-185.0,-185.0,0.0,FLAT,2025-08,2025
2025-08-06,-10.0,0.0,0.0,0.0,E4,2025-08,2025
2025-08-07,71.25,780.0,780.0,780.0,E4,2025-08,2025
2025-08-08,-295.0,620.0,620.0,620.0,E4,2025-08,2025
2025-08-11,31.25,420.0,420.0,420.0,E4,2025-08,2025
2025-08-12,-565.0,1845.0,1845.0,1845.0,E4,2025-08,2025
2025-08-13,-180.0,-310.0,-180.0,0.0,FLAT,2025-08,2025
2025-08-14,-300.0,-375.0,-300.0,0.0,FLAT,2025-08,2025
2025-08-15,-480.0,-215.0,-215.0,0.0,FLAT,2025-08,2025
2025-08-18,-430.0,-350.0,-350.0,0.0,FLAT,2025-08,2025
2025-08-19,341.25,345.0,345.0,345.0,E4,2025-08,2025
2025-08-20,0.0,-295.0,0.0,0.0,E3,2025-08,2025
2025-08-21,-75.0,-340.0,-75.0,0.0,FLAT,2025-08,2025
2025-08-22,43.75,-365.0,43.75,43.75,E3,2025-08,2025
2025-08-25,625.0,340.0,625.0,625.0,E3,2025-08,2025
2025-08-26,147.5,625.0,625.0,625.0,E4,2025-08,2025
2025-08-27,-330.0,-335.0,-330.0,0.0,FLAT,2025-08,2025
2025-08-28,-335.0,-415.0,-335.0,0.0,FLAT,2025-08,2025
2025-08-29,-140.0,-295.0,-140.0,0.0,FLAT,2025-08,2025
2025-09-01,-390.0,300.0,300.0,300.0,E4,2025-09,2025
2025-09-02,-480.0,0.0,0.0,0.0,E4,2025-09,2025
2025-09-03,-90.0,255.0,255.0,255.0,E4,2025-09,2025
2025-09-04,14.380000000000003,30.0,30.0,30.0,E4,2025-09,2025
2025-09-05,-207.5,-430.0,-207.5,0.0,FLAT,2025-09,2025
2025-09-08,-210.0,130.0,130.0,130.0,E4,2025-09,2025
2025-09-09,555.0,-345.0,555.0,555.0,E3,2025-09,2025
2025-09-10,-895.0,-725.0,-725.0,0.0,FLAT,2025-09,2025
2025-09-11,-295.0,-515.0,-295.0,0.0,FLAT,2025-09,2025
2025-09-12,221.25,-335.0,221.25,221.25,E3,2025-09,2025
2025-09-15,-340.0,-210.0,-210.0,0.0,FLAT,2025-09,2025
2025-09-16,-345.0,-420.0,-345.0,0.0,FLAT,2025-09,2025
2025-09-17,-270.0,-555.0,-270.0,0.0,FLAT,2025-09,2025
2025-09-18,-485.0,980.0,980.0,980.0,E4,2025-09,2025
2025-09-19,-191.25,1280.0,1280.0,1280.0,E4,2025-09,2025
2025-09-22,-318.75,-455.0,-318.75,0.0,FLAT,2025-09,2025
2025-09-23,-260.0,-520.0,-260.0,0.0,FLAT,2025-09,2025
2025-09-24,-20.0,-435.0,-20.0,0.0,FLAT,2025-09,2025
2025-09-25,305.0,347.5,347.5,347.5,E4,2025-09,2025
2025-09-26,-27.5,1240.0,1240.0,1240.0,E4,2025-09,2025
2025-09-29,-570.0,-675.0,-570.0,0.0,FLAT,2025-09,2025
2025-09-30,167.5,-535.0,167.5,167.5,E3,2025-09,2025
2025-10-01,-520.0,940.0,940.0,940.0,E4,2025-10,2025
2025-10-02,227.5,-780.0,227.5,227.5,E3,2025-10,2025
2025-10-03,-116.25,-420.0,-116.25,0.0,FLAT,2025-10,2025
2025-10-06,27.5,2790.0,2790.0,2790.0,E4,2025-10,2025
2025-10-07,20.0,-615.0,20.0,20.0,E3,2025-10,2025
2025-10-08,-208.75,1125.0,1125.0,1125.0,E4,2025-10,2025
2025-10-09,-205.0,-410.0,-205.0,0.0,FLAT,2025-10,2025
2025-10-10,326.25,395.0,395.0,395.0,E4,2025-10,2025
2025-10-13,-195.0,-570.0,-195.0,0.0,FLAT,2025-10,2025
2025-10-15,-280.0,0.0,0.0,0.0,E4,2025-10,2025
2025-10-16,503.75,-410.0,503.75,503.75,E3,2025-10,2025
2025-10-17,-245.0,-975.0,-245.0,0.0,FLAT,2025-10,2025
2025-10-20,-20.0,330.0,330.0,330.0,E4,2025-10,2025
2025-10-21,-195.0,215.0,215.0,215.0,E4,2025-10,2025
2025-10-22,625.0,185.0,625.0,625.0,E3,2025-10,2025
2025-10-23,-335.0,-210.0,-210.0,0.0,FLAT,2025-10,2025
2025-10-24,-155.0,-455.0,-155.0,0.0,FLAT,2025-10,2025
2025-10-27,-300.0,-520.0,-300.0,0.0,FLAT,2025-10,2025
2025-10-28,-23.75,-90.0,-23.75,0.0,FLAT,2025-10,2025
2025-10-29,-290.0,-315.0,-290.0,0.0,FLAT,2025-10,2025
2025-10-30,195.0,-830.0,195.0,195.0,E3,2025-10,2025
2025-10-31,252.5,-375.0,252.5,252.5,E3,2025-10,2025
2025-11-03,-210.0,-275.0,-210.0,0.0,FLAT,2025-11,2025
2025-11-04,-530.0,0.0,0.0,0.0,E4,2025-11,2025
2025-11-05,-467.5,230.0,230.0,230.0,E4,2025-11,2025
2025-11-06,-145.0,315.0,315.0,315.0,E4,2025-11,2025
2025-11-07,-45.0,-40.0,-40.0,0.0,FLAT,2025-11,2025
2025-11-10,-385.0,-470.0,-385.0,0.0,FLAT,2025-11,2025
2025-11-11,475.0,415.0,475.0,475.0,E3,2025-11,2025
2025-11-12,-495.0,-420.0,-420.0,0.0,FLAT,2025-11,2025
2025-11-14,-475.0,-220.0,-220.0,0.0,FLAT,2025-11,2025
2025-11-17,425.62,0.0,425.62,425.62,E3,2025-11,2025
2025-11-18,442.5,0.0,442.5,442.5,E3,2025-11,2025
2025-11-19,-345.0,-370.0,-345.0,0.0,FLAT,2025-11,2025
2025-11-20,-300.0,-135.0,-135.0,0.0,FLAT,2025-11,2025
2025-11-21,-765.0,-175.0,-175.0,0.0,FLAT,2025-11,2025
2025-11-24,-215.0,-260.0,-215.0,0.0,FLAT,2025-11,2025
2025-11-25,-365.0,360.0,360.0,360.0,E4,2025-11,2025
2025-11-26,-315.0,275.0,275.0,275.0,E4,2025-11,2025
2025-11-27,161.25,-280.0,161.25,161.25,E3,2025-11,2025
2025-11-28,635.0,-480.0,635.0,635.0,E3,2025-11,2025
2025-12-01,580.0,895.0,895.0,895.0,E4,2025-12,2025
2025-12-03,1015.0,-400.0,1015.0,1015.0,E3,2025-12,2025
2025-12-04,-360.0,-440.0,-360.0,0.0,FLAT,2025-12,2025
2025-12-05,-562.5,2190.0,2190.0,2190.0,E4,2025-12,2025
2025-12-08,-310.0,-180.0,-180.0,0.0,FLAT,2025-12,2025
2025-12-09,86.25,15.0,86.25,86.25,E3,2025-12,2025
2025-12-10,-500.0,255.0,255.0,255.0,E4,2025-12,2025
2025-12-11,-325.0,-370.0,-325.0,0.0,FLAT,2025-12,2025
2025-12-12,-280.0,-435.0,-280.0,0.0,FLAT,2025-12,2025
2025-12-15,-190.0,-280.0,-190.0,0.0,FLAT,2025-12,2025
2025-12-16,-110.0,-120.0,-110.0,0.0,FLAT,2025-12,2025
2025-12-17,-295.0,-315.0,-295.0,0.0,FLAT,2025-12,2025
