day,ft,direction,entry,stop,risk_pts,exit_price,k0,life_min,life_end_ts,stopped,micros,pl_mech,pl,R,mfe_R,mae_R,fillhm,rk,oos,px_0800,prev_close,gap_pts,gap_abs,expiry_week,big_R2,reach4
2025-09-19,2025-09-19 12:32:00+00:00,long,24751.25,24741.75,9.5,24741.5,962452,3,2025-09-19 12:35:00+00:00,True,5,-42.5,-100.0,-1.0526315789473684,0.21052631578947367,-1.4473684210526316,512,9.5,False,24734.75,24698.25,36.5,36.5,True,False,False
2025-09-23,2025-09-23 12:12:00+00:00,long,25004.25,24994.25,10.0,24994.0,965191,17,2025-09-23 12:29:00+00:00,True,8,-78.75,-168.0,-1.05,0.675,-1.125,492,10.0,False,24998.5,24998.75,-0.25,0.25,False,False,False
2025-09-24,2025-09-24 12:19:00+00:00,short,24881.5,24892.75,11.25,24893.0,966578,71,2025-09-24 13:30:00+00:00,True,4,-58.75,-94.0,-1.0444444444444445,1.6444444444444444,-1.5777777777777777,499,11.25,False,24889.5,24831.5,58.0,58.0,False,False,False
2025-09-29,2025-09-29 12:11:00+00:00,long,24881.5,24864.25,17.25,24864.0,970710,77,2025-09-29 13:28:00+00:00,True,3,-88.75,-106.5,-1.0289855072463767,1.6231884057971016,-1.4492753623188406,491,17.25,False,24876.75,24725.5,151.25,151.25,False,False,False
2025-09-30,2025-09-30 12:19:00+00:00,short,24801.0,24808.75,7.75,24809.0,972098,2,2025-09-30 12:21:00+00:00,True,6,-41.25,-99.0,-1.064516129032258,0.45161290322580644,-1.0,499,7.75,False,24804.0,24837.25,-33.25,33.25,False,False,False
2025-10-03,2025-10-03 12:42:00+00:00,short,25119.5,25133.75,14.25,25134.0,976261,43,2025-10-03 13:25:00+00:00,True,2,-36.875,-59.0,-1.0350877192982457,1.1578947368421053,-1.1929824561403508,522,14.25,False,25139.75,25109.5,30.25,30.25,False,False,False
2025-10-06,2025-10-06 13:07:00+00:00,long,25190.75,25179.25,11.5,25189.25,977666,25,2025-10-06 13:32:00+00:00,True,13,28.125,48.75,0.16304347826086957,2.6956521739130435,-2.0652173913043477,547,11.5,False,25181.0,24996.75,184.25,184.25,False,False,False
2025-10-06,2025-10-06 13:07:00+00:00,long,25193.5,25179.25,14.25,25179.0,977666,25,2025-10-06 13:32:00+00:00,True,7,-147.5,-206.5,-1.0350877192982457,1.9824561403508771,-1.8596491228070176,547,14.25,False,25181.0,24996.75,184.25,184.25,False,False,False
2025-10-07,2025-10-07 12:23:00+00:00,long,25212.25,25204.75,7.5,25250.25,979002,132,2025-10-07 14:35:00+00:00,True,7,188.75,528.5,5.033333333333333,8.366666666666667,-1.7333333333333334,503,7.5,False,25212.25,25184.25,28.0,28.0,False,True,True
2025-10-08,2025-10-08 12:04:00+00:00,short,25081.25,25089.25,8.0,25060.5,980363,76,2025-10-08 13:20:00+00:00,True,6,102.5,246.0,2.5625,4.84375,-1.28125,484,8.0,False,25086.75,25045.25,41.5,41.5,False,True,True
2025-10-08,2025-10-08 12:30:00+00:00,long,25060.0,25053.0,7.0,25052.75,980389,2,2025-10-08 12:32:00+00:00,True,7,-37.5,-105.0,-1.0714285714285714,0.9285714285714286,-1.6071428571428572,510,7.0,False,25086.75,25045.25,41.5,41.5,False,False,False
2025-10-09,2025-10-09 12:11:00+00:00,short,25316.25,25324.5,8.25,25324.75,981750,16,2025-10-09 12:27:00+00:00,True,3,-21.875,-52.5,-1.0606060606060606,0.696969696969697,-1.0303030303030303,491,8.25,False,25325.25,25330.0,-4.75,4.75,False,False,False
2025-10-10,2025-10-10 12:39:00+00:00,short,25315.25,25327.5,12.25,25289.0,983158,52,2025-10-10 13:31:00+00:00,True,2,65.0,104.0,2.122448979591837,2.163265306122449,-2.4693877551020407,519,12.25,False,25318.75,25294.5,24.25,24.25,False,True,False
2025-10-13,2025-10-13 12:06:00+00:00,short,24782.75,24795.0,12.25,24795.25,984505,4,2025-10-13 12:10:00+00:00,True,12,-108.75,-306.0,-1.0408163265306123,1.183673469387755,-1.6938775510204083,486,12.25,False,24783.5,24402.25,381.25,381.25,False,False,False
2025-10-16,2025-10-16 12:27:00+00:00,short,25031.75,25045.5,13.75,25045.75,988666,2,2025-10-16 12:29:00+00:00,True,2,-35.625,-57.0,-1.0363636363636364,0.12727272727272726,-1.2727272727272727,507,13.75,False,25061.75,24924.5,137.25,137.25,False,False,False
2025-10-16,2025-10-16 12:31:00+00:00,long,25044.25,25030.0,14.25,25082.75,988670,79,2025-10-16 13:50:00+00:00,True,7,341.875,478.625,2.3991228070175437,5.701754385964913,-1.2280701754385965,511,14.25,False,25061.75,24924.5,137.25,137.25,False,True,True
2025-10-17,2025-10-17 12:34:00+00:00,long,24753.0,24745.25,7.75,24745.0,990053,18,2025-10-17 12:52:00+00:00,True,13,-165.0,-214.5,-1.064516129032258,5.612903225806452,-1.5161290322580645,514,7.75,False,24724.5,24830.75,-106.25,106.25,False,False,True
2025-10-20,2025-10-20 12:11:00+00:00,long,25089.5,25076.0,13.5,25115.5,991410,465,2025-10-20 19:56:00+00:00,False,7,257.5,360.5,1.9074074074074074,19.62962962962963,-0.9259259259259259,491,13.5,False,25085.75,24989.0,96.75,96.75,False,False,True
2025-10-21,2025-10-21 12:01:00+00:00,long,25311.75,25297.75,14.0,25297.5,992780,31,2025-10-21 12:32:00+00:00,True,7,-180.0,-203.0,-1.0357142857142858,0.25,-1.25,481,14.0,False,25311.25,25300.25,11.0,11.0,False,False,False
2025-10-22,2025-10-22 12:04:00+00:00,long,25235.0,25228.0,7.0,25227.75,994163,86,2025-10-22 13:30:00+00:00,True,7,-75.0,-105.0,-1.0714285714285714,6.214285714285714,-3.0714285714285716,484,7.0,False,25225.25,25291.25,-66.0,66.0,False,False,True
2025-10-23,2025-10-23 12:01:00+00:00,short,24966.5,24983.0,16.5,24953.75,995540,50,2025-10-23 12:51:00+00:00,True,2,62.5,50.0,0.7575757575757576,1.7878787878787878,-1.0454545454545454,481,16.5,False,24966.0,25040.5,-74.5,74.5,False,False,False
2025-10-23,2025-10-23 12:20:00+00:00,short,24945.5,24968.0,22.5,24968.25,995559,3,2025-10-23 12:23:00+00:00,True,7,-465.0,-322.0,-1.0222222222222221,0.24444444444444444,-1.0,500,22.5,False,24966.0,25040.5,-74.5,74.5,False,False,False
2025-10-27,2025-10-27 12:03:00+00:00,long,25827.25,25817.25,10.0,25817.0,998302,78,2025-10-27 13:21:00+00:00,True,15,-315.0,-315.0,-1.05,1.85,-1.0,483,10.0,False,25818.75,25509.5,309.25,309.25,False,False,False
2025-10-28,2025-10-28 12:12:00+00:00,long,26006.5,25997.75,8.75,26016.25,999691,464,2025-10-28 19:56:00+00:00,False,6,95.0,114.0,1.0857142857142856,25.714285714285715,-0.6285714285714286,492,8.75,False,25998.25,25961.0,37.25,37.25,False,False,True
2025-10-29,2025-10-29 12:11:00+00:00,long,26280.75,26271.75,9.0,26271.5,1001070,10,2025-10-29 12:21:00+00:00,True,6,-95.0,-114.0,-1.0555555555555556,0.8055555555555556,-1.0833333333333333,491,9.0,False,26275.75,26160.0,115.75,115.75,False,False,False
2025-10-30,2025-10-30 12:06:00+00:00,long,26268.75,26250.0,18.75,26249.75,1002445,3,2025-10-30 12:09:00+00:00,True,3,-115.0,-115.5,-1.0266666666666666,0.2,-1.44,486,18.75,False,26259.5,26281.25,-21.75,21.75,False,False,False
2025-10-30,2025-10-30 12:11:00+00:00,short,26243.0,26272.5,29.5,26156.25,1002450,465,2025-10-30 19:56:00+00:00,False,2,432.5,346.0,2.9322033898305087,12.245762711864407,-0.2033898305084746,491,29.5,False,26259.5,26281.25,-21.75,21.75,False,True,True
2025-10-30,2025-10-30 13:02:00+00:00,short,26108.75,26120.0,11.25,26110.25,1002501,10,2025-10-30 13:12:00+00:00,True,7,153.75,143.5,0.9111111111111111,2.6,-1.6666666666666667,542,11.25,False,26259.5,26281.25,-21.75,21.75,False,False,False
2025-10-31,2025-10-31 12:01:00+00:00,long,26227.75,26213.5,14.25,26213.25,1003820,40,2025-10-31 12:41:00+00:00,True,4,-147.5,-118.0,-1.0350877192982457,3.245614035087719,-1.1929824561403508,481,14.25,False,26227.25,25872.0,355.25,355.25,False,False,False
2025-11-03,2025-11-03 13:01:00+00:00,short,26157.0,26167.0,10.0,26167.25,1005200,32,2025-11-03 13:33:00+00:00,True,5,-105.0,-105.0,-1.05,2.4,-1.05,481,10.0,False,26154.25,25992.75,161.5,161.5,False,False,False
2025-11-03,2025-11-03 13:55:00+00:00,long,26177.0,26165.75,11.25,26214.5,1005254,46,2025-11-03 14:41:00+00:00,True,13,1117.5,968.5,3.311111111111111,7.911111111111111,-1.1111111111111112,535,11.25,False,26154.25,25992.75,161.5,161.5,False,True,True
2025-11-04,2025-11-04 13:36:00+00:00,short,25700.5,25717.5,17.0,25717.75,1006615,7,2025-11-04 13:43:00+00:00,True,9,-525.0,-315.0,-1.0294117647058822,0.9411764705882353,-1.0588235294117647,516,17.0,False,25743.25,26110.25,-367.0,367.0,False,False,False
2025-11-05,2025-11-05 13:03:00+00:00,long,25521.25,25501.0,20.25,25520.0,1007962,91,2025-11-05 14:34:00+00:00,True,2,-60.0,-0.5,-0.006172839506172839,3.691358024691358,-1.0246913580246915,483,20.25,False,25526.0,25578.0,-52.0,52.0,False,False,False
2025-11-06,2025-11-06 13:22:00+00:00,long,25799.25,25782.25,17.0,25782.0,1009361,32,2025-11-06 13:54:00+00:00,True,4,-262.5,-140.0,-1.0294117647058822,1.3529411764705883,-1.2205882352941178,502,17.0,False,25782.0,25741.0,41.0,41.0,False,False,False
2025-11-10,2025-11-10 14:06:00+00:00,long,25538.0,25530.5,7.5,25530.25,1012165,0,2025-11-10 14:06:00+00:00,True,3,-40.0,-48.0,-1.0666666666666667,0.43333333333333335,-1.2333333333333334,546,7.5,False,25545.5,25164.25,381.25,381.25,False,False,False
2025-11-11,2025-11-11 13:21:00+00:00,short,25613.5,25623.0,9.5,25584.75,1013500,61,2025-11-11 14:22:00+00:00,True,5,297.5,297.5,3.1315789473684212,4.394736842105263,-1.3421052631578947,501,9.5,False,25596.25,25713.0,-116.75,116.75,False,True,True
2025-11-12,2025-11-12 13:39:00+00:00,long,25798.25,25789.0,9.25,25788.75,1014898,23,2025-11-12 14:02:00+00:00,True,3,-48.75,-58.5,-1.054054054054054,1.2162162162162162,-1.054054054054054,519,9.25,False,25795.25,25647.0,148.25,148.25,False,False,False
2025-11-13,2025-11-13 13:34:00+00:00,short,25528.0,25576.5,48.5,25491.25,1016273,442,2025-11-13 20:56:00+00:00,False,2,271.875,72.5,0.37371134020618557,10.835051546391753,-0.35051546391752575,514,48.5,False,25572.5,25625.25,-52.75,52.75,False,False,True
2025-11-21,2025-11-21 13:01:00+00:00,short,24216.0,24259.75,43.75,24260.0,1024520,16,2025-11-21 13:17:00+00:00,True,1,-222.5,-44.5,-0.5085714285714286,1.6342857142857143,-1.1085714285714285,481,43.75,False,24215.75,24138.25,77.5,77.5,False,False,False
2025-11-24,2025-11-24 13:06:00+00:00,long,24520.0,24499.0,21.0,24546.5,1025905,52,2025-11-24 13:58:00+00:00,True,4,393.75,210.0,1.25,2.0952380952380953,-1.1785714285714286,486,21.0,False,24510.25,24313.75,196.5,196.5,False,False,False
2025-11-24,2025-11-24 13:59:00+00:00,short,24498.5,24517.5,19.0,24517.75,1025958,3,2025-11-24 14:02:00+00:00,True,8,-562.5,-312.0,-1.0263157894736843,0.39473684210526316,-1.0,539,19.0,False,24510.25,24313.75,196.5,196.5,False,False,False
2025-11-26,2025-11-26 13:06:00+00:00,long,25179.0,25168.0,11.0,25203.5,1028665,113,2025-11-26 14:59:00+00:00,True,14,727.5,679.0,2.2045454545454546,9.204545454545455,-2.159090909090909,486,11.0,False,25172.75,25080.0,92.75,92.75,False,True,True
2025-11-27,2025-11-27 13:23:00+00:00,long,25297.5,25290.5,7.0,25315.0,1030062,77,2025-11-27 14:40:00+00:00,True,7,-25.0,161.875,1.6517857142857142,2.892857142857143,-1.5,503,7.0,False,25298.25,25296.5,1.75,1.75,False,False,False
2025-12-01,2025-12-01 13:06:00+00:00,short,25224.0,25242.5,18.5,25242.75,1031693,1,2025-12-01 13:07:00+00:00,True,3,-190.0,-114.0,-1.027027027027027,0.13513513513513514,-1.2837837837837838,486,18.5,False,25221.5,,,,False,False,False
2025-12-03,2025-12-03 13:05:00+00:00,long,25660.5,25653.5,7.0,25675.75,1034452,13,2025-12-03 13:18:00+00:00,True,7,108.125,151.375,1.5446428571428572,2.4642857142857144,-1.9642857142857142,485,7.0,False,25659.5,25600.5,59.0,59.0,False,False,False
2025-12-04,2025-12-04 13:01:00+00:00,short,25657.5,25666.25,8.75,25666.5,1035828,29,2025-12-04 13:30:00+00:00,True,11,-185.0,-203.5,-1.0571428571428572,2.4857142857142858,-1.0285714285714285,481,8.75,False,25657.75,25657.5,0.25,0.25,False,False,False
2025-12-05,2025-12-05 13:21:00+00:00,short,25688.5,25705.0,16.5,25639.5,1037228,69,2025-12-05 14:30:00+00:00,True,3,487.5,292.5,2.9545454545454546,6.590909090909091,-3.287878787878788,501,16.5,False,25703.0,25628.0,75.0,75.0,False,True,True
2025-12-09,2025-12-09 13:02:00+00:00,short,25653.0,25663.5,10.5,25663.75,1039969,5,2025-12-09 13:07:00+00:00,True,10,-105.0,-220.0,-1.0476190476190477,0.16666666666666666,-1.0,482,10.5,False,25656.75,25668.75,-12.0,12.0,False,False,False
2025-12-09,2025-12-09 13:17:00+00:00,short,25656.5,25663.5,7.0,25634.75,1039984,105,2025-12-09 15:02:00+00:00,True,14,226.25,316.75,1.6160714285714286,13.785714285714286,-1.7857142857142858,497,7.0,False,25656.75,25668.75,-12.0,12.0,False,False,True
2025-12-10,2025-12-10 13:04:00+00:00,long,25655.25,25645.25,10.0,25645.0,1041351,2,2025-12-10 13:06:00+00:00,True,5,-105.0,-105.0,-1.05,0.025,-1.025,484,10.0,False,25648.0,25703.0,-55.0,55.0,False,False,False
2025-12-10,2025-12-10 14:21:00+00:00,short,25651.0,25666.75,15.75,25667.0,1041428,4,2025-12-10 14:25:00+00:00,True,10,-243.75,-325.0,-1.0317460317460319,0.2857142857142857,-1.0793650793650793,561,15.75,False,25648.0,25703.0,-55.0,55.0,False,False,False
2025-12-11,2025-12-11 13:32:00+00:00,short,25652.5,25687.0,34.5,25576.25,1042759,315,2025-12-11 18:47:00+00:00,True,1,380.0,152.0,2.2028985507246377,7.601449275362318,-1.0,512,34.5,False,25696.25,25800.0,-103.75,103.75,False,True,True
2025-12-12,2025-12-12 13:13:00+00:00,long,25598.5,25580.5,18.0,25580.25,1044120,22,2025-12-12 13:35:00+00:00,True,3,-92.5,-111.0,-1.0277777777777777,0.08333333333333333,-1.1805555555555556,493,18.0,False,25567.0,25714.75,-147.75,147.75,False,False,False
2025-12-17,2025-12-17 13:52:00+00:00,short,25443.5,25457.75,14.25,25458.0,1048299,4,2025-12-17 13:56:00+00:00,True,11,-112.5,-324.5,-1.0350877192982457,0.49122807017543857,-1.1228070175438596,532,14.25,False,25491.25,25372.25,119.0,119.0,True,False,False
2025-12-19,2025-12-19 13:01:00+00:00,short,25286.25,25305.0,18.75,25305.25,1051008,6,2025-12-19 13:07:00+00:00,True,8,-120.0,-308.0,-1.0266666666666666,0.6666666666666666,-1.1066666666666667,481,18.75,False,25285.5,25251.75,33.75,33.75,True,False,False
2025-12-23,2025-12-23 13:04:00+00:00,short,25672.75,25687.0,14.25,25630.5,1053771,86,2025-12-23 14:30:00+00:00,True,7,420.0,588.0,2.9473684210526314,4.526315789473684,-3.3508771929824563,484,14.25,True,25679.75,25688.25,-8.5,8.5,False,True,True
2025-12-23,2025-12-23 13:05:00+00:00,short,25674.25,25687.0,12.75,25673.5,1053772,85,2025-12-23 14:30:00+00:00,True,8,65.0,52.0,0.2549019607843137,5.176470588235294,-3.627450980392157,485,12.75,True,25679.75,25688.25,-8.5,8.5,False,False,True
2025-12-23,2025-12-23 13:32:00+00:00,short,25670.0,25679.0,9.0,25630.5,1053799,58,2025-12-23 14:30:00+00:00,True,11,410.0,451.0,2.2777777777777777,6.861111111111111,-5.611111111111111,512,9.0,True,25679.75,25688.25,-8.5,8.5,False,True,True
2025-12-24,2025-12-24 13:04:00+00:00,short,25807.0,25816.0,9.0,25816.25,1055148,26,2025-12-24 13:30:00+00:00,True,11,-190.0,-209.0,-1.0555555555555556,0.7222222222222222,-1.9444444444444444,484,9.0,True,25811.75,25811.25,0.5,0.5,False,False,False
2025-12-26,2025-12-26 14:00:00+00:00,short,25898.75,25923.25,24.5,25898.5,1056356,36,2025-12-26 14:36:00+00:00,True,2,32.5,13.0,0.1326530612244898,1.3979591836734695,-1.1938775510204083,540,24.5,True,25892.25,,,,False,False,False
2025-12-29,2025-12-29 13:29:00+00:00,long,25748.25,25739.75,8.5,25739.5,1057705,3,2025-12-29 13:32:00+00:00,True,6,-80.0,-108.0,-1.0588235294117647,0.47058823529411764,-1.0,509,8.5,True,25743.0,25866.75,-123.75,123.75,False,False,False
2025-12-30,2025-12-30 13:10:00+00:00,long,25734.75,25723.5,11.25,25723.25,1059066,21,2025-12-30 13:31:00+00:00,True,4,-117.5,-94.0,-1.0444444444444445,0.8888888888888888,-1.6666666666666667,490,11.25,True,25729.25,25741.0,-11.75,11.75,False,False,False
2025-12-31,2025-12-31 13:25:00+00:00,long,25646.25,25633.75,12.5,25660.75,1060461,71,2025-12-31 14:36:00+00:00,True,6,213.75,171.0,1.14,5.64,-1.22,505,12.5,True,25631.75,25678.0,-46.25,46.25,False,False,True
