day,ft,direction,risk_pts,R,pl,mfe_R,min_to_open,exit_et,exit_after_open,hold_min,touched_1R,exited_on_touch_bar,dd_R,floor_R,samebar_entry_touch,be_hit
2025-07-07,2025-07-07 12:16:00+00:00,long,12.75,-1.03921568627451,-53.0,0.5686274509803921,74.0,2025-07-07 08:27:00-04:00,False,11,False,,,,,
2025-07-08,2025-07-08 13:19:00+00:00,short,9.5,3.526315789473684,335.0,4.605263157894737,11.0,2025-07-08 09:34:00-04:00,True,15,True,False,2.736842105263158,-0.18421052631578946,False,pre_exit
2025-07-10,2025-07-10 12:04:00+00:00,short,10.75,1.7383720930232558,74.75,2.4651162790697674,86.0,2025-07-10 08:52:00-04:00,False,48,True,False,2.0697674418604652,-0.627906976744186,False,pre_exit
2025-07-14,2025-07-14 12:16:00+00:00,long,8.5,-1.0588235294117647,-108.0,10.176470588235292,74.0,2025-07-14 09:42:00-04:00,True,86,True,False,12.147058823529411,-1.9705882352941178,False,pre_exit
2025-07-16,2025-07-16 12:11:00+00:00,long,9.5,1.5,456.0,6.657894736842105,79.0,2025-07-16 08:30:00-04:00,False,19,True,False,5.973684210526316,-0.10526315789473684,False,pre_exit
2025-07-17,2025-07-17 12:01:00+00:00,long,14.5,-1.0862068965517242,-220.5,0.5172413793103449,89.0,2025-07-17 08:20:00-04:00,False,19,False,,,,,
2025-07-18,2025-07-18 12:06:00+00:00,short,15.0,-1.0333333333333334,-93.0,0.05,84.0,2025-07-18 08:48:00-04:00,False,42,False,,,,,
2025-07-21,2025-07-21 12:09:00+00:00,short,9.0,-1.0555555555555556,-114.0,0.1666666666666666,81.0,2025-07-21 08:35:00-04:00,False,26,False,,,,,
2025-07-23,2025-07-23 12:33:00+00:00,short,10.5,-1.0476190476190477,-110.0,0.9761904761904762,57.0,2025-07-23 09:21:00-04:00,False,48,False,,,,,
2025-07-24,2025-07-24 12:07:00+00:00,long,9.5,-1.0526315789473684,-100.0,0.2105263157894736,83.0,2025-07-24 08:20:00-04:00,False,13,False,,,,,
2025-07-25,2025-07-25 12:47:00+00:00,short,8.5,1.963235294117647,200.25,2.823529411764706,43.0,2025-07-25 09:05:00-04:00,False,18,True,False,2.6764705882352944,0.14705882352941177,True,never
2025-07-29,2025-07-29 12:01:00+00:00,long,10.0,-1.05,-210.0,1.075,89.0,2025-07-29 08:27:00-04:00,False,26,True,False,2.2249999999999996,-1.15,False,pre_exit
2025-07-30,2025-07-30 12:32:00+00:00,long,8.75,1.9785714285714289,380.875,2.628571428571429,58.0,2025-07-30 08:58:00-04:00,False,26,True,False,1.5142857142857142,1.1142857142857143,False,never
2025-07-31,2025-07-31 12:13:00+00:00,long,15.5,-1.0806451612903225,-335.0,1.532258064516129,77.0,2025-07-31 08:33:00-04:00,False,20,True,False,2.564516129032258,-1.032258064516129,True,pre_exit
2025-08-04,2025-08-04 12:18:00+00:00,long,9.75,2.2243589743589745,433.75,2.743589743589744,72.0,2025-08-04 08:30:00-04:00,False,12,True,False,0.9743589743589745,0.6410256410256411,False,never
2025-08-07,2025-08-07 12:08:00+00:00,long,14.0,3.1607142857142856,619.5,3.857142857142857,82.0,2025-08-07 09:40:00-04:00,True,92,True,False,2.678571428571429,-0.7142857142857143,True,pre_exit
2025-08-07,2025-08-07 12:11:00+00:00,long,8.75,0.4642857142857143,138.125,2.142857142857143,79.0,2025-08-07 08:26:00-04:00,False,15,True,False,1.9142857142857141,0.22857142857142856,False,never
2025-08-08,2025-08-08 12:06:00+00:00,short,10.5,3.619047619047619,1064.0,3.7857142857142856,84.0,2025-08-08 08:20:00-04:00,False,14,True,False,1.0476190476190474,0.7857142857142857,False,never
2025-08-11,2025-08-11 12:28:00+00:00,short,11.75,0.7925531914893617,74.5,1.5957446808510638,62.0,2025-08-11 08:51:00-04:00,False,23,True,False,1.297872340425532,0.1702127659574468,False,never
2025-08-14,2025-08-14 12:01:00+00:00,long,11.0,-1.0454545454545454,-322.0,0.4090909090909091,89.0,2025-08-14 08:07:00-04:00,False,6,False,,,,,
2025-08-15,2025-08-15 12:06:00+00:00,short,8.75,-1.0571428571428572,-111.0,3.0285714285714285,84.0,2025-08-15 09:28:00-04:00,False,82,True,False,4.485714285714286,-1.457142857142857,False,pre_exit
2025-08-18,2025-08-18 12:03:00+00:00,short,14.25,-1.0350877192982455,-206.5,0.7192982456140351,87.0,2025-08-18 08:29:00-04:00,False,26,False,,,,,
2025-08-20,2025-08-20 12:01:00+00:00,long,14.25,-1.0350877192982455,-206.5,0.6140350877192983,89.0,2025-08-20 08:32:00-04:00,False,31,False,,,,,
2025-08-21,2025-08-21 12:03:00+00:00,short,11.25,1.2222222222222223,55.0,4.311111111111111,87.0,2025-08-21 08:24:00-04:00,False,21,True,False,2.422222222222222,0.6222222222222222,False,never
2025-08-22,2025-08-22 12:04:00+00:00,long,10.25,-1.048780487804878,-107.5,0.3658536585365853,86.0,2025-08-22 08:13:00-04:00,False,9,False,,,,,
2025-08-25,2025-08-25 13:11:00+00:00,short,13.5,-1.037037037037037,-196.0,0.0555555555555555,19.0,2025-08-25 09:25:00-04:00,False,14,False,,,,,
2025-08-26,2025-08-26 12:01:00+00:00,long,10.25,-1.048780487804878,-107.5,-0.024390243902439,89.0,2025-08-26 08:06:00-04:00,False,5,False,,,,,
2025-08-27,2025-08-27 12:10:00+00:00,long,7.5,-1.0666666666666669,-112.0,1.0,80.0,2025-08-27 08:26:00-04:00,False,16,True,False,2.5666666666666664,-1.5666666666666667,False,pre_exit
2025-08-29,2025-08-29 12:05:00+00:00,short,14.25,-1.087719298245614,-155.0,0.5789473684210527,85.0,2025-08-29 08:30:00-04:00,False,25,False,,,,,
2025-08-29,2025-08-29 12:32:00+00:00,long,28.5,-1.0175438596491229,-232.0,0.5526315789473685,58.0,2025-08-29 09:37:00-04:00,True,65,False,,,,,
2025-09-01,2025-09-01 12:16:00+00:00,long,7.0,-1.0714285714285714,-60.0,2.25,74.0,2025-09-01 09:30:00-04:00,True,74,True,False,3.678571428571429,-1.4285714285714286,False,pre_exit
2025-09-04,2025-09-04 12:32:00+00:00,short,14.5,1.1206896551724137,325.0,1.2758620689655171,58.0,2025-09-04 08:35:00-04:00,False,3,True,False,0.5344827586206897,0.7413793103448276,False,never
2025-09-09,2025-09-09 12:02:00+00:00,short,9.5,-1.0526315789473684,-60.0,0.0,88.0,2025-09-09 08:10:00-04:00,False,8,False,,,,,
2025-09-15,2025-09-15 12:35:00+00:00,long,7.25,-1.0689655172413792,-108.5,-0.0344827586206896,55.0,2025-09-15 08:37:00-04:00,False,2,False,,,,,
2025-09-16,2025-09-16 12:38:00+00:00,long,9.5,-1.131578947368421,-236.5,0.3684210526315789,52.0,2025-09-16 08:40:00-04:00,False,2,False,,,,,
2025-09-17,2025-09-17 12:02:00+00:00,long,8.75,-1.0571428571428572,-55.5,0.1428571428571428,88.0,2025-09-17 08:10:00-04:00,False,8,False,,,,,
2025-09-18,2025-09-18 12:52:00+00:00,short,16.5,3.8484848484848486,381.0,4.196969696969697,38.0,2025-09-18 09:06:00-04:00,False,14,True,False,1.0303030303030303,0.8636363636363636,False,never
2025-09-19,2025-09-19 12:06:00+00:00,long,11.75,5.957446808510638,1260.0,6.319148936170213,84.0,2025-09-19 09:53:00-04:00,True,107,True,False,4.0212765957446805,-0.48936170212765956,False,pre_exit
2025-09-19,2025-09-19 12:32:00+00:00,long,9.5,-1.0526315789473684,-100.0,0.2105263157894736,58.0,2025-09-19 08:35:00-04:00,False,3,False,,,,,
2025-09-23,2025-09-23 12:12:00+00:00,long,10.0,-1.05,-168.0,0.675,78.0,2025-09-23 08:29:00-04:00,False,17,False,,,,,
2025-09-24,2025-09-24 12:19:00+00:00,short,11.25,-1.0444444444444445,-94.0,1.6444444444444444,71.0,2025-09-24 09:30:00-04:00,True,71,True,False,3.2222222222222223,-1.5777777777777777,False,pre_exit
2025-09-26,2025-09-26 12:13:00+00:00,short,7.25,-1.1724137931034482,-51.0,0.5862068965517241,77.0,2025-09-26 08:16:00-04:00,False,3,False,,,,,
2025-09-29,2025-09-29 12:11:00+00:00,long,17.25,-1.0289855072463767,-106.5,1.6231884057971016,79.0,2025-09-29 09:28:00-04:00,False,77,True,False,3.0724637681159424,-1.4492753623188406,False,pre_exit
2025-09-30,2025-09-30 12:19:00+00:00,short,7.75,-1.064516129032258,-99.0,0.4516129032258064,71.0,2025-09-30 08:21:00-04:00,False,2,False,,,,,
2025-10-03,2025-10-03 12:42:00+00:00,short,14.25,-1.0350877192982455,-59.0,1.1578947368421053,48.0,2025-10-03 09:25:00-04:00,False,43,True,False,2.3508771929824563,-1.1929824561403508,False,pre_exit
2025-10-06,2025-10-06 13:07:00+00:00,long,14.25,-1.0350877192982455,-206.5,1.9824561403508767,23.0,2025-10-06 09:32:00-04:00,True,25,True,False,3.8421052631578947,-1.8596491228070176,False,pre_exit
2025-10-06,2025-10-06 13:07:00+00:00,long,11.5,0.1630434782608695,48.75,0.9130434782608696,23.0,2025-10-06 09:24:00-04:00,False,17,False,,,,,
2025-10-07,2025-10-07 12:23:00+00:00,long,7.5,5.033333333333333,528.5,5.366666666666666,67.0,2025-10-07 08:56:00-04:00,False,33,True,False,1.3333333333333335,0.7,False,never
2025-10-08,2025-10-08 12:04:00+00:00,short,8.0,2.5625,246.0,2.71875,86.0,2025-10-08 08:12:00-04:00,False,8,True,False,1.0625,0.6875,False,never
2025-10-08,2025-10-08 12:30:00+00:00,long,7.0,-1.0714285714285714,-105.0,0.9285714285714286,60.0,2025-10-08 08:32:00-04:00,False,2,False,,,,,
2025-10-09,2025-10-09 12:11:00+00:00,short,8.25,-1.0606060606060606,-52.5,0.696969696969697,79.0,2025-10-09 08:27:00-04:00,False,16,False,,,,,
2025-10-10,2025-10-10 12:39:00+00:00,short,12.25,2.122448979591837,104.0,2.163265306122449,51.0,2025-10-10 08:57:00-04:00,False,18,True,False,1.0612244897959184,0.8163265306122449,False,never
2025-10-13,2025-10-13 12:06:00+00:00,short,12.25,-1.0408163265306123,-306.0,1.183673469387755,84.0,2025-10-13 08:10:00-04:00,False,4,True,False,2.8775510204081636,-1.6938775510204083,True,pre_exit
2025-10-16,2025-10-16 12:27:00+00:00,short,13.75,-1.0363636363636364,-57.0,0.1272727272727272,63.0,2025-10-16 08:29:00-04:00,False,2,False,,,,,
2025-10-16,2025-10-16 12:31:00+00:00,long,14.25,2.399122807017544,478.625,3.0,59.0,2025-10-16 08:40:00-04:00,False,9,True,False,1.263157894736842,0.6491228070175439,False,never
2025-10-17,2025-10-17 12:34:00+00:00,long,7.75,-1.064516129032258,-214.5,5.612903225806452,56.0,2025-10-17 08:52:00-04:00,False,18,True,False,7.129032258064516,-1.5161290322580645,True,pre_exit
2025-10-20,2025-10-20 12:11:00+00:00,long,13.5,1.9074074074074077,360.5,2.0185185185185186,79.0,2025-10-20 08:46:00-04:00,False,35,True,False,0.8888888888888891,0.6481481481481481,False,never
2025-10-21,2025-10-21 12:01:00+00:00,long,14.0,-1.0357142857142858,-203.0,0.25,89.0,2025-10-21 08:32:00-04:00,False,31,False,,,,,
2025-10-22,2025-10-22 12:04:00+00:00,long,7.0,-1.0714285714285714,-105.0,6.214285714285714,86.0,2025-10-22 09:30:00-04:00,True,86,True,False,9.285714285714286,-3.0714285714285716,False,exit_bar_ambiguous
2025-10-23,2025-10-23 12:01:00+00:00,short,16.5,0.7575757575757576,50.0,1.4696969696969695,89.0,2025-10-23 08:19:00-04:00,False,18,True,True,0.0,,False,exited_on_touch_bar
2025-10-23,2025-10-23 12:20:00+00:00,short,22.5,-1.022222222222222,-322.0,0.2444444444444444,70.0,2025-10-23 08:23:00-04:00,False,3,False,,,,,
2025-10-27,2025-10-27 12:03:00+00:00,long,10.0,-1.05,-315.0,1.85,87.0,2025-10-27 09:21:00-04:00,False,78,True,False,2.85,-1.0,False,pre_exit
2025-10-28,2025-10-28 12:12:00+00:00,long,8.75,1.0857142857142856,114.0,2.1142857142857143,78.0,2025-10-28 08:19:00-04:00,False,7,True,False,1.3714285714285714,0.7428571428571429,False,never
2025-10-29,2025-10-29 12:11:00+00:00,long,9.0,-1.0555555555555556,-114.0,0.8055555555555556,79.0,2025-10-29 08:21:00-04:00,False,10,False,,,,,
2025-10-30,2025-10-30 12:06:00+00:00,long,18.75,-1.0266666666666666,-115.5,0.2,84.0,2025-10-30 08:09:00-04:00,False,3,False,,,,,
2025-10-30,2025-10-30 12:11:00+00:00,short,29.5,2.9322033898305087,346.0,3.016949152542373,79.0,2025-10-30 08:29:00-04:00,False,18,True,False,1.5338983050847457,0.635593220338983,False,never
2025-10-30,2025-10-30 13:02:00+00:00,short,11.25,0.9111111111111112,143.5,2.6,28.0,2025-10-30 09:08:00-04:00,False,6,True,False,2.9555555555555557,-0.35555555555555557,True,exit_bar_ambiguous
2025-10-31,2025-10-31 12:01:00+00:00,long,14.25,-1.0350877192982455,-118.0,3.245614035087719,89.0,2025-10-31 08:41:00-04:00,False,40,True,False,4.43859649122807,-1.1929824561403508,False,pre_exit
2025-11-03,2025-11-03 13:01:00+00:00,short,10.0,-1.05,-105.0,2.4,89.0,2025-11-03 08:33:00-05:00,False,32,True,False,3.45,-1.05,False,pre_exit
2025-11-03,2025-11-03 13:55:00+00:00,long,11.25,3.311111111111111,968.5,7.355555555555555,35.0,2025-11-03 09:00:00-05:00,False,5,True,False,6.311111111111111,0.28888888888888886,False,never
2025-11-04,2025-11-04 13:36:00+00:00,short,17.0,-1.0294117647058822,-315.0,0.9411764705882352,54.0,2025-11-04 08:43:00-05:00,False,7,False,,,,,
2025-11-05,2025-11-05 13:03:00+00:00,long,20.25,-0.0061728395061728,-0.5,1.0123456790123455,87.0,2025-11-05 08:06:00-05:00,False,3,True,False,1.5061728395061729,-0.49382716049382713,False,exit_bar_ambiguous
2025-11-06,2025-11-06 13:22:00+00:00,long,17.0,-1.0294117647058822,-140.0,1.3529411764705883,68.0,2025-11-06 08:54:00-05:00,False,32,True,False,2.573529411764706,-1.2205882352941178,False,pre_exit
2025-11-10,2025-11-10 14:06:00+00:00,long,7.5,-1.0666666666666669,-48.0,0.4333333333333333,24.0,2025-11-10 09:06:00-05:00,False,0,False,,,,,
2025-11-11,2025-11-11 13:21:00+00:00,short,9.5,3.131578947368421,297.5,3.6052631578947367,69.0,2025-11-11 08:25:00-05:00,False,4,True,False,1.3421052631578947,1.6842105263157894,False,never
2025-11-12,2025-11-12 13:39:00+00:00,long,9.25,-1.054054054054054,-58.5,1.2162162162162162,51.0,2025-11-12 09:02:00-05:00,False,23,True,False,2.27027027027027,-1.054054054054054,False,pre_exit
2025-11-13,2025-11-13 13:34:00+00:00,short,48.5,0.3737113402061855,72.5,0.9432989690721648,56.0,2025-11-13 09:00:00-05:00,False,26,False,,,,,
2025-11-21,2025-11-21 13:01:00+00:00,short,43.75,-0.5085714285714286,-44.5,1.6342857142857143,89.0,2025-11-21 08:17:00-05:00,False,16,True,False,2.742857142857143,-1.1085714285714285,False,pre_exit
2025-11-24,2025-11-24 13:06:00+00:00,long,21.0,1.25,210.0,1.4047619047619049,84.0,2025-11-24 08:10:00-05:00,False,4,True,False,0.4166666666666665,0.9880952380952381,False,never
2025-11-24,2025-11-24 13:59:00+00:00,short,19.0,-1.0263157894736843,-312.0,0.3947368421052631,31.0,2025-11-24 09:02:00-05:00,False,3,False,,,,,
2025-11-25,2025-11-25 13:04:00+00:00,long,10.75,-1.0465116279069768,-202.5,1.744186046511628,86.0,2025-11-25 08:10:00-05:00,False,6,True,False,3.0697674418604652,-1.3255813953488371,True,pre_exit
2025-11-26,2025-11-26 13:06:00+00:00,long,11.0,2.2045454545454546,679.0,2.386363636363636,84.0,2025-11-26 08:20:00-05:00,False,14,True,False,1.6136363636363635,-0.5227272727272727,True,pre_exit
2025-11-27,2025-11-27 13:23:00+00:00,long,7.0,1.6517857142857142,161.875,2.571428571428572,67.0,2025-11-27 08:30:00-05:00,False,7,True,True,0.0,,False,exited_on_touch_bar
2025-12-01,2025-12-01 13:06:00+00:00,short,18.5,-1.027027027027027,-114.0,0.1351351351351351,84.0,2025-12-01 08:07:00-05:00,False,1,False,,,,,
2025-12-03,2025-12-03 13:05:00+00:00,long,7.0,1.5446428571428572,86.5,2.2857142857142856,85.0,2025-12-03 08:14:00-05:00,False,9,True,True,0.0,,False,exited_on_touch_bar
2025-12-04,2025-12-04 13:01:00+00:00,short,8.75,-1.0571428571428572,-203.5,2.4857142857142858,89.0,2025-12-04 08:30:00-05:00,False,29,True,False,3.5142857142857142,-1.0285714285714285,False,pre_exit
2025-12-05,2025-12-05 13:21:00+00:00,short,16.5,2.9545454545454546,195.0,3.742424242424242,69.0,2025-12-05 08:38:00-05:00,False,17,True,False,0.9848484848484844,0.6515151515151515,False,never
2025-12-09,2025-12-09 13:02:00+00:00,short,10.5,-1.0476190476190477,-220.0,0.1666666666666666,88.0,2025-12-09 08:07:00-05:00,False,5,False,,,,,
2025-12-09,2025-12-09 13:17:00+00:00,short,7.0,1.6160714285714286,316.75,3.2142857142857144,73.0,2025-12-09 08:32:00-05:00,False,15,True,False,2.4642857142857144,0.25,False,never
2025-12-10,2025-12-10 13:04:00+00:00,long,10.0,-1.05,-105.0,0.025,86.0,2025-12-10 08:06:00-05:00,False,2,False,,,,,
2025-12-10,2025-12-10 14:21:00+00:00,short,15.75,-1.031746031746032,-325.0,0.2857142857142857,9.0,2025-12-10 09:25:00-05:00,False,4,False,,,,,
